Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Brd4	ENSMUST00000114475.3	bromodomain containing 4 	572	2	0	0	2	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Spata3	ENSMUST00000052854.7	spermatogenesis associated 3 	5	1	0	1	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Nrxn1	ENSMUST00000160844.4	neurexin I 	37	2	1	0	1	1	mmu-miR-142b				-0.14	-0.14	< 0.1
Sowaha	ENSMUST00000104955.3	sosondowah ankyrin repeat domain family member A 	8	1	0	0	1	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Gm6086	ENSMUST00000097632.4	predicted gene 6086 	5	1	0	0	1	2	mmu-miR-142b				-0.14	-0.14	< 0.1
Adamtsl2	ENSMUST00000091233.6	ADAMTS-like 2 	87	1	0	1	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Glra2	ENSMUST00000058787.8	glycine receptor, alpha 2 subunit 	8	1	0	1	0	1	mmu-miR-142b				-0.14	-0.15	< 0.1
Plcxd3	ENSMUST00000061925.4	phosphatidylinositol-specific phospholipase C, X domain containing 3 	54	1	1	0	0	1	mmu-miR-142b				-0.14	-0.16	< 0.1
Mylip	ENSMUST00000038275.9	myosin regulatory light chain interacting protein 	361	1	0	1	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Stxbp3a	ENSMUST00000102621.5	syntaxin binding protein 3A 	37	1	0	0	1	0	mmu-miR-142b				-0.14	-0.15	< 0.1
Gm5460	ENSMUST00000100719.2	predicted gene 5460 	15	1	0	1	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Noto	ENSMUST00000089578.8	notochord homolog (Xenopus laevis) 	5	2	0	2	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Rock2	ENSMUST00000020904.6	Rho-associated coiled-coil containing protein kinase 2 	1341	2	0	2	0	0	mmu-miR-142b				-0.14	-0.19	< 0.1
Rbm28	ENSMUST00000007993.10	RNA binding motif protein 28 	1986	2	0	1	1	0	mmu-miR-142b				-0.14	-0.16	< 0.1
Gabpb1	ENSMUST00000110425.3	GA repeat binding protein, beta 1 	105	1	0	0	1	1	mmu-miR-142b				-0.14	-0.15	< 0.1
Pfn4	ENSMUST00000020967.5	profilin family, member 4 	41	1	0	1	0	0	mmu-miR-142b				-0.14	-0.16	< 0.1
Lamp3	ENSMUST00000081880.5	lysosomal-associated membrane protein 3 	468	1	0	1	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Tbc1d1	ENSMUST00000101195.3	TBC1 domain family, member 1 	699	1	0	1	0	1	mmu-miR-142b				-0.14	-0.14	< 0.1
Slc36a4	ENSMUST00000115588.2	solute carrier family 36 (proton/amino acid symporter), member 4 	610	4	1	1	2	0	mmu-miR-142b				-0.14	-0.17	< 0.1
Plek	ENSMUST00000102881.4	pleckstrin 	550	3	0	3	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
4933408J17Rik	ENSMUST00000181835.1	RIKEN cDNA 4933408J17 gene 	5	1	0	1	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Mthfd1l	ENSMUST00000117291.2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like 	1496	1	0	1	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Pnrc1	ENSMUST00000049357.9	proline-rich nuclear receptor coactivator 1 	1428	1	0	0	1	0	mmu-miR-142b				-0.14	-0.16	< 0.1
Sec23a	ENSMUST00000021375.6	SEC23A (S. cerevisiae) 	1403	1	0	1	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Fyttd1	ENSMUST00000171325.2	forty-two-three domain containing 1 	1204	1	0	0	1	0	mmu-miR-142b				-0.14	-0.15	< 0.1
Tnfaip8	ENSMUST00000148159.2	tumor necrosis factor, alpha-induced protein 8 	1490	4	0	1	3	0	mmu-miR-142b				-0.14	-0.27	< 0.1
Med19	ENSMUST00000102645.3	mediator complex subunit 19 	642	1	0	1	0	0	mmu-miR-142b				-0.14	-0.15	< 0.1
Spcs1	ENSMUST00000160342.2	signal peptidase complex subunit 1 homolog (S. cerevisiae) 	38	1	0	0	1	0	mmu-miR-142b				-0.14	-0.18	< 0.1
Fam150a	ENSMUST00000133144.2	family with sequence similarity 150, member A 	19	1	0	0	1	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Vcpip1	ENSMUST00000057438.6	valosin containing protein (p97)/p47 complex interacting protein 1 	1069	1	0	0	1	1	mmu-miR-142b				-0.14	-0.26	< 0.1
Gpr165	ENSMUST00000033554.4	G protein-coupled receptor 165 	16	1	0	0	1	1	mmu-miR-142b				-0.14	-0.14	< 0.1
Tmigd1	ENSMUST00000102495.2	transmembrane and immunoglobulin domain containing 1 	1150	1	0	0	1	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Tldc2	ENSMUST00000099140.2	TBC/LysM associated domain containing 2 	22	1	0	1	0	1	mmu-miR-142b				-0.14	-0.18	< 0.1
Ago3	ENSMUST00000069097.7	argonaute RISC catalytic subunit 3 	292	2	0	1	1	1	mmu-miR-142b				-0.14	-0.17	< 0.1
Sobp	ENSMUST00000040275.8	sine oculis-binding protein homolog (Drosophila) 	180	2	0	2	0	0	mmu-miR-142b				-0.14	-0.15	< 0.1
Arl1	ENSMUST00000116234.3	ADP-ribosylation factor-like 1 	497	1	0	0	1	0	mmu-miR-142b				-0.14	-0.17	< 0.1
Gfral	ENSMUST00000074880.5	GDNF family receptor alpha like 	5	1	0	0	1	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Cyld	ENSMUST00000043526.9	cylindromatosis (turban tumor syndrome) 	788	2	0	1	1	0	mmu-miR-142b				-0.14	-0.18	< 0.1
Rpf2	ENSMUST00000045114.7	ribosome production factor 2 homolog (S. cerevisiae) 	1107	2	0	1	1	1	mmu-miR-142b				-0.14	-0.27	< 0.1
Cd34	ENSMUST00000110815.3	CD34 antigen 	1880	1	1	0	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Pura	ENSMUST00000051301.3	purine rich element binding protein A 	652	2	0	2	0	3	mmu-miR-142b				-0.14	-0.27	< 0.1
Hook1	ENSMUST00000030306.8	hook homolog 1 (Drosophila) 	5138	2	1	1	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Pdha2	ENSMUST00000057860.2	pyruvate dehydrogenase E1 alpha 2 	5	1	0	1	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Mettl4	ENSMUST00000171284.1	methyltransferase like 4 	455	1	1	0	0	0	mmu-miR-142b				-0.14	-0.15	< 0.1
Lin7c	ENSMUST00000028583.7	lin-7 homolog C (C. elegans) 	1842	1	1	0	0	2	mmu-miR-142b				-0.14	-0.15	< 0.1
Csrnp3	ENSMUST00000122912.2	cysteine-serine-rich nuclear protein 3 	21	2	0	2	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
4933427D06Rik	ENSMUST00000168837.3	RIKEN cDNA 4933427D06 gene 	5	1	0	1	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Ndel1	ENSMUST00000018880.8	nuclear distribution gene E-like homolog 1 (A. nidulans) 	58	1	0	0	1	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Ythdc2	ENSMUST00000037763.7	YTH domain containing 2 	288	1	1	0	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Sh3tc2	ENSMUST00000051720.5	SH3 domain and tetratricopeptide repeats 2 	513	1	1	0	0	1	mmu-miR-142b				-0.14	-0.14	< 0.1
Pde3a	ENSMUST00000043259.8	phosphodiesterase 3A, cGMP inhibited 	654	2	0	2	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Rsrp1	ENSMUST00000078084.6	arginine/serine rich protein 1 	1519	1	1	0	0	0	mmu-miR-142b				-0.14	-0.42	< 0.1
Nup153	ENSMUST00000021803.9	nucleoporin 153 	627	1	1	0	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Mis18a	ENSMUST00000099554.4	MIS18 kinetochore protein homolog A (S. pombe) 	26	1	0	1	0	0	mmu-miR-142b				-0.14	-0.14	< 0.1
Cpne3	ENSMUST00000029885.4	copine III 	318	1	1	0	0	0	mmu-miR-142b				-0.14	-0.15	< 0.1
Lrat	ENSMUST00000029632.6	lecithin-retinol acyltransferase (phosphatidylcholine-retinol-O-acyltransferase) 	316	3	1	0	2	1	mmu-miR-142b				-0.13	-0.17	< 0.1
Anapc7	ENSMUST00000122010.2	anaphase promoting complex subunit 7 	3095	1	0	0	1	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Ece1	ENSMUST00000102518.4	endothelin converting enzyme 1 	2751	1	0	0	1	1	mmu-miR-142b				-0.13	-0.13	< 0.1
Hrh3	ENSMUST00000056480.4	histamine receptor H3 	5	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
BC067074	ENSMUST00000078163.8	cDNA sequence BC067074 	55	2	1	1	0	0	mmu-miR-142b				-0.13	-0.15	< 0.1
Cyb5r3	ENSMUST00000018186.10	cytochrome b5 reductase 3 	22851	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Msantd2	ENSMUST00000048604.6	Myb/SANT-like DNA-binding domain containing 2 	99	2	0	1	1	0	mmu-miR-142b				-0.13	-0.25	< 0.1
Zfp367	ENSMUST00000059817.5	zinc finger protein 367 	938	2	1	0	1	1	mmu-miR-142b				-0.13	-0.13	< 0.1
Dcaf17	ENSMUST00000154704.2	DDB1 and CUL4 associated factor 17 	208	2	0	1	1	0	mmu-miR-142b				-0.13	-0.19	< 0.1
Arsj	ENSMUST00000093976.2	arylsulfatase J 	11	1	0	1	0	0	mmu-miR-142b				-0.13	-0.32	< 0.1
Ptger4	ENSMUST00000047379.9	prostaglandin E receptor 4 (subtype EP4) 	56	1	0	0	1	0	mmu-miR-142b				-0.13	-0.17	< 0.1
Zfp942	ENSMUST00000091879.6	zinc finger protein 942 	512	1	0	0	1	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Tmem170	ENSMUST00000034431.1	transmembrane protein 170 	83	1	0	0	1	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Hnrnpa2b1	ENSMUST00000114459.2	heterogeneous nuclear ribonucleoprotein A2/B1 	1204	1	0	0	1	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Btg1	ENSMUST00000038377.7	B cell translocation gene 1, anti-proliferative 	77	1	0	0	1	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Ubtfl1	ENSMUST00000164441.1	upstream binding transcription factor, RNA polymerase I-like 1 	5	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Gm14698	ENSMUST00000096420.2	predicted gene 14698 	5	2	0	2	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Ppp2r5c	ENSMUST00000084985.4	protein phosphatase 2, regulatory subunit B', gamma 	2646	1	0	1	0	0	mmu-miR-142b				-0.13	-0.14	< 0.1
Ficd	ENSMUST00000065698.5	FIC domain containing 	223	1	0	1	0	0	mmu-miR-142b				-0.13	-0.16	< 0.1
Dach1	ENSMUST00000071533.7	dachshund 1 (Drosophila) 	304	2	0	1	1	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Srrm1	ENSMUST00000105861.2	serine/arginine repetitive matrix 1 	3611	1	1	0	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Fam196b	ENSMUST00000165963.2	family with sequence similarity 196, member B 	20	1	1	0	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Slc25a24	ENSMUST00000029477.6	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24 	1304	1	0	0	1	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Yes1	ENSMUST00000072311.7	Yamaguchi sarcoma viral (v-yes) oncogene homolog 1 	1118	1	1	0	0	2	mmu-miR-142b				-0.13	-0.25	< 0.1
Sele	ENSMUST00000027874.5	selectin, endothelial cell 	16	1	0	1	0	1	mmu-miR-142b				-0.13	-0.19	< 0.1
D1Ertd622e	ENSMUST00000053033.8	DNA segment, Chr 1, ERATO Doi 622, expressed 	911	7	2	2	3	7	mmu-miR-142b				-0.13	-2.27	< 0.1
Zfp619	ENSMUST00000108015.2	zinc finger protein 619 	26	2	0	1	1	3	mmu-miR-142b				-0.13	-0.32	< 0.1
Zkscan16	ENSMUST00000107554.1	zinc finger with KRAB and SCAN domains 16 	8	2	0	2	0	2	mmu-miR-142b				-0.13	-0.35	< 0.1
Ino80c	ENSMUST00000055012.6	INO80 complex subunit C 	285	1	1	0	0	0	mmu-miR-142b				-0.13	-0.23	< 0.1
Slc25a15	ENSMUST00000033871.6	solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15 	8694	1	0	0	1	1	mmu-miR-142b				-0.13	-0.14	< 0.1
Rab40b	ENSMUST00000106107.2	Rab40B, member RAS oncogene family 	510	1	0	0	1	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Parp8	ENSMUST00000022239.6	poly (ADP-ribose) polymerase family, member 8 	323	3	1	1	1	1	mmu-miR-142b				-0.13	-0.19	< 0.1
Mlf2	ENSMUST00000032214.8	myeloid leukemia factor 2 	18	1	1	0	0	0	mmu-miR-142b				-0.13	-0.37	< 0.1
Mbtps2	ENSMUST00000058098.9	membrane-bound transcription factor peptidase, site 2 	1034	2	1	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Camk4	ENSMUST00000042868.4	calcium/calmodulin-dependent protein kinase IV 	12	3	1	1	1	1	mmu-miR-142b				-0.13	-0.20	< 0.1
Uba2	ENSMUST00000102746.5	ubiquitin-like modifier activating enzyme 2 	3921	1	0	0	1	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Nxph3	ENSMUST00000058866.7	neurexophilin 3 	43	1	0	0	1	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Rab27b	ENSMUST00000121693.2	RAB27B, member RAS oncogene family 	206	2	0	1	1	1	mmu-miR-142b				-0.13	-0.15	< 0.1
Taf7	ENSMUST00000066272.4	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor 	81	1	1	0	0	0	mmu-miR-142b				-0.13	-0.18	< 0.1
Rps9	ENSMUST00000108623.2	ribosomal protein S9 	25	1	0	1	0	2	mmu-miR-142b				-0.13	-0.13	< 0.1
Rgs14	ENSMUST00000063771.8	regulator of G-protein signaling 14 	32	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Omp	ENSMUST00000098281.2	olfactory marker protein 	13	1	1	0	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Zfp248	ENSMUST00000069292.8	zinc finger protein 248 	95	1	0	0	1	0	mmu-miR-142b				-0.13	-0.15	< 0.1
Rsbn1	ENSMUST00000106806.1	rosbin, round spermatid basic protein 1 	1150	3	1	2	0	1	mmu-miR-142b				-0.13	-0.14	< 0.1
Cybb	ENSMUST00000015484.4	cytochrome b-245, beta polypeptide 	653	2	1	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Lrrc14	ENSMUST00000127208.2	leucine rich repeat containing 14 	827	1	0	1	0	0	mmu-miR-142b				-0.13	-0.16	< 0.1
Cntnap5c	ENSMUST00000076038.5	contactin associated protein-like 5C 	0	3	2	1	0	1	mmu-miR-142b				-0.13	-0.13	< 0.1
Sostdc1	ENSMUST00000041407.5	sclerostin domain containing 1 	291	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Mtf2	ENSMUST00000081567.5	metal response element binding transcription factor 2 	544	2	0	0	2	2	mmu-miR-142b				-0.13	-0.19	< 0.1
Herc6	ENSMUST00000031817.8	hect domain and RLD 6 	69	2	0	2	0	0	mmu-miR-142b				-0.13	-0.18	< 0.1
Gsdmc	ENSMUST00000110125.3	gasdermin C 	5	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Gsdmc3	ENSMUST00000185526.1	gasdermin C3 	5	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
C1qtnf3	ENSMUST00000022853.9	C1q and tumor necrosis factor related protein 3 	197	1	1	0	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Col10a1	ENSMUST00000105511.1	collagen, type X, alpha 1 	14	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Tmem123	ENSMUST00000052865.10	transmembrane protein 123 	4268	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Gm4952	ENSMUST00000092931.6	predicted gene 4952 	251	2	1	1	0	0	mmu-miR-142b				-0.13	-0.39	< 0.1
Ifih1	ENSMUST00000028259.6	interferon induced with helicase C domain 1 	218	1	0	0	1	2	mmu-miR-142b				-0.13	-0.16	< 0.1
Cd38	ENSMUST00000030964.4	CD38 antigen 	532	1	1	0	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Ppp2r5a	ENSMUST00000067976.3	protein phosphatase 2, regulatory subunit B', alpha 	2085	1	0	0	1	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Mcemp1	ENSMUST00000014118.2	mast cell expressed membrane protein 1 	241	3	0	3	0	0	mmu-miR-142b				-0.13	-0.14	< 0.1
Cep97	ENSMUST00000023270.8	centrosomal protein 97 	262	2	0	1	1	3	mmu-miR-142b				-0.13	-0.14	< 0.1
Mfsd7b	ENSMUST00000085635.4	major facilitator superfamily domain containing 7B 	550	1	0	1	0	1	mmu-miR-142b				-0.13	-0.14	< 0.1
Klhl33	ENSMUST00000164415.1	kelch-like 33 	153	1	1	0	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Ranbp6	ENSMUST00000099525.3	RAN binding protein 6 	186	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
4921528I07Rik	ENSMUST00000072612.5	RIKEN cDNA 4921528I07 gene 	5	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Styx	ENSMUST00000111835.2	serine/threonine/tyrosine interaction protein 	127	2	0	2	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Cyp4f40	ENSMUST00000165061.1	cytochrome P450, family 4, subfamily f, polypeptide 40 	5	1	0	0	1	0	mmu-miR-142b				-0.13	-0.13	< 0.1
March7	ENSMUST00000102748.5	membrane-associated ring finger (C3HC4) 7 	4024	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Pcid2	ENSMUST00000164416.2	PCI domain containing 2 	235	1	1	0	0	1	mmu-miR-142b				-0.13	-0.13	< 0.1
Gm8975	ENSMUST00000156818.1	predicted gene 8975 	5	1	0	1	0	0	mmu-miR-142b				-0.13	-0.13	< 0.1
Srsf2	ENSMUST00000092404.7	serine/arginine-rich splicing factor 2 	17408	1	0	0	1	0	mmu-miR-142b				-0.13	-0.14	< 0.1
Themis	ENSMUST00000056097.5	thymocyte selection associated 	35	1	0	0	1	1	mmu-miR-142b				-0.13	-0.13	< 0.1
Tmed8	ENSMUST00000037418.5	transmembrane emp24 domain containing 8 	75	2	0	1	1	2	mmu-miR-142b				-0.13	-0.23	< 0.1
Fam160a2	ENSMUST00000179474.2	family with sequence similarity 160, member A2 	112	2	0	1	1	1	mmu-miR-142b				-0.13	-0.22	< 0.1
Exoc5	ENSMUST00000162175.2	exocyst complex component 5 	687	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Kazn	ENSMUST00000036476.4	kazrin, periplakin interacting protein 	139	2	1	1	0	1	mmu-miR-142b				-0.12	-0.38	< 0.1
Stim2	ENSMUST00000117661.3	stromal interaction molecule 2 	762	1	0	1	0	1	mmu-miR-142b				-0.12	-0.13	< 0.1
Gimap8	ENSMUST00000078223.3	GTPase, IMAP family member 8 	37	1	0	0	1	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Gm4894	ENSMUST00000067007.7	predicted gene 4894 	0	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Fam159b	ENSMUST00000043061.4	family with sequence similarity 159, member B 	5	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
A930002H24Rik	ENSMUST00000050753.3	RIKEN cDNA A930002H24 gene 	30	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Ccna2	ENSMUST00000029270.4	cyclin A2 	3137	1	1	0	0	1	mmu-miR-142b				-0.12	-0.24	< 0.1
Dnm1l	ENSMUST00000023477.8	dynamin 1-like 	5344	1	0	0	1	1	mmu-miR-142b				-0.12	-0.13	< 0.1
BC068281	ENSMUST00000085793.2	cDNA sequence BC068281 	107	1	1	0	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Kcng3	ENSMUST00000051482.1	potassium voltage-gated channel, subfamily G, member 3 	28	3	1	2	0	3	mmu-miR-142b				-0.12	-0.21	< 0.1
Il17d	ENSMUST00000089494.4	interleukin 17D 	68	1	0	0	1	1	mmu-miR-142b				-0.12	-0.14	< 0.1
Gucy1a2	ENSMUST00000115733.1	guanylate cyclase 1, soluble, alpha 2 	95	3	0	1	2	3	mmu-miR-142b				-0.12	-0.15	< 0.1
Asph	ENSMUST00000108333.2	aspartate-beta-hydroxylase 	2019	1	0	1	0	1	mmu-miR-142b				-0.12	-0.12	< 0.1
Fem1a	ENSMUST00000060253.3	feminization 1 homolog a (C. elegans) 	2562	1	1	0	0	0	mmu-miR-142b				-0.12	-0.13	< 0.1
Cdh16	ENSMUST00000163783.2	cadherin 16 	4348	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
March8	ENSMUST00000079012.7	membrane-associated ring finger (C3HC4) 8 	1183	1	0	0	1	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Crebl2	ENSMUST00000046303.6	cAMP responsive element binding protein-like 2 	459	1	1	0	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Dus4l	ENSMUST00000020977.2	dihydrouridine synthase 4-like (S. cerevisiae) 	348	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Jak2	ENSMUST00000065796.4	Janus kinase 2 	609	1	0	1	0	0	mmu-miR-142b				-0.12	-0.15	< 0.1
Tpk1	ENSMUST00000067888.8	thiamine pyrophosphokinase 	834	1	0	0	1	1	mmu-miR-142b				-0.12	-0.12	< 0.1
Tcf12	ENSMUST00000183404.2	transcription factor 12 	197	2	0	1	1	0	mmu-miR-142b				-0.12	-0.12	< 0.1
H2-Q4	ENSMUST00000081435.4	histocompatibility 2, Q region locus 4 	38	2	0	0	2	0	mmu-miR-142b				-0.12	-0.15	< 0.1
Zfp827	ENSMUST00000119254.2	zinc finger protein 827 	119	4	1	3	0	0	mmu-miR-142b				-0.12	-0.13	< 0.1
Litaf	ENSMUST00000023143.8	LPS-induced TN factor 	2623	1	0	0	1	0	mmu-miR-142b				-0.12	-0.15	< 0.1
AI846148	ENSMUST00000025924.2	expressed sequence AI846148 	22	1	0	0	1	0	mmu-miR-142b				-0.12	-0.13	< 0.1
AA474408	ENSMUST00000098110.2	expressed sequence AA474408 	5	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Nmt1	ENSMUST00000021314.7	N-myristoyltransferase 1 	704	1	0	0	1	0	mmu-miR-142b				-0.12	-0.13	< 0.1
Cdc23	ENSMUST00000133181.1	CDC23 cell division cycle 23 	813	1	0	0	1	0	mmu-miR-142b				-0.12	-0.12	< 0.1
2610002M06Rik	ENSMUST00000120722.1	RIKEN cDNA 2610002M06 gene 	728	4	0	2	2	1	mmu-miR-142b				-0.12	-0.33	< 0.1
Dazap2	ENSMUST00000000356.8	DAZ associated protein 2 	13105	1	0	0	1	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Gtpbp3	ENSMUST00000007754.7	GTP binding protein 3 	316	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Zfp174	ENSMUST00000041778.7	zinc finger protein 174 	81	1	0	1	0	1	mmu-miR-142b				-0.12	-0.14	< 0.1
Mapkapk2	ENSMUST00000016672.5	MAP kinase-activated protein kinase 2 	503	1	1	0	0	0	mmu-miR-142b				-0.12	-0.15	< 0.1
Meox2	ENSMUST00000041183.6	mesenchyme homeobox 2 	16	1	0	1	0	0	mmu-miR-142b				-0.12	-0.15	< 0.1
Serpinb13	ENSMUST00000027564.2	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13 	5	1	0	0	1	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Herc1	ENSMUST00000042824.7	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1 	1249	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Zfp418	ENSMUST00000051435.7	zinc finger protein 418 	71	4	0	3	1	1	mmu-miR-142b				-0.12	-0.21	< 0.1
Fmnl2	ENSMUST00000049483.7	formin-like 2 	307	1	0	1	0	2	mmu-miR-142b				-0.12	-0.14	< 0.1
Bicc1	ENSMUST00000143791.2	bicaudal C homolog 1 (Drosophila) 	796	2	0	1	1	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Lclat1	ENSMUST00000067545.6	lysocardiolipin acyltransferase 1 	1861	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Lrp2bp	ENSMUST00000110381.3	Lrp2 binding protein 	63	1	0	0	1	0	mmu-miR-142b				-0.12	-0.13	< 0.1
Tardbp	ENSMUST00000084125.4	TAR DNA binding protein 	1933	2	2	0	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Ntng1	ENSMUST00000156177.3	netrin G1 	13	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Prrg1	ENSMUST00000114025.2	proline rich Gla (G-carboxyglutamic acid) 1 	403	1	0	1	0	1	mmu-miR-142b				-0.12	-0.12	< 0.1
Pias3	ENSMUST00000064900.10	protein inhibitor of activated STAT 3 	1262	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Pfn2	ENSMUST00000066882.8	profilin 2 	5124	1	0	0	1	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Vmn2r57	ENSMUST00000165029.1	vomeronasal 2, receptor 57 	36	2	0	1	1	0	mmu-miR-142b				-0.12	-0.18	< 0.1
Rnf20	ENSMUST00000029989.5	ring finger protein 20 	1943	4	0	3	1	1	mmu-miR-142b				-0.12	-0.21	< 0.1
D16Ertd472e	ENSMUST00000114220.2	DNA segment, Chr 16, ERATO Doi 472, expressed 	108	1	0	1	0	1	mmu-miR-142b				-0.12	-0.13	< 0.1
Asb15	ENSMUST00000117688.1	ankyrin repeat and SOCS box-containing 15 	109	1	0	1	0	2	mmu-miR-142b				-0.12	-0.15	< 0.1
Hltf	ENSMUST00000002502.6	helicase-like transcription factor 	93	2	0	2	0	1	mmu-miR-142b				-0.12	-0.12	< 0.1
Olfr372	ENSMUST00000093434.4	olfactory receptor 372 	5	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Mro	ENSMUST00000179472.2	maestro 	12	1	0	0	1	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Glrp1	ENSMUST00000067625.8	glutamine repeat protein 1 	7	1	0	0	1	1	mmu-miR-142b				-0.12	-0.12	< 0.1
Syde2	ENSMUST00000039517.6	synapse defective 1, Rho GTPase, homolog 2 (C. elegans) 	167	1	0	1	0	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Gja1	ENSMUST00000068581.7	gap junction protein, alpha 1 	1887	1	0	0	1	0	mmu-miR-142b				-0.12	-0.12	< 0.1
Usp46	ENSMUST00000119154.2	ubiquitin specific peptidase 46 	244	2	1	0	1	0	mmu-miR-142b				-0.12	-0.17	< 0.1
