Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Rae1	ENSMUST00000029013.4	RAE1 RNA export 1 homolog (S. pombe) 	49	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.11	< 0.1
Chrm5	ENSMUST00000099589.3	cholinergic receptor, muscarinic 5 	0	1	0	0	1	3	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Gm1979	ENSMUST00000168875.2	predicted gene 1979 	5	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Slc12a7	ENSMUST00000017900.7	solute carrier family 12, member 7 	2176	1	0	1	0	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Ankrd45	ENSMUST00000111608.2	ankyrin repeat domain 45 	57	1	0	0	1	1	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Rdh12	ENSMUST00000021548.6	retinol dehydrogenase 12 	6	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
6030445D17Rik	ENSMUST00000084593.2	RIKEN cDNA 6030445D17 gene 	18	1	0	0	1	2	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Vmn2r40	ENSMUST00000171942.3	vomeronasal 2, receptor 40 	5	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Gm10220	ENSMUST00000088236.3	predicted gene 10220 	5	1	0	0	1	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Anks1b	ENSMUST00000182356.2	ankyrin repeat and sterile alpha motif domain containing 1B 	94	1	1	0	0	2	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Cabp7	ENSMUST00000009219.2	calcium binding protein 7 	14	1	0	0	1	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Gulo	ENSMUST00000059970.7	gulonolactone (L-) oxidase 	286	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Mfsd4	ENSMUST00000112365.3	major facilitator superfamily domain containing 4 	23	1	0	1	0	1	mmu-miR-378a-5p				-0.08	-0.10	< 0.1
Pafah2	ENSMUST00000105870.2	platelet-activating factor acetylhydrolase 2 	111	1	1	0	0	1	mmu-miR-378a-5p				-0.08	-0.33	< 0.1
Smg6	ENSMUST00000045281.7	Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans) 	241	1	1	0	0	1	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Pphln1	ENSMUST00000049122.9	periphilin 1 	680	1	1	0	0	1	mmu-miR-378a-5p				-0.08	-0.12	< 0.1
Xirp1	ENSMUST00000111635.2	xin actin-binding repeat containing 1 	534	1	0	1	0	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Ppbp	ENSMUST00000031319.6	pro-platelet basic protein 	42	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Zfp516	ENSMUST00000171238.2	zinc finger protein 516 	333	2	0	1	1	2	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Klrb1c	ENSMUST00000167691.3	killer cell lectin-like receptor subfamily B member 1C 	9	1	0	1	0	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Apln	ENSMUST00000039026.7	apelin 	59	1	0	1	0	2	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Ttll6	ENSMUST00000167258.2	tubulin tyrosine ligase-like family, member 6 	15	4	1	1	2	1	mmu-miR-378a-5p				-0.08	-0.30	< 0.1
Trim34a	ENSMUST00000143414.1	tripartite motif-containing 34A 	34	2	0	1	1	2	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Wipf1	ENSMUST00000094681.5	WAS/WASL interacting protein family, member 1 	361	1	1	0	0	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
E030019B06Rik	ENSMUST00000093991.4	RIKEN cDNA E030019B06 gene 	30	3	1	2	0	3	mmu-miR-378a-5p				-0.08	-0.19	< 0.1
Zfp316	ENSMUST00000161448.2	zinc finger protein 316 	38	2	0	2	0	1	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Rai14	ENSMUST00000090339.4	retinoic acid induced 14 	432	2	0	1	1	0	mmu-miR-378a-5p				-0.08	-0.10	< 0.1
Nfix	ENSMUST00000076715.7	nuclear factor I/X 	291	1	0	1	0	1	mmu-miR-378a-5p				-0.08	-0.11	< 0.1
Mrpl10	ENSMUST00000001485.4	mitochondrial ribosomal protein L10 	571	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.12	< 0.1
Lypd6	ENSMUST00000112712.4	LY6/PLAUR domain containing 6 	124	1	0	0	1	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Tspan32	ENSMUST00000075172.6	tetraspanin 32 	37	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Gm14305	ENSMUST00000108981.3	predicted gene 14305 	0	2	1	0	1	10	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Gpr35	ENSMUST00000169198.2	G protein-coupled receptor 35 	23	1	0	1	0	3	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Grem2	ENSMUST00000055294.3	gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis) 	231	1	0	0	1	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Coro2b	ENSMUST00000048043.6	coronin, actin binding protein, 2B 	88	1	0	1	0	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Tmem233	ENSMUST00000111997.1	transmembrane protein 233 	3533	1	0	0	1	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Myo18a	ENSMUST00000108375.3	myosin XVIIIA 	2564	1	0	1	0	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Chrm2	ENSMUST00000172278.2	cholinergic receptor, muscarinic 2, cardiac 	123	1	1	0	0	1	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Ffar1	ENSMUST00000052700.4	free fatty acid receptor 1 	5	1	1	0	0	1	mmu-miR-378a-5p				-0.08	-0.34	< 0.1
Patz1	ENSMUST00000134089.2	POZ (BTB) and AT hook containing zinc finger 1 	316	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.10	< 0.1
Brd4	ENSMUST00000114475.3	bromodomain containing 4 	572	2	0	1	1	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Eme2	ENSMUST00000119848.2	essential meiotic endonuclease 1 homolog 2 (S. pombe) 	350	3	1	1	1	0	mmu-miR-378a-5p				-0.08	-0.20	< 0.1
Sync	ENSMUST00000102599.3	syncoilin 	544	1	0	1	0	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Gnao1	ENSMUST00000125716.2	guanine nucleotide binding protein, alpha O 	157	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Synj1	ENSMUST00000170853.2	synaptojanin 1 	641	1	1	0	0	0	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Fam168b	ENSMUST00000167518.2	family with sequence similarity 168, member B 	808	1	0	0	1	2	mmu-miR-378a-5p				-0.08	-0.10	< 0.1
Ston2	ENSMUST00000052969.8	stonin 2 	154	4	1	2	1	3	mmu-miR-378a-5p				-0.08	-0.31	< 0.1
Crhr1	ENSMUST00000093925.4	corticotropin releasing hormone receptor 1 	5	1	0	1	0	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Ahr	ENSMUST00000116436.3	aryl-hydrocarbon receptor 	376	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Mxd4	ENSMUST00000042701.7	Max dimerization protein 4 	2773	1	0	1	0	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Rptn	ENSMUST00000045912.2	repetin 	10	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Htr7	ENSMUST00000166074.1	5-hydroxytryptamine (serotonin) receptor 7 	21	2	0	0	2	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Rab11fip4	ENSMUST00000017783.7	RAB11 family interacting protein 4 (class II) 	123	2	0	1	1	2	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Park2	ENSMUST00000191124.1	Parkinson disease (autosomal recessive, juvenile) 2, parkin 	205	1	0	1	0	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Rasef	ENSMUST00000058292.7	RAS and EF hand domain containing 	237	2	1	0	1	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
2810408A11Rik	ENSMUST00000102580.4	RIKEN cDNA 2810408A11 gene 	19	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.27	< 0.1
Dpep2	ENSMUST00000117555.2	dipeptidase 2 	12	1	1	0	0	1	mmu-miR-378a-5p				-0.08	-0.13	< 0.1
Hook3	ENSMUST00000037182.8	hook homolog 3 (Drosophila) 	1176	2	0	1	1	2	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Klrc3	ENSMUST00000170148.2	killer cell lectin-like receptor subfamily C, member 3 	17	2	0	0	2	1	mmu-miR-378a-5p				-0.08	-0.11	< 0.1
Sla2	ENSMUST00000029164.3	Src-like-adaptor 2 	15	1	0	1	0	2	mmu-miR-378a-5p				-0.08	-0.11	< 0.1
Cacna2d4	ENSMUST00000037434.7	calcium channel, voltage-dependent, alpha 2/delta subunit 4 	27	4	0	1	3	0	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Ube2z	ENSMUST00000100528.4	ubiquitin-conjugating enzyme E2Z (putative) 	4100	3	3	0	0	0	mmu-miR-378a-5p				-0.08	-0.48	< 0.1
Naa60	ENSMUST00000186375.1	N(alpha)-acetyltransferase 60, NatF catalytic subunit 	1502	1	0	0	1	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Npc1	ENSMUST00000025279.5	Niemann-Pick type C1 	96	2	0	0	2	0	mmu-miR-378a-5p				-0.08	-0.10	< 0.1
Ghitm	ENSMUST00000042564.10	growth hormone inducible transmembrane protein 	6265	2	0	1	1	1	mmu-miR-378a-5p				-0.08	-0.17	< 0.1
Hiatl1	ENSMUST00000155487.2	hippocampus abundant transcript-like 1 	954	2	0	0	2	0	mmu-miR-378a-5p				-0.08	-0.11	< 0.1
Ikzf1	ENSMUST00000076700.5	IKAROS family zinc finger 1 	174	2	0	1	1	1	mmu-miR-378a-5p				-0.08	-0.13	< 0.1
Zfp354b	ENSMUST00000109124.4	zinc finger protein 354B 	25	1	0	1	0	1	mmu-miR-378a-5p				-0.08	-0.18	< 0.1
1810043G02Rik	ENSMUST00000105397.4	RIKEN cDNA 1810043G02 gene 	365	1	0	1	0	2	mmu-miR-378a-5p				-0.08	-0.24	< 0.1
Slc25a29	ENSMUST00000021693.3	solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29 	35	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Chrnb2	ENSMUST00000029562.3	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal) 	19	1	0	1	0	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
St14	ENSMUST00000034478.2	suppression of tumorigenicity 14 (colon carcinoma) 	62	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Lpar4	ENSMUST00000060576.7	lysophosphatidic acid receptor 4 	475	1	0	1	0	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Bbc3	ENSMUST00000002152.7	BCL2 binding component 3 	1965	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Cbr1	ENSMUST00000039659.8	carbonyl reductase 1 	9	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.14	< 0.1
Tomt	ENSMUST00000106969.2	transmembrane O-methyltransferase 	11	2	0	0	2	0	mmu-miR-378a-5p				-0.08	-0.15	< 0.1
Klf10	ENSMUST00000074043.5	Kruppel-like factor 10 	612	2	0	1	1	3	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Trak1	ENSMUST00000045903.6	trafficking protein, kinesin binding 1 	668	1	0	1	0	0	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Ccdc88a	ENSMUST00000040182.7	coiled coil domain containing 88A 	178	1	1	0	0	0	mmu-miR-378a-5p				-0.08	-0.14	< 0.1
Dido1	ENSMUST00000087517.4	death inducer-obliterator 1 	280	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Klhdc8a	ENSMUST00000046071.4	kelch domain containing 8A 	337	1	0	0	1	1	mmu-miR-378a-5p				-0.08	-0.13	< 0.1
Slc7a1	ENSMUST00000048116.9	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 	254	2	2	0	0	1	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Ptges	ENSMUST00000102852.4	prostaglandin E synthase 	161	2	0	1	1	0	mmu-miR-378a-5p				-0.08	-0.17	< 0.1
Sobp	ENSMUST00000040275.8	sine oculis-binding protein homolog (Drosophila) 	180	1	1	0	0	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Gm9913	ENSMUST00000066157.1	predicted gene 9913 	9	1	0	1	0	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Phldb3	ENSMUST00000073325.5	pleckstrin homology-like domain, family B, member 3 	24	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Map6	ENSMUST00000107100.2	microtubule-associated protein 6 	2658	1	0	1	0	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Ubl4	ENSMUST00000155676.2	ubiquitin-like 4 	3122	1	0	0	1	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Stk40	ENSMUST00000094761.5	serine/threonine kinase 40 	5050	1	0	1	0	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Tnfsf18	ENSMUST00000086084.1	tumor necrosis factor (ligand) superfamily, member 18 	8	1	0	0	1	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Dennd1a	ENSMUST00000102787.4	DENN/MADD domain containing 1A 	426	1	0	1	0	0	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Churc1	ENSMUST00000110399.2	churchill domain containing 1 	21	2	1	1	0	0	mmu-miR-378a-5p				-0.08	-0.41	< 0.1
Fam46c	ENSMUST00000061455.8	family with sequence similarity 46, member C 	70	1	1	0	0	2	mmu-miR-378a-5p				-0.08	-0.11	< 0.1
Sult1b1	ENSMUST00000031199.5	sulfotransferase family 1B, member 1 	38	2	0	0	2	0	mmu-miR-378a-5p				-0.08	-0.14	< 0.1
Trpm2	ENSMUST00000105401.3	transient receptor potential cation channel, subfamily M, member 2 	40	1	0	0	1	1	mmu-miR-378a-5p				-0.08	-0.10	< 0.1
Hgf	ENSMUST00000030683.3	hepatocyte growth factor 	183	1	0	0	1	1	mmu-miR-378a-5p				-0.08	-0.08	< 0.1
Yipf2	ENSMUST00000034700.8	Yip1 domain family, member 2 	100	1	0	1	0	2	mmu-miR-378a-5p				-0.08	-0.09	< 0.1
Gm14419	ENSMUST00000126358.2	predicted gene 14419 	0	2	1	0	1	11	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Galnt11	ENSMUST00000045737.8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 	10074	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Esrp1	ENSMUST00000108311.3	epithelial splicing regulatory protein 1 	343	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Sirt1	ENSMUST00000120239.2	sirtuin 1 	909	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Syt2	ENSMUST00000121990.1	synaptotagmin II 	5	2	0	2	0	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Mfsd7b	ENSMUST00000085635.4	major facilitator superfamily domain containing 7B 	550	3	0	1	2	7	mmu-miR-378a-5p				-0.07	-0.16	< 0.1
Zfyve20	ENSMUST00000014694.8	zinc finger, FYVE domain containing 20 	111	2	0	1	1	1	mmu-miR-378a-5p				-0.07	-0.09	< 0.1
Caprin1	ENSMUST00000028607.7	cell cycle associated protein 1 	733	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Mysm1	ENSMUST00000075872.3	myb-like, SWIRM and MPN domains 1 	381	3	0	1	2	2	mmu-miR-378a-5p				-0.07	-0.09	< 0.1
Capn2	ENSMUST00000068505.8	calpain 2 	2987	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Erbb3	ENSMUST00000082059.6	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian) 	697	2	0	0	2	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Rufy2	ENSMUST00000119567.2	RUN and FYVE domain-containing 2 	362	3	1	1	1	2	mmu-miR-378a-5p				-0.07	-0.23	< 0.1
Ndufaf4	ENSMUST00000029925.4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4 	688	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.09	< 0.1
Ttpa	ENSMUST00000117632.2	tocopherol (alpha) transfer protein 	3601	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Wasf2	ENSMUST00000084241.6	WAS protein family, member 2 	4077	3	0	2	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Rassf2	ENSMUST00000028814.9	Ras association (RalGDS/AF-6) domain family member 2 	52	1	1	0	0	0	mmu-miR-378a-5p				-0.07	-0.08	< 0.1
Mlxip	ENSMUST00000068237.6	MLX interacting protein 	256	1	1	0	0	0	mmu-miR-378a-5p				-0.07	-0.08	< 0.1
Slc25a25	ENSMUST00000052119.8	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25 	168	1	0	1	0	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Foxr2	ENSMUST00000096265.4	forkhead box R2 	7	1	0	1	0	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Hps1	ENSMUST00000162004.2	Hermansky-Pudlak syndrome 1 homolog (human) 	55	1	0	1	0	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Slc1a5	ENSMUST00000108496.3	solute carrier family 1 (neutral amino acid transporter), member 5 	4529	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Gm10471	ENSMUST00000094946.4	predicted gene 10471 	5	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
1700049G17Rik	ENSMUST00000098639.3	RIKEN cDNA 1700049G17 gene 	72	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Olfml2b	ENSMUST00000046792.8	olfactomedin-like 2B 	36	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Thsd7a	ENSMUST00000046121.7	thrombospondin, type I, domain containing 7A 	91	1	0	1	0	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
C130074G19Rik	ENSMUST00000048308.5	RIKEN cDNA C130074G19 gene 	1411	1	0	1	0	0	mmu-miR-378a-5p				-0.07	-0.08	< 0.1
Pigh	ENSMUST00000072154.7	phosphatidylinositol glycan anchor biosynthesis, class H 	115	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.10	< 0.1
Rab6b	ENSMUST00000035155.7	RAB6B, member RAS oncogene family 	192	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.09	< 0.1
Adat3	ENSMUST00000178231.1	adenosine deaminase, tRNA-specific 3 	3472	1	0	1	0	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Cdk14	ENSMUST00000115451.2	cyclin-dependent kinase 14 	1436	1	0	1	0	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Slc36a4	ENSMUST00000115588.2	solute carrier family 36 (proton/amino acid symporter), member 4 	610	1	0	1	0	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Abhd16b	ENSMUST00000069649.8	abhydrolase domain containing 16B 	31	2	0	1	1	0	mmu-miR-378a-5p				-0.07	-0.09	< 0.1
Sema6c	ENSMUST00000090823.2	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C 	313	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.08	< 0.1
Mtus2	ENSMUST00000071878.6	microtubule associated tumor suppressor candidate 2 	608	2	0	1	1	0	mmu-miR-378a-5p				-0.07	-0.09	< 0.1
Armc8	ENSMUST00000035043.6	armadillo repeat containing 8 	825	1	0	1	0	0	mmu-miR-378a-5p				-0.07	-0.08	< 0.1
Tgm3	ENSMUST00000110299.2	transglutaminase 3, E polypeptide 	7	2	0	0	2	1	mmu-miR-378a-5p				-0.07	-0.10	< 0.1
Nr2e1	ENSMUST00000019938.5	nuclear receptor subfamily 2, group E, member 1 	5	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Cited2	ENSMUST00000038107.7	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 	1322	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.12	< 0.1
1700034I23Rik	ENSMUST00000099123.4	RIKEN cDNA 1700034I23 gene 	5	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Mfap1a	ENSMUST00000089926.5	microfibrillar-associated protein 1A 	286	1	0	0	1	3	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Csnk1g1	ENSMUST00000034949.4	casein kinase 1, gamma 1 	405	1	0	1	0	3	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Ldlrad1	ENSMUST00000094916.4	low density lipoprotein receptor class A domain containing 1 	201	1	0	1	0	1	mmu-miR-378a-5p				-0.07	-0.15	< 0.1
SEMA6C	ENSMUST00000168321.2	Semaphorin-6C  	313	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.08	< 0.1
Tusc5	ENSMUST00000062024.2	tumor suppressor candidate 5 	870	1	0	1	0	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Ddx17	ENSMUST00000054014.7	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17 	9822	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Serpina1f	ENSMUST00000117053.2	serine (or cysteine) peptidase inhibitor, clade A, member 1F 	20	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.14	< 0.1
Tmcc3	ENSMUST00000065060.6	transmembrane and coiled coil domains 3 	1296	4	0	1	3	0	mmu-miR-378a-5p				-0.07	-0.12	< 0.1
Dennd5b	ENSMUST00000111557.2	DENN/MADD domain containing 5B 	493	2	1	0	1	3	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Coch	ENSMUST00000164782.3	coagulation factor C homolog (Limulus polyphemus) 	171	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Erich2	ENSMUST00000100041.3	glutamate rich 2 	84	4	1	1	2	1	mmu-miR-378a-5p				-0.07	-0.37	< 0.1
Efna5	ENSMUST00000076840.6	ephrin A5 	184	1	0	1	0	2	mmu-miR-378a-5p				-0.07	-0.08	< 0.1
5031410I06Rik	ENSMUST00000063524.2	RIKEN cDNA 5031410I06 gene 	5	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Stac2	ENSMUST00000017544.3	SH3 and cysteine rich domain 2 	5	3	0	1	2	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Stpg2	ENSMUST00000062306.6	sperm tail PG rich repeat containing 2 	5	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Nr1i2	ENSMUST00000023504.4	nuclear receptor subfamily 1, group I, member 2 	91	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Hrh3	ENSMUST00000056480.4	histamine receptor H3 	5	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Gm7347	ENSMUST00000095004.3	predicted gene 7347 	5	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Cacnb2	ENSMUST00000114723.3	calcium channel, voltage-dependent, beta 2 subunit 	340	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Gm21698	ENSMUST00000191203.1	predicted gene, 21698 	5	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Chordc1	ENSMUST00000001825.7	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1 	1645	1	0	1	0	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Zfp365	ENSMUST00000064656.7	zinc finger protein 365 	48	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Rfc5	ENSMUST00000086461.7	replication factor C (activator 1) 5 	359	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Frrs1l	ENSMUST00000053681.5	ferric-chelate reductase 1 like 	11	1	0	0	1	2	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Paqr9	ENSMUST00000079597.6	progestin and adipoQ receptor family member IX 	1329	2	0	1	1	3	mmu-miR-378a-5p				-0.07	-0.13	< 0.1
Chchd5	ENSMUST00000035481.4	coiled-coil-helix-coiled-coil-helix domain containing 5 	1173	1	0	0	1	4	mmu-miR-378a-5p				-0.07	-0.14	< 0.1
Vopp1	ENSMUST00000114297.2	vesicular, overexpressed in cancer, prosurvival protein 1 	18	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.08	< 0.1
Nkapl	ENSMUST00000068235.5	NFKB activating protein-like 	39	1	0	1	0	0	mmu-miR-378a-5p				-0.07	-0.09	< 0.1
1700037C18Rik	ENSMUST00000115859.2	RIKEN cDNA 1700037C18 gene 	17	1	0	1	0	2	mmu-miR-378a-5p				-0.07	-0.21	< 0.1
Setd3	ENSMUST00000071095.8	SET domain containing 3 	120	1	0	1	0	0	mmu-miR-378a-5p				-0.07	-0.09	< 0.1
Ift52	ENSMUST00000018002.7	intraflagellar transport 52 	1262	1	0	0	1	2	mmu-miR-378a-5p				-0.07	-0.21	< 0.1
Dstyk	ENSMUST00000045110.8	dual serine/threonine and tyrosine protein kinase 	355	3	0	1	2	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Gm5150	ENSMUST00000108347.2	predicted gene 5150 	19	1	0	0	1	2	mmu-miR-378a-5p				-0.07	-0.10	< 0.1
Nipsnap3b	ENSMUST00000015391.4	nipsnap homolog 3B (C. elegans) 	3079	2	0	0	2	0	mmu-miR-378a-5p				-0.07	-0.08	< 0.1
Mxd1	ENSMUST00000001184.7	MAX dimerization protein 1 	98	2	0	1	1	1	mmu-miR-378a-5p				-0.07	-0.10	< 0.1
Sytl5	ENSMUST00000067529.3	synaptotagmin-like 5 	28	5	1	0	4	3	mmu-miR-378a-5p				-0.07	-0.08	< 0.1
Nqo2	ENSMUST00000021843.6	NAD(P)H dehydrogenase, quinone 2 	1603	2	0	0	2	1	mmu-miR-378a-5p				-0.07	-0.15	< 0.1
Gpr111	ENSMUST00000113614.2	G protein-coupled receptor 111 	5	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Idi1	ENSMUST00000169314.3	isopentenyl-diphosphate delta isomerase 	383	1	0	0	1	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Nap1l4	ENSMUST00000072727.5	nucleosome assembly protein 1-like 4 	16286	1	0	1	0	1	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
Zfp687	ENSMUST00000019482.2	zinc finger protein 687 	423	1	0	0	1	0	mmu-miR-378a-5p				-0.07	-0.07	< 0.1
