Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Nphp3	ENSMUST00000035167.9	nephronophthisis 3 (adolescent) 	192	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	0.0353	0.2313	1.0031	-0.52	-0.54	0.93	2005, '09, '11
Pde12	ENSMUST00000052932.9	phosphodiesterase 12 	1783	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p	0.0306	0.1903	0.6598	-0.52	-0.63	0.98	2007, '09, '11
Nhlrc3	ENSMUST00000056749.8	NHL repeat containing 3 	220	1	1	0	0	2	0	2	0	0	mmu-let-7i-5p	0.0824	0.4839	1.6806	-0.52	-0.58	0.96	2007
Tmem233	ENSMUST00000111997.1	transmembrane protein 233 	3533	1	0	0	1	1	0	1	0	0	mmu-let-7e-5p	0.0115	0.0801	0.4112	-0.52	-0.53	0.55	NULL
1700017B05Rik	ENSMUST00000034846.5	RIKEN cDNA 1700017B05 gene 	1064	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p	0.0168	0.1129	0.5118	-0.52	-0.61	0.93	2009, '11
Chp1	ENSMUST00000119172.1	calcineurin-like EF hand protein 1 	4235	1	0	1	0	1	0	1	0	0	mmu-miR-98-5p	0.0387	0.2539	1.0439	-0.52	-0.52	0.33	2007, '09, '11
Gm11149	ENSMUST00000068730.3	predicted gene 11149 	5	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0191	0.1255	0.5147	-0.52	-0.52	< 0.1	NULL
Ddx19b	ENSMUST00000040241.9	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b 	375	1	1	0	0	1	1	0	0	0	mmu-let-7d-5p	0.0543	0.3144	0.9144	-0.52	-0.69	0.98	2005, '07, '09, '11
Pcgf3	ENSMUST00000046975.6	polycomb group ring finger 3 	636	1	1	0	0	2	0	1	1	2	mmu-let-7d-5p	0.0481	0.2871	1.0392	-0.52	-0.90	0.98	2005, '07, '09, '11
Onecut3	ENSMUST00000051773.8	one cut domain, family member 3 	5	2	1	0	1	0	0	0	0	0	mmu-let-7d-5p	0.0248	0.1693	0.8074	-0.51	-0.51	> 0.99	2009, '11
Dnase1l2	ENSMUST00000088506.6	deoxyribonuclease 1-like 2 	18	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0547	0.2996	0.7597	-0.51	-0.51	0.46	2005, '07, '09, '11
Wdr37	ENSMUST00000054251.7	WD repeat domain 37 	1051	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	0.0456	0.2776	0.9965	-0.51	-0.52	0.98	2005, '07, '11
Il10	ENSMUST00000016673.5	interleukin 10 	10	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p	0.0186	0.1290	0.6583	-0.51	-0.51	0.93	2005, '07, '09, '11
Pappa	ENSMUST00000084501.3	pregnancy-associated plasma protein A 	33	3	1	1	1	0	0	0	0	0	mmu-miR-98-5p	0.0947	0.5756	2.2339	-0.50	-0.60	> 0.99	2005, '07, '09, '11
Sowaha	ENSMUST00000104955.3	sosondowah ankyrin repeat domain family member A 	8	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0687	0.3643	0.9488	-0.50	-0.50	0.98	2007, '09, '11
Scn11a	ENSMUST00000070617.7	sodium channel, voltage-gated, type XI, alpha 	5	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0308	0.2008	0.8463	-0.50	-0.50	0.56	2005, '07, '09, '11
Gpr157	ENSMUST00000094451.3	G protein-coupled receptor 157 	190	1	0	1	0	1	1	0	0	0	mmu-let-7d-5p	0.0476	0.3100	1.2906	-0.50	-0.57	0.89	2009, '11
Gng5	ENSMUST00000118280.1	guanine nucleotide binding protein (G protein), gamma 5 	187	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	0.0545	0.2988	0.7589	-0.50	-0.50	0.95	2005, '07, '09, '11
Klf8	ENSMUST00000112574.3	Kruppel-like factor 8 	201	3	1	2	0	0	0	0	0	0	mmu-let-7f-5p	0.0726	0.4210	1.3038	-0.50	-0.81	0.96	2009, '11
Cpeb1	ENSMUST00000098331.4	cytoplasmic polyadenylation element binding protein 1 	361	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0288	0.1782	0.6009	-0.50	-0.52	0.97	2007
Ddi2	ENSMUST00000102484.4	DNA-damage inducible protein 2 	2606	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0620	0.3375	0.9143	-0.49	-0.49	0.98	NULL
Plekho1	ENSMUST00000015889.4	pleckstrin homology domain containing, family O member 1 	372	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	0.0186	0.1301	0.6911	-0.49	-0.50	0.89	2007, '09, '11
Nek3	ENSMUST00000033865.10	NIMA (never in mitosis gene a)-related expressed kinase 3 	7	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0253	0.1621	0.6156	-0.49	-0.49	0.16	2007, '09, '11
Mapk6	ENSMUST00000168937.2	mitogen-activated protein kinase 6 	3442	1	1	0	0	0	0	0	0	0	mmu-let-7b-5p	0.0649	0.3402	0.8088	-0.49	-0.49	0.97	2005, '07, '09, '11
Zfp583	ENSMUST00000062765.8	zinc finger protein 583 	18	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0263	0.1651	0.6011	-0.49	-0.63	0.92	2009, '11
E2f6	ENSMUST00000020908.7	E2F transcription factor 6 	97	1	1	0	0	0	0	0	0	2	mmu-let-7d-5p	0.0393	0.2499	0.9768	-0.49	-0.49	0.88	2005, '07, '09, '11
Naa30	ENSMUST00000037362.5	N(alpha)-acetyltransferase 30, NatC catalytic subunit 	980	2	0	1	1	1	0	0	1	0	mmu-let-7d-5p	0.0137	0.0935	0.4511	-0.49	-0.72	> 0.99	2007, '09, '11
Slc5a9	ENSMUST00000102721.2	solute carrier family 5 (sodium/glucose cotransporter), member 9 	36	1	1	0	0	1	0	1	0	4	mmu-let-7d-5p	0.0342	0.2132	0.7739	-0.49	-0.57	0.82	2005, '07, '09, '11
Ddx19a	ENSMUST00000040416.7	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19a 	387	1	1	0	0	0	0	0	0	3	mmu-let-7d-5p	0.0427	0.2538	0.8063	-0.49	-0.55	0.98	2005, '07, '09, '11
Hmga1	ENSMUST00000117600.2	high mobility group AT-hook 1 	8	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p	0.0678	0.3495	0.7988	-0.49	-0.49	0.86	2005, '07, '09, '11
Gipc1	ENSMUST00000019577.8	GIPC PDZ domain containing family, member 1 	56	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	0.0262	0.1651	0.5851	-0.48	-0.53	0.95	2005, '07, '09, '11
Styk1	ENSMUST00000049150.2	serine/threonine/tyrosine kinase 1 	28	1	1	0	0	1	0	1	0	0	mmu-miR-98-5p	0.0343	0.2249	0.9086	-0.48	-0.58	< 0.1	2005, '07, '09, '11
Rdx	ENSMUST00000163153.2	radixin 	9130	1	1	0	0	0	0	0	0	0	mmu-let-7g-5p	0.1239	0.5105	0.8841	-0.48	-0.48	0.98	2005, '07, '09, '11
Casp3	ENSMUST00000093517.5	caspase 3 	2184	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0248	0.1590	0.6040	-0.48	-0.48	0.97	2005, '07, '09, '11
Klhdc8b	ENSMUST00000035232.7	kelch domain containing 8B 	53	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0345	0.2070	0.6437	-0.48	-0.52	0.91	2009, '11
Cep135	ENSMUST00000121979.2	centrosomal protein 135 	275	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	0.0600	0.3207	0.7813	-0.48	-0.48	0.95	2007, '09, '11
Best2	ENSMUST00000059072.4	bestrophin 2 	5	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0163	0.1123	0.5671	-0.48	-0.48	< 0.1	2007, '11
Nras	ENSMUST00000029445.7	neuroblastoma ras oncogene 	1567	2	0	1	1	0	0	0	0	1	mmu-let-7f-5p	0.0317	0.2039	0.8143	-0.47	-0.58	> 0.99	2005, '07, '09, '11
Nme6	ENSMUST00000119376.2	NME/NM23 nucleoside diphosphate kinase 6 	729	1	0	1	0	1	0	1	0	0	mmu-let-7b-5p	0.0224	0.1447	0.5544	-0.47	-0.64	0.93	2005, '07, '09, '11
Ndst2	ENSMUST00000047490.5	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2 	22	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0345	0.2123	0.7300	-0.47	-0.47	0.70	2005, '07, '09, '11
Stk40	ENSMUST00000094761.5	serine/threonine kinase 40 	5050	1	0	1	0	1	0	1	0	0	mmu-let-7a-5p	0.0521	0.3148	1.1430	-0.47	-0.47	0.95	2005, '07, '09, '11
Ero1l	ENSMUST00000022378.7	ERO1-like (S. cerevisiae) 	259	2	0	1	1	0	0	0	0	0	mmu-let-7d-5p	0.0800	0.4162	1.0984	-0.47	-0.55	0.96	2009, '11
Cpa4	ENSMUST00000049251.5	carboxypeptidase A4 	5	1	1	0	0	0	0	0	0	2	mmu-let-7d-5p	0.0261	0.1842	1.0255	-0.47	-0.47	0.94	2005, '07, '09, '11
Pbx2	ENSMUST00000038149.7	pre B cell leukemia homeobox 2 	828	2	0	1	1	0	0	0	0	0	mmu-let-7a-5p	0.0373	0.2392	0.9018	-0.47	-0.60	> 0.99	2005, '07, '09, '11
Arhgef38	ENSMUST00000147041.4	Rho guanine nucleotide exchange factor (GEF) 38 	88	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0412	0.2463	0.7938	-0.47	-0.47	0.93	NULL
Ccdc71l	ENSMUST00000172332.3	coiled-coil domain containing 71 like 	436	1	1	0	0	1	0	0	1	1	mmu-let-7d-5p	0.0158	0.1060	0.4722	-0.47	-0.60	0.97	2007, '11
0610030E20Rik	ENSMUST00000077783.3	RIKEN cDNA 0610030E20 gene 	1246	1	0	1	0	1	0	1	0	0	mmu-let-7c-5p	0.0342	0.2292	1.0295	-0.46	-0.52	0.81	2011
Nynrin	ENSMUST00000168479.1	NYN domain and retroviral integrase containing 	248	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	0.0368	0.2538	1.2963	-0.46	-0.46	0.96	2007, '11
Begain	ENSMUST00000073156.7	brain-enriched guanylate kinase-associated 	45	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0277	0.1744	0.6260	-0.46	-0.46	0.98	2007, '11
Cep120	ENSMUST00000049811.6	centrosomal protein 120 	231	1	0	1	0	1	0	1	0	0	mmu-miR-98-5p	0.0207	0.1420	0.6914	-0.46	-0.49	0.92	2007, '09, '11
Sec16b	ENSMUST00000086130.3	SEC16 homolog B (S. cerevisiae) 	833	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p	0.0648	0.4021	1.4260	-0.46	-0.46	0.16	2007, '09, '11
Aven	ENSMUST00000099588.3	apoptosis, caspase activation inhibitor 	1522	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	0.0255	0.1619	0.5869	-0.46	-0.49	0.78	2007, '09, '11
Rspo2	ENSMUST00000063492.6	R-spondin 2 homolog (Xenopus laevis) 	19	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	0.0663	0.3476	0.8412	-0.46	-0.46	0.91	2005, '07, '09, '11
Fam178a	ENSMUST00000096053.3	family with sequence similarity 178, member A 	683	2	0	2	0	0	0	0	0	0	mmu-miR-98-5p	0.0377	0.2527	1.1330	-0.46	-0.46	0.96	2009, '11
Snx16	ENSMUST00000099223.5	sorting nexin 16 	579	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	0.0507	0.2810	0.7294	-0.46	-0.47	0.96	2005, '07, '09, '11
Frmd4b	ENSMUST00000113355.3	FERM domain containing 4B 	135	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0520	0.2961	0.8699	-0.46	-0.46	0.88	2009, '11
Gxylt1	ENSMUST00000057896.4	glucoside xylosyltransferase 1 	1508	1	1	0	0	1	0	0	1	1	mmu-let-7d-5p	0.0529	0.3264	1.2573	-0.46	-0.47	0.98	2009, '11
Sfmbt1	ENSMUST00000054230.5	Scm-like with four mbt domains 1 	256	1	0	1	0	1	0	1	0	0	mmu-miR-98-5p	0.0689	0.4208	1.4458	-0.46	-0.57	0.95	2011
Col27a1	ENSMUST00000036300.7	collagen, type XXVII, alpha 1 	295	2	0	1	1	0	0	0	0	0	mmu-let-7d-5p	0.0400	0.2723	1.3021	-0.46	-0.46	0.99	2009, '11
Tbkbp1	ENSMUST00000066078.6	TBK1 binding protein 1 	225	1	1	0	0	1	1	0	0	1	mmu-let-7d-5p	0.0490	0.2882	0.9113	-0.45	-0.74	0.95	2007, '09, '11
Gnptab	ENSMUST00000020251.8	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits 	2815	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0373	0.2349	0.8929	-0.45	-0.45	0.98	2007, '09, '11
Limk2	ENSMUST00000110029.3	LIM motif-containing protein kinase 2 	559	2	0	2	0	1	1	0	0	0	mmu-miR-98-5p	0.0313	0.1985	0.7485	-0.45	-0.92	> 0.99	2005, '07, '09, '11
Agxt2	ENSMUST00000110542.2	alanine-glyoxylate aminotransferase 2 	2191	1	1	0	0	2	0	2	0	1	mmu-let-7d-5p	0.0424	0.2652	0.9470	-0.45	-0.85	< 0.1	2005, '07
Timm17b	ENSMUST00000033498.4	translocase of inner mitochondrial membrane 17b 	601	1	0	1	0	1	0	1	0	0	mmu-let-7f-5p	0.0288	0.1824	0.6566	-0.45	-0.68	0.95	2005, '07, '09, '11
Kcnk18	ENSMUST00000065204.6	potassium channel, subfamily K, member 18 	5	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p	0.0479	0.2974	1.0754	-0.45	-0.45	0.25	2009, '11
Spryd4	ENSMUST00000061995.8	SPRY domain containing 4 	430	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p	0.0241	0.1586	0.6762	-0.45	-0.49	0.74	2007, '09, '11
Riok3	ENSMUST00000025270.6	RIO kinase 3 	6510	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	0.0311	0.1945	0.6914	-0.45	-0.45	0.95	2005, '07, '09, '11
Usp38	ENSMUST00000042724.6	ubiquitin specific peptidase 38 	709	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	0.0583	0.3233	0.9341	-0.45	-0.48	0.94	2005, '07, '09, '11
Cpeb4	ENSMUST00000109412.3	cytoplasmic polyadenylation element binding protein 4 	4130	2	0	0	2	0	0	0	0	0	mmu-let-7d-5p	0.0340	0.2195	0.8817	-0.45	-0.45	0.99	2005, '07
Kctd21	ENSMUST00000054107.5	potassium channel tetramerisation domain containing 21 	138	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p	0.0349	0.2093	0.6543	-0.45	-0.67	0.95	2007, '09, '11
Clp1	ENSMUST00000165219.2	CLP1, cleavage and polyadenylation factor I subunit 	162	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p	0.0193	0.1304	0.6030	-0.45	-0.45	0.89	2007, '09, '11
Liph	ENSMUST00000074230.5	lipase, member H 	203	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0263	0.1664	0.6020	-0.45	-0.45	0.89	2005, '07, '09, '11
Rdh10	ENSMUST00000027053.7	retinol dehydrogenase 10 (all-trans) 	2115	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	0.0349	0.2128	0.7132	-0.45	-0.47	0.96	2005, '07, '09, '11
B930041F14Rik	ENSMUST00000099265.2	RIKEN cDNA B930041F14 gene 	38	1	0	1	0	1	0	1	0	0	mmu-let-7i-5p	0.0339	0.2218	0.9515	-0.45	-0.45	0.36	2009, '11
Slc25a24	ENSMUST00000029477.6	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24 	1304	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	0.0510	0.2877	0.8009	-0.45	-0.45	0.90	2005, '07, '09, '11
Hoxc11	ENSMUST00000001701.3	homeobox C11 	30	1	0	1	0	0	0	0	0	1	mmu-let-7g-5p	0.0287	0.1848	0.7403	-0.45	-0.45	0.88	2005, '07
Ctdspl2	ENSMUST00000036647.7	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 	546	2	1	0	1	0	0	0	0	2	mmu-let-7d-5p	0.0254	0.1746	0.8960	-0.44	-0.59	0.86	2007, '09, '11
Rbm38	ENSMUST00000173393.2	RNA binding motif protein 38 	283	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0421	0.2455	0.7183	-0.44	-0.45	0.96	2007, '09, '11
Ankrd49	ENSMUST00000034406.3	ankyrin repeat domain 49 	215	1	1	0	0	1	1	0	0	0	mmu-let-7d-5p	0.0345	0.2237	0.9047	-0.44	-0.76	0.88	2007, '09, '11
Ppargc1b	ENSMUST00000075299.7	peroxisome proliferative activated receptor, gamma, coactivator 1 beta 	268	2	0	0	2	1	0	0	1	0	mmu-let-7d-5p	0.0181	0.1265	0.6748	-0.44	-0.45	> 0.99	2005, '07, '09, '11
Smarcad1	ENSMUST00000031984.6	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 	1486	2	0	2	0	0	0	0	0	0	mmu-let-7f-5p	0.0301	0.1908	0.7019	-0.44	-0.58	0.96	2005, '07, '09, '11
Ercc6	ENSMUST00000066807.6	excision repair cross-complementing rodent repair deficiency, complementation group 6 	156	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	0.0459	0.2722	0.8733	-0.44	-0.44	0.98	2005, '07, '09, '11
B3galt1	ENSMUST00000112346.2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 	244	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0402	0.2406	0.7729	-0.44	-0.44	0.79	2009, '11
Limd2	ENSMUST00000045923.4	LIM domain containing 2 	1423	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	0.0386	0.2352	0.7965	-0.44	-0.44	0.95	2007, '09, '11
Efhd2	ENSMUST00000036854.3	EF hand domain containing 2 	699	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	0.0388	0.2306	0.7326	-0.44	-0.51	0.93	2005, '07, '09, '11
Cbfa2t3	ENSMUST00000127984.2	core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human) 	162	1	0	1	0	1	0	1	0	2	mmu-let-7e-5p	0.0414	0.2847	1.4609	-0.44	-0.48	0.95	2005, '07, '09, '11
Serf2	ENSMUST00000139253.2	small EDRK-rich factor 2 	2428	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0299	0.1807	0.5832	-0.43	-0.56	0.48	2011
Abcb9	ENSMUST00000031354.5	ATP-binding cassette, sub-family B (MDR/TAP), member 9 	81	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p	0.0387	0.2312	0.7207	-0.43	-0.43	0.94	2005, '07, '09, '11
Tarbp2	ENSMUST00000023813.3	TAR (HIV) RNA binding protein 2 	5	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	0.0281	0.1807	0.7106	-0.43	-0.43	0.87	2005, '07, '09, '11
Samd12	ENSMUST00000078673.7	sterile alpha motif domain containing 12 	126	1	0	1	0	1	1	0	0	2	mmu-let-7b-5p	0.1036	0.6143	2.0312	-0.43	-0.47	0.93	NULL
Gas7	ENSMUST00000108682.3	growth arrest specific 7 	469	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p	0.0673	0.4068	1.3788	-0.43	-0.44	0.96	2005, '07, '09, '11
Hmbox1	ENSMUST00000022544.8	homeobox containing 1 	1109	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0290	0.1864	0.7386	-0.43	-0.43	0.91	NULL
Slc10a7	ENSMUST00000034111.8	solute carrier family 10 (sodium/bile acid cotransporter family), member 7 	233	1	0	1	0	2	0	0	2	0	mmu-let-7d-5p	0.0379	0.2328	0.8299	-0.43	-0.48	0.85	2007, '09, '11
Slc25a27	ENSMUST00000024705.4	solute carrier family 25, member 27 	49	1	0	1	0	1	0	0	1	0	mmu-let-7f-5p	0.0416	0.2436	0.7146	-0.43	-0.47	0.95	2005, '07, '09, '11
Myo1f	ENSMUST00000087605.6	myosin IF 	86	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	0.0511	0.3166	1.1197	-0.43	-0.43	0.87	2005, '07, '09, '11
Fbxo32	ENSMUST00000022986.6	F-box protein 32 	4268	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	0.0532	0.2935	0.7574	-0.43	-0.43	0.95	2009, '11
Abcc10	ENSMUST00000167360.2	ATP-binding cassette, sub-family C (CFTR/MRP), member 10 	88	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p	0.0563	0.3588	1.3556	-0.43	-0.43	0.53	2005, '07, '09, '11
Tmem110	ENSMUST00000006701.5	transmembrane protein 110 	856	1	0	1	0	0	0	0	0	0	mmu-let-7e-5p	0.0160	0.1102	0.5483	-0.43	-0.43	0.95	2007, '09, '11
Lcor	ENSMUST00000067795.6	ligand dependent nuclear receptor corepressor 	127	2	0	0	2	0	0	0	0	1	mmu-let-7d-5p	0.0289	0.2070	1.2583	-0.43	-0.49	0.94	2007, '09, '11
Prkar2a	ENSMUST00000035220.6	protein kinase, cAMP dependent regulatory, type II alpha 	4700	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	0.0244	0.1644	0.7671	-0.42	-0.43	0.98	NULL
Pard6b	ENSMUST00000052125.6	par-6 family cell polarity regulator beta 	1542	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	0.0595	0.3202	0.8010	-0.42	-0.43	0.95	2007, '11
Glrx	ENSMUST00000022082.7	glutaredoxin 	2647	1	0	1	0	2	0	1	1	0	mmu-let-7a-5p	0.0271	0.1711	0.6070	-0.42	-0.85	0.59	2005, '07, '09, '11
Ccnj	ENSMUST00000025983.7	cyclin J 	116	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0514	0.2832	0.7408	-0.42	-0.46	0.96	2005, '07, '09, '11
9930012K11Rik	ENSMUST00000058240.8	RIKEN cDNA 9930012K11 gene 	18	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0426	0.2286	0.5623	-0.42	-0.63	0.92	2009, '11
Fgf4	ENSMUST00000060336.4	fibroblast growth factor 4 	108	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0475	0.2699	0.7497	-0.42	-0.43	0.84	2009, '11
Dvl3	ENSMUST00000171572.2	dishevelled 3, dsh homolog (Drosophila) 	425	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0385	0.2353	0.8064	-0.42	-0.43	0.67	2005, '07
4930578C19Rik	ENSMUST00000044188.4	RIKEN cDNA 4930578C19 gene 	42	2	0	2	0	0	0	0	0	1	mmu-miR-98-5p	0.0687	0.4291	1.7150	-0.42	-0.52	0.73	NULL
Zc3h3	ENSMUST00000100538.2	zinc finger CCCH type containing 3 	5	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0335	0.2037	0.6540	-0.42	-0.42	0.88	2005, '07, '09, '11
Dpp3	ENSMUST00000025851.3	dipeptidylpeptidase 3 	391	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0195	0.1330	0.6450	-0.42	-0.42	0.76	2005, '07, '09, '11
Lor	ENSMUST00000058150.7	loricrin 	8	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	0.0218	0.1414	0.5504	-0.42	-0.42	0.61	2005, '07, '09, '11
Smarcc1	ENSMUST00000035057.8	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 	2640	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p	0.0455	0.3022	1.3410	-0.42	-0.42	0.95	2005, '07, '09, '11
Prrx1	ENSMUST00000075805.7	paired related homeobox 1 	1994	1	1	0	0	0	0	0	0	0	mmu-let-7f-5p	0.0502	0.2804	0.7578	-0.42	-0.44	0.93	2005, '07, '09, '11
Mfsd4	ENSMUST00000112365.3	major facilitator superfamily domain containing 4 	23	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p	0.0254	0.1735	0.8650	-0.42	-0.57	0.96	2009, '11
Olr1	ENSMUST00000032265.7	oxidized low density lipoprotein (lectin-like) receptor 1 	47	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0361	0.2234	0.7959	-0.42	-0.42	0.85	2005, '07, '09, '11
Calm1	ENSMUST00000110082.4	calmodulin 1 	29214	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p	0.0170	0.1214	0.7121	-0.42	-0.45	0.72	2005, '07, '09, '11
Lbr	ENSMUST00000005003.6	lamin B receptor 	2560	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	0.0195	0.1322	0.6305	-0.42	-0.42	0.98	2005, '07, '09, '11
Aqp4	ENSMUST00000079081.6	aquaporin 4 	166	1	0	1	0	1	0	0	1	1	mmu-miR-98-5p	0.0496	0.3179	1.2386	-0.42	-0.45	0.75	2005, '07, '09, '11
Zfyve26	ENSMUST00000021547.6	zinc finger, FYVE domain containing 26 	42	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	0.0544	0.3527	1.5589	-0.42	-0.51	0.98	2005, '07, '09, '11
Pld3	ENSMUST00000117095.2	phospholipase D family, member 3 	926	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	0.0221	0.1443	0.5770	-0.41	-0.41	0.83	2005, '07, '09, '11
Cpeb3	ENSMUST00000079754.5	cytoplasmic polyadenylation element binding protein 3 	708	2	0	0	2	0	0	0	0	0	mmu-let-7d-5p	0.0255	0.1709	0.7846	-0.41	-0.41	0.99	2005, '07, '09, '11
Zfp354b	ENSMUST00000109124.4	zinc finger protein 354B 	25	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	0.0755	0.3766	0.8805	-0.41	-0.45	0.89	2009, '11
Med8	ENSMUST00000106384.4	mediator complex subunit 8 	2479	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	0.0213	0.1396	0.5739	-0.41	-0.41	0.87	2005, '09, '11
4930402H24Rik	ENSMUST00000044766.9	RIKEN cDNA 4930402H24 gene 	2877	2	0	0	2	0	0	0	0	0	mmu-let-7d-5p	0.0148	0.1036	0.5580	-0.41	-0.41	> 0.99	NULL
Ssh1	ENSMUST00000159592.2	slingshot homolog 1 (Drosophila) 	678	1	0	1	0	1	1	0	0	2	mmu-let-7b-5p	0.0760	0.4516	1.5582	-0.41	-0.45	0.95	2005, '07
Skida1	ENSMUST00000091420.5	SKI/DACH domain containing 1 	61	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	0.0240	0.1690	0.9444	-0.41	-0.43	0.89	2007, '09, '11
B3gat3	ENSMUST00000096243.5	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) 	2361	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	0.0230	0.1528	0.6719	-0.41	-0.41	0.59	2007, '09, '11
Slc20a1	ENSMUST00000028880.4	solute carrier family 20, member 1 	79	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	0.0293	0.1816	0.6100	-0.41	-0.42	0.67	2005, '07, '09, '11
