Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Birc6	ENSMUST00000180037.2	baculoviral IAP repeat-containing 6 	1358	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0127	0.0892	0.4850	-0.26	-0.26	0.79	2007, '09, '11
Cadm2	ENSMUST00000114292.2	cell adhesion molecule 2 	17	1	1	0	0	0	0	0	0	2	mmu-miR-196a-5p	0.0183	0.1216	0.5514	-0.26	-0.39	0.11	2011
Rock1	ENSMUST00000067947.5	Rho-associated coiled-coil containing protein kinase 1 	1601	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0123	0.0871	0.4912	-0.26	-0.27	0.33	2007, '09, '11
Stox2	ENSMUST00000110367.3	storkhead box 2 	115	1	0	1	0	1	0	0	1	1	mmu-miR-196a-5p	0.0137	0.0964	0.5353	-0.26	-0.28	0.85	2009, '11
Map3k1	ENSMUST00000109267.3	mitogen-activated protein kinase kinase kinase 1 	65	1	0	1	0	0	0	0	0	0	mmu-miR-196b-5p	0.0084	0.0593	0.3399	-0.26	-0.26	0.85	2009, '11
Cacnb4	ENSMUST00000178799.2	calcium channel, voltage-dependent, beta 4 subunit 	26	1	0	1	0	1	0	1	0	2	mmu-miR-196b-5p	0.0160	0.1138	0.6653	-0.25	-0.29	0.46	2009, '11
Igf2bp3	ENSMUST00000031838.7	insulin-like growth factor 2 mRNA binding protein 3 	351	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0065	0.0465	0.2742	-0.25	-0.29	0.88	2007, '09, '11
Tchh	ENSMUST00000064257.5	trichohyalin 	338	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0083	0.0583	0.3138	-0.25	-0.25	0.49	2011
Rbpms	ENSMUST00000191473.1	RNA binding protein gene with multiple splicing 	1871	1	1	0	0	0	0	0	0	1	mmu-miR-196a-5p	0.0059	0.0418	0.2318	-0.25	-0.40	< 0.1	2005, '07, '09, '11
Gas7	ENSMUST00000108682.3	growth arrest specific 7 	469	1	0	1	0	1	0	1	0	1	mmu-miR-196a-5p	0.0151	0.1075	0.6236	-0.25	-0.25	0.81	2005, '07, '09, '11
Dnajc18	ENSMUST00000025208.5	DnaJ (Hsp40) homolog, subfamily C, member 18 	243	1	1	0	0	1	1	0	0	1	mmu-miR-196a-5p	0.0144	0.0992	0.4981	-0.25	-0.41	< 0.1	2005, '07, '09, '11
Tgfbr3	ENSMUST00000031224.9	transforming growth factor, beta receptor III 	171	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0151	0.1055	0.5681	-0.25	-0.25	0.67	2009, '11
Ebf1	ENSMUST00000081265.6	early B cell factor 1 	350	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0049	0.0349	0.2081	-0.25	-0.28	0.75	NULL
Zmat4	ENSMUST00000042352.5	zinc finger, matrin type 4 	27	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0088	0.0600	0.2868	-0.25	-0.36	0.71	2009, '11
Sox12	ENSMUST00000182625.1	SRY (sex determining region Y)-box 12 	2247	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0054	0.0389	0.2313	-0.24	-0.24	0.84	2005, '07, '09, '11
Arhgap28	ENSMUST00000024840.6	Rho GTPase activating protein 28 	107	1	0	1	0	0	0	0	0	1	mmu-miR-196b-5p	0.0094	0.0657	0.3483	-0.24	-0.28	0.85	2005, '07, '09, '11
Faxc	ENSMUST00000029908.7	failed axon connections homolog (Drosophila) 	133	1	0	0	1	1	1	0	0	0	mmu-miR-196a-5p	0.0185	0.1218	0.5155	-0.24	-0.29	0.13	2009, '11
Hoxa1	ENSMUST00000120363.1	homeobox A1 	90	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0047	0.0337	0.2186	-0.24	-0.24	< 0.1	2005
Peg10	ENSMUST00000176204.2	paternally expressed 10 	1687	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0124	0.0869	0.4811	-0.24	-0.24	0.59	2007, '09, '11
Klf8	ENSMUST00000112574.3	Kruppel-like factor 8 	201	1	0	1	0	1	0	1	0	3	mmu-miR-196a-5p	0.0093	0.0670	0.4102	-0.24	-0.42	0.37	2009, '11
Dcps	ENSMUST00000119847.1	decapping enzyme, scavenger 	3072	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0028	0.0207	0.1367	-0.24	-0.24	< 0.1	NULL
Lcorl	ENSMUST00000045586.7	ligand dependent nuclear receptor corepressor-like 	159	1	0	1	0	0	0	0	0	0	mmu-miR-196b-5p	0.0088	0.0619	0.3301	-0.24	-0.24	0.71	2007, '11
Phf20	ENSMUST00000037401.8	PHD finger protein 20 	656	1	1	0	0	0	0	0	0	0	mmu-miR-196a-5p	0.0064	0.0454	0.2557	-0.24	-0.26	0.30	2007, '09, '11
Pax7	ENSMUST00000030508.8	paired box 7 	9	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0087	0.0614	0.3473	-0.23	-0.23	0.88	NULL
Smarcc1	ENSMUST00000035057.8	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 	2640	1	0	1	0	1	0	0	1	1	mmu-miR-196a-5p	0.0124	0.0898	0.5809	-0.23	-0.23	0.91	2005, '07, '09, '11
Col14a1	ENSMUST00000023053.6	collagen, type XIV, alpha 1 	189	1	0	1	0	0	0	0	0	1	mmu-miR-196b-5p	0.0054	0.0383	0.2250	-0.23	-0.31	0.86	2005, '07, '09, '11
Zfp710	ENSMUST00000166250.2	zinc finger protein 710 	107	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0125	0.0874	0.4712	-0.23	-0.24	0.81	2009, '11
Aqp4	ENSMUST00000079081.6	aquaporin 4 	166	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0132	0.0896	0.4170	-0.23	-0.24	0.63	2005, '07, '09, '11
C77370	ENSMUST00000118314.2	expressed sequence C77370 	9	1	0	1	0	2	0	1	1	1	mmu-miR-196a-5p	0.0142	0.1022	0.6332	-0.22	-0.24	0.46	2009, '11
Eea1	ENSMUST00000053484.6	early endosome antigen 1 	1444	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0078	0.0561	0.3496	-0.22	-0.26	0.92	2007, '09, '11
Rassf3	ENSMUST00000026902.7	Ras association (RalGDS/AF-6) domain family member 3 	1177	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0044	0.0316	0.1954	-0.22	-0.22	0.83	2007, '09, '11
Ptprg	ENSMUST00000022264.7	protein tyrosine phosphatase, receptor type, G 	1653	1	1	0	0	0	0	0	0	0	mmu-miR-196a-5p	0.0147	0.1006	0.4968	-0.22	-0.28	0.25	2009, '11
Lonrf3	ENSMUST00000016383.4	LON peptidase N-terminal domain and ring finger 3 	50	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0065	0.0453	0.2383	-0.22	-0.32	0.83	2009, '11
Pcyt1a	ENSMUST00000115137.2	phosphate cytidylyltransferase 1, choline, alpha isoform 	2445	1	1	0	0	0	0	0	0	0	mmu-miR-196b-5p	0.0182	0.1205	0.4985	-0.22	-0.22	< 0.1	2011
Hdx	ENSMUST00000113422.3	highly divergent homeobox 	22	1	0	1	0	1*	0	0	0	0	mmu-miR-196a-5p	0.0071	0.0500	0.2855	-0.22	-0.22	0.89	NULL
Tenm1	ENSMUST00000115059.2	teneurin transmembrane protein 1 	5	1	1	0	0	1	1	0	0	0	mmu-miR-196a-5p	0.0468	0.3068	1.2820	-0.22	-0.22	< 0.1	2007
AI846148	ENSMUST00000025924.2	expressed sequence AI846148 	22	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0047	0.0338	0.2052	-0.21	-0.21	0.93	2009, '11
Adamts12	ENSMUST00000061318.7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12 	155	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0181	0.1257	0.6562	-0.21	-0.21	0.54	2009, '11
Kdm5a	ENSMUST00000005108.7	lysine (K)-specific demethylase 5A 	844	1	1	0	0	0	0	0	0	1	mmu-miR-196a-5p	0.0184	0.1280	0.6737	-0.21	-0.22	< 0.1	2007, '11
Tspan18	ENSMUST00000111265.3	tetraspanin 18 	44	1	0	1	0	1	0	1	0	1	mmu-miR-196a-5p	0.0035	0.0259	0.1770	-0.21	-0.32	0.84	2005, '09, '11
Lgr6	ENSMUST00000044828.8	leucine-rich repeat-containing G protein-coupled receptor 6 	35	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0135	0.0981	0.6446	-0.21	-0.21	0.80	NULL
Plcxd2	ENSMUST00000130481.1	phosphatidylinositol-specific phospholipase C, X domain containing 2 	1217	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0115	0.0789	0.3872	-0.21	-0.21	0.80	2009, '11
Rbpj	ENSMUST00000087360.3	recombination signal binding protein for immunoglobulin kappa J region 	894	1	0	1	0	0	0	0	0	0	mmu-miR-196b-5p	0.0084	0.0590	0.3215	-0.21	-0.21	0.45	2009, '11
Ppp1r15b	ENSMUST00000052529.3	protein phosphatase 1, regulatory (inhibitor) subunit 15b 	2416	1	0	1	0	0	0	0	0	1	mmu-miR-196b-5p	0.0073	0.0522	0.3147	-0.21	-0.22	0.93	2005, '07, '11
Nrk	ENSMUST00000113052.2	Nik related kinase 	126	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0132	0.0924	0.5108	-0.21	-0.21	0.70	2005, '07, '11
Bmpr2	ENSMUST00000087435.6	bone morphogenetic protein receptor, type II (serine/threonine kinase) 	2928	1	0	1	0	0	0	0	0	2	mmu-miR-196a-5p	0.0220	0.1469	0.6669	-0.20	-0.23	0.41	2005, '07
Mief1	ENSMUST00000023048.5	mitochondrial elongation factor 1 	144	1	0	1	0	1	0	0	1	0	mmu-miR-196a-5p	0.0063	0.0451	0.2784	-0.20	-0.30	0.73	2007, '09, '11
Gpr156	ENSMUST00000061274.7	G protein-coupled receptor 156 	12	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0064	0.0460	0.2744	-0.20	-0.20	0.72	2009, '11
Ppp1r16b	ENSMUST00000052927.5	protein phosphatase 1, regulatory (inhibitor) subunit 16B 	1369	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0122	0.0853	0.4554	-0.20	-0.20	0.75	2005, '07, '11
B3gnt7	ENSMUST00000113306.3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 	493	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0051	0.0365	0.2187	-0.20	-0.20	0.78	2009, '11
1110002E22Rik	ENSMUST00000163080.2	RIKEN cDNA 1110002E22 gene 	457	1	0	1	0	2	0	1	1	2	mmu-miR-196b-5p	0.0170	0.1211	0.7260	-0.20	-0.28	0.48	NULL
Rnf5	ENSMUST00000015622.7	ring finger protein 5 	220	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0026	0.0184	0.1112	-0.20	-0.40	0.37	2005, '07, '09, '11
Dip2a	ENSMUST00000160048.2	DIP2 disco-interacting protein 2 homolog A (Drosophila) 	150	1	1	0	0	0	0	0	0	0	mmu-miR-196a-5p	0.0095	0.0668	0.3747	-0.20	-0.21	0.29	2009, '11
Apba1	ENSMUST00000025830.7	amyloid beta (A4) precursor protein binding, family  A, member 1 	90	1	0	1	0	0	0	0	0	2	mmu-miR-196a-5p	0.0068	0.0495	0.3181	-0.19	-0.20	0.78	2009, '11
Slc8a2	ENSMUST00000168693.1	solute carrier family 8 (sodium/calcium exchanger), member 2 	31	1	0	1	0	3	0	0	3	0	mmu-miR-196a-5p	0.0046	0.0329	0.2021	-0.19	-0.22	0.78	2005, '07, '09, '11
Col1a1	ENSMUST00000001547.7	collagen, type I, alpha 1 	8243	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0085	0.0598	0.3281	-0.19	-0.20	0.73	2005, '07
Gm9804	ENSMUST00000056234.3	predicted gene 9804 	92	1	0	0	1	0	0	0	0	1	mmu-miR-196a-5p	0.0095	0.0683	0.4184	-0.19	-0.19	0.13	NULL
Rictor	ENSMUST00000061656.6	RPTOR independent companion of MTOR, complex 2 	898	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0078	0.0548	0.3034	-0.19	-0.20	0.80	2007, '09, '11
C1galt1	ENSMUST00000040159.4	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 	659	1	1	0	0	0	0	0	0	1	mmu-miR-196a-5p	0.0075	0.0513	0.2537	-0.19	-0.35	0.14	NULL
Cep350	ENSMUST00000138762.2	centrosomal protein 350 	574	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0161	0.1116	0.5808	-0.19	-0.23	0.47	2007, '11
Syncrip	ENSMUST00000174391.2	synaptotagmin binding, cytoplasmic RNA interacting protein 	2608	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0072	0.0517	0.3153	-0.19	-0.20	0.87	2009, '11
Zbtb39	ENSMUST00000054287.7	zinc finger and BTB domain containing 39 	95	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0093	0.0665	0.4139	-0.19	-0.21	0.85	2007, '09, '11
Kcnq5	ENSMUST00000029667.7	potassium voltage-gated channel, subfamily Q, member 5 	64	1	1	0	0	0	0	0	0	0	mmu-miR-196a-5p	0.0198	0.1313	0.5851	-0.18	-0.23	< 0.1	2011
Cpeb3	ENSMUST00000079754.5	cytoplasmic polyadenylation element binding protein 3 	708	1	0	0	1	1	0	0	1	1	mmu-miR-196b-5p	0.0102	0.0712	0.3682	-0.18	-0.22	0.13	2005, '07, '09, '11
Col24a1	ENSMUST00000029848.4	collagen, type XXIV, alpha 1 	24	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0068	0.0490	0.3174	-0.18	-0.18	0.79	2005, '07, '09, '11
Adcy9	ENSMUST00000117801.2	adenylate cyclase 9 	694	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0069	0.0491	0.2859	-0.18	-0.18	0.82	2005, '07
Grpel2	ENSMUST00000062991.7	GrpE-like 2, mitochondrial 	87	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0059	0.0416	0.2349	-0.18	-0.29	0.40	2005, '07, '09, '11
Plxnd1	ENSMUST00000015511.9	plexin D1 	87	1	0	1	0	0	0	0	0	0	mmu-miR-196b-5p	0.0070	0.0505	0.3138	-0.18	-0.21	0.69	2005, '07, '09, '11
Rpgrip1l	ENSMUST00000047783.8	Rpgrip1-like 	70	1	0	0	1	2	0	2	0	1	mmu-miR-196a-5p	0.0107	0.0766	0.4687	-0.18	-0.24	0.14	2007, '09, '11
Hlf	ENSMUST00000004051.7	hepatic leukemia factor 	348	1	0	0	1	1	0	0	1	1	mmu-miR-196a-5p	0.0051	0.0369	0.2399	-0.17	-0.22	< 0.1	2005, '07, '09, '11
Lmln	ENSMUST00000023497.2	leishmanolysin-like (metallopeptidase M8 family) 	51	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0092	0.0656	0.3916	-0.17	-0.18	0.89	NULL
Hip1	ENSMUST00000060311.8	huntingtin interacting protein 1 	1166	1	0	1	0	1	1	0	0	2	mmu-miR-196a-5p	0.0114	0.0812	0.4806	-0.17	-0.28	0.92	2009, '11
Tsc1	ENSMUST00000028155.6	tuberous sclerosis 1 	1405	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0041	0.0294	0.1914	-0.17	-0.18	0.87	2007, '09, '11
Dnm3	ENSMUST00000086074.6	dynamin 3 	19	1	1	0	0	1	0	0	1	0	mmu-miR-196b-5p	0.0197	0.1360	0.6893	-0.17	-0.17	< 0.1	2005, '07, '09, '11
Arhgef15	ENSMUST00000065040.7	Rho guanine nucleotide exchange factor (GEF) 15 	325	1	0	1	0	0	0	0	0	0	mmu-miR-196b-5p	0.0036	0.0261	0.1744	-0.17	-0.17	0.59	2007, '09, '11
Calm3	ENSMUST00000019514.9	calmodulin 3 	1213	1	0	1	0	0	0	0	0	0	mmu-miR-196b-5p	0.0032	0.0225	0.1258	-0.17	-0.42	0.94	2005, '07
Ppapdc2	ENSMUST00000045674.3	phosphatidic acid phosphatase type 2 domain containing 2 	189	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0052	0.0363	0.1851	-0.17	-0.34	0.80	2007, '09, '11
Gcnt4	ENSMUST00000171324.1	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase) 	293	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0055	0.0402	0.2631	-0.17	-0.17	0.88	2007, '11
Nlrc5	ENSMUST00000053085.6	NLR family, CARD domain containing 5 	128	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0040	0.0286	0.1793	-0.16	-0.16	0.65	2007, '11
Ranbp2	ENSMUST00000003310.5	RAN binding protein 2 	4754	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0049	0.0349	0.2099	-0.16	-0.26	0.80	2005, '07
Slc25a22	ENSMUST00000106007.4	solute carrier family 25 (mitochondrial carrier, glutamate), member 22 	334	1	0	1	0	0	0	0	0	0	mmu-miR-196b-5p	0.0031	0.0227	0.1442	-0.16	-0.18	0.71	2007, '09, '11
Acer2	ENSMUST00000045224.8	alkaline ceramidase 2 	808	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0054	0.0396	0.2602	-0.16	-0.16	0.56	2007, '09, '11
Elf4	ENSMUST00000114958.2	E74-like factor 4 (ets domain transcription factor) 	16	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0060	0.0427	0.2591	-0.16	-0.21	0.84	2005, '07, '11
Abcg1	ENSMUST00000024829.6	ATP-binding cassette, sub-family G (WHITE), member 1 	84	1	0	1	0	0	0	0	0	2	mmu-miR-196a-5p	0.0083	0.0574	0.2954	-0.16	-0.29	0.72	2009, '11
Kctd21	ENSMUST00000054107.5	potassium channel tetramerisation domain containing 21 	138	1	0	0	1	0	0	0	0	1	mmu-miR-196a-5p	0.0019	0.0135	0.0915	-0.15	-0.26	0.12	2007, '09, '11
Gm21885	ENSMUST00000178891.1	predicted gene, 21885 	4	1	1	0	0	0	0	0	0	0	mmu-miR-196b-5p	0.0047	0.0333	0.1891	-0.15	-0.41	0.23	NULL
Elk4	ENSMUST00000086556.6	ELK4, member of ETS oncogene family 	84	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0049	0.0352	0.2203	-0.15	-0.23	0.72	NULL
Igf2bp1	ENSMUST00000013559.2	insulin-like growth factor 2 mRNA binding protein 1 	450	3	0	3	0	0	0	0	0	1	mmu-miR-196a-5p	0.0086	0.0592	0.2972	-0.15	-0.66	> 0.99	2007, '09, '11
Chd6	ENSMUST00000039782.8	chromodomain helicase DNA binding protein 6 	616	1	0	0	1	0	0	0	0	0	mmu-miR-196a-5p	0.0084	0.0605	0.3901	-0.15	-0.16	< 0.1	2007, '09, '11
Pcdh19	ENSMUST00000167944.2	protocadherin 19 	427	1	0	1	0	1	0	0	1	0	mmu-miR-196a-5p	0.0103	0.0733	0.4274	-0.14	-0.15	0.65	2005, '07, '09, '11
Cish	ENSMUST00000168260.1	cytokine inducible SH2-containing protein 	1467	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0032	0.0236	0.1592	-0.14	-0.14	< 0.1	NULL
Cbfa2t2	ENSMUST00000109725.2	core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human) 	851	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0059	0.0429	0.2735	-0.14	-0.15	0.31	2005, '07, '09, '11
Taok1	ENSMUST00000017435.5	TAO kinase 1 	1659	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0091	0.0651	0.3992	-0.14	-0.14	0.43	2009, '11
Papln	ENSMUST00000121733.2	papilin, proteoglycan-like sulfated glycoprotein 	75	1	1	0	0	0	0	0	0	0	mmu-miR-196a-5p	0.0194	0.1234	0.4593	-0.14	-0.21	< 0.1	NULL
Kctd10	ENSMUST00000102581.5	potassium channel tetramerisation domain containing 10 	121	1	1	0	0	0	0	0	0	1	mmu-miR-196a-5p	0.0051	0.0366	0.2388	-0.14	-0.34	< 0.1	2005, '07, '09, '11
Pdgfra	ENSMUST00000000476.9	platelet derived growth factor receptor, alpha polypeptide 	1153	1	1	0	0	0	0	0	0	0	mmu-miR-196a-5p	0.0084	0.0588	0.3196	-0.14	-0.14	< 0.1	2005, '07, '09, '11
Nap1l1	ENSMUST00000065917.9	nucleosome assembly protein 1-like 1 	8413	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0025	0.0176	0.1057	-0.14	-0.31	0.64	2005, '07, '09, '11
Cpm	ENSMUST00000020399.5	carboxypeptidase M 	1579	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0036	0.0260	0.1707	-0.13	-0.20	0.83	2005, '07, '09, '11
Pald1	ENSMUST00000020289.8	phosphatase domain containing, paladin 1 	557	1	0	0	1	0	0	0	0	1	mmu-miR-196b-5p	0.0040	0.0297	0.2103	-0.13	-0.13	0.12	2007, '09, '11
Ranbp10	ENSMUST00000041400.5	RAN binding protein 10 	390	1	0	1	0	0	0	0	0	1	mmu-miR-196b-5p	0.0055	0.0399	0.2518	-0.13	-0.14	0.47	2005, '07, '09, '11
Dcdc2a	ENSMUST00000069614.6	doublecortin domain containing 2a 	106	1	0	0	1	1	0	0	1	1	mmu-miR-196b-5p	0.0031	0.0225	0.1563	-0.13	-0.19	0.13	2009, '11
Exoc5	ENSMUST00000162175.2	exocyst complex component 5 	687	1	0	1	0	1	0	1	0	2	mmu-miR-196a-5p	0.0070	0.0469	0.1999	-0.13	-0.53	0.49	2007, '09, '11
Lrp11	ENSMUST00000130590.2	low density lipoprotein receptor-related protein 11 	114	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0045	0.0327	0.2217	-0.13	-0.13	< 0.1	NULL
Ccdc93	ENSMUST00000036025.10	coiled-coil domain containing 93 	497	1	0	1	0	1	0	1	0	2	mmu-miR-196b-5p	0.0098	0.0706	0.4360	-0.13	-0.25	0.39	2007, '09, '11
Nhs	ENSMUST00000087085.4	Nance-Horan syndrome (human) 	76	1	0	0	1	1	0	1	0	0	mmu-miR-196a-5p	0.0196	0.1374	0.7459	-0.12	-0.12	0.13	2005, '07
Eef2k	ENSMUST00000047875.9	eukaryotic elongation factor-2 kinase 	542	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0044	0.0314	0.1921	-0.12	-0.29	0.88	2007
Socs4	ENSMUST00000065562.4	suppressor of cytokine signaling 4 	945	1	0	1	0	0	0	0	0	0	mmu-miR-196b-5p	0.0052	0.0373	0.2277	-0.12	-0.14	0.68	2005, '07
Cecr6	ENSMUST00000178687.1	cat eye syndrome chromosome region, candidate 6 	13	1	0	0	1	0	0	0	0	2	mmu-miR-196a-5p	0.0101	0.0721	0.4388	-0.12	-0.12	0.11	2005, '07, '09, '11
Nsun4	ENSMUST00000165493.2	NOL1/NOP2/Sun domain family, member 4 	1437	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0093	0.0665	0.3983	-0.12	-0.12	< 0.1	NULL
Scrt2	ENSMUST00000064061.3	scratch homolog 2, zinc finger protein (Drosophila) 	5	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0026	0.0191	0.1296	-0.12	-0.12	0.46	2005, '07, '11
Ntn5	ENSMUST00000183120.1	netrin 5 	24	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0028	0.0204	0.1375	-0.12	-0.12	< 0.1	NULL
Pcmtd2	ENSMUST00000108754.2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 	1486	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0043	0.0315	0.2061	-0.12	-0.12	< 0.1	NULL
Dock3	ENSMUST00000044532.5	dedicator of cyto-kinesis 3 	27	1	0	1	0	0	0	0	0	0	mmu-miR-196b-5p	0.0050	0.0367	0.2464	-0.11	-0.11	0.83	2005, '07, '09, '11
Celf2	ENSMUST00000170438.2	CUGBP, Elav-like family member 2 	1988	1	0	0	1	0	0	0	0	2	mmu-miR-196a-5p	0.0121	0.0874	0.5500	-0.11	-0.11	0.13	2007, '09, '11
Sox11	ENSMUST00000079063.6	SRY (sex determining region Y)-box 11 	251	1	1	0	0	0	0	0	0	1	mmu-miR-196b-5p	0.0095	0.0647	0.3058	-0.11	-0.22	0.23	2005, '07, '09, '11
Papolg	ENSMUST00000020513.4	poly(A) polymerase gamma 	577	1	1	0	0	1	0	0	1	0	mmu-miR-196b-5p	0.0143	0.0880	0.3143	-0.11	-0.31	< 0.1	2005, '07
Trank1	ENSMUST00000078626.3	tetratricopeptide repeat and ankyrin repeat containing 1 	12	1	0	1	0	0	0	0	0	0	mmu-miR-196b-5p	0.0079	0.0570	0.3640	-0.11	-0.11	0.80	2011
Nxpe3	ENSMUST00000099705.3	neurexophilin and PC-esterase domain family, member 3 	83	1	0	0	1	0	0	0	0	1	mmu-miR-196a-5p	0.0050	0.0364	0.2321	-0.11	-0.12	< 0.1	2007, '09, '11
Ccnd2	ENSMUST00000000188.8	cyclin D2 	9744	1	0	0	1	0	0	0	0	0	mmu-miR-196a-5p	0.0056	0.0404	0.2640	-0.11	-0.11	0.13	2005, '07, '09, '11
Zfp281	ENSMUST00000047734.9	zinc finger protein 281 	1001	1	0	0	1	1	0	1	0	2	mmu-miR-196a-5p	0.0091	0.0657	0.4303	-0.10	-0.23	0.13	2011
Zfp462	ENSMUST00000098070.4	zinc finger protein 462 	1168	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0049	0.0358	0.2383	-0.10	-0.11	0.81	2009, '11
Slc31a1	ENSMUST00000122092.1	solute carrier family 31, member 1 	2201	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0036	0.0259	0.1644	-0.10	-0.27	0.77	2005, '07, '09, '11
Fbxl6	ENSMUST00000023219.7	F-box and leucine-rich repeat protein 6 	8	1	0	1	0	1	0	0	1	1	mmu-miR-196b-5p	0.0036	0.0263	0.1684	-0.10	-0.31	0.58	NULL
Ccdc89	ENSMUST00000061391.7	coiled-coil domain containing 89 	29	1	0	1	0	0	0	0	0	2	mmu-miR-196a-5p	0.0056	0.0385	0.2077	-0.10	-0.40	0.33	NULL
Lrrtm3	ENSMUST00000105439.1	leucine rich repeat transmembrane neuronal 3 	15	1	0	0	1	0	0	0	0	0	mmu-miR-196a-5p	0.0026	0.0186	0.1217	-0.10	-0.16	0.12	2005, '07, '09, '11
Prdm11	ENSMUST00000111274.2	PR domain containing 11 	40	1	0	1	0	0	0	0	0	2	mmu-miR-196a-5p	0.0041	0.0303	0.2103	-0.10	-0.10	0.80	NULL
Usp15	ENSMUST00000020334.7	ubiquitin specific peptidase 15 	1515	1	0	1	0	1	0	1	0	0	mmu-miR-196a-5p	0.0031	0.0223	0.1385	-0.10	-0.21	0.94	2005, '07
