Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Psmd11	ENSMUST00000017572.8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11 	847	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0334	0.2023	0.6438	-0.33	-0.34	0.77	2009, '11
Erg	ENSMUST00000113846.4	avian erythroblastosis virus E-26 (v-ets) oncogene related 	581	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0520	0.3016	0.9373	-0.33	-0.33	0.78	2005, '07
Snx18	ENSMUST00000109241.3	sorting nexin 18 	82	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0183	0.1214	0.5228	-0.33	-0.39	0.84	2009, '11
Rbm47	ENSMUST00000113726.2	RNA binding motif protein 47 	667	1	0	1	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0430	0.2768	1.1557	-0.33	-0.40	0.86	2009, '11
Gnaq	ENSMUST00000025541.5	guanine nucleotide binding protein, alpha q polypeptide 	857	1	1	0	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0692	0.3744	1.0618	-0.33	-0.33	0.71	2005, '07, '09, '11
Fndc3a	ENSMUST00000089017.6	fibronectin type III domain containing 3A 	1154	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0445	0.2771	1.0471	-0.32	-0.35	0.68	2005, '07, '09, '11
Smug1	ENSMUST00000064067.8	single-strand selective monofunctional uracil DNA glycosylase 	221	1	0	0	1	1	0	0	1	0	mmu-miR-142a-3p.1	0.0238	0.1624	0.7856	-0.32	-0.32	0.55	2009, '11
Llgl2	ENSMUST00000103032.5	lethal giant larvae homolog 2 (Drosophila) 	1238	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0150	0.1011	0.4540	-0.32	-0.32	0.79	2005, '07, '09, '11
Atf7ip	ENSMUST00000032335.7	activating transcription factor 7 interacting protein 	1193	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0775	0.3895	0.9046	-0.32	-0.32	0.85	2005, '07, '09, '11
Xpo1	ENSMUST00000102869.2	exportin 1, CRM1 homolog (yeast) 	11834	1	0	1	0	1	0	0	1	0	mmu-miR-142a-3p.1	0.0315	0.1908	0.6262	-0.32	-0.40	0.86	2005, '07, '09, '11
Ppargc1a	ENSMUST00000132734.2	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha 	191	1	1	0	0	1	1	0	0	0	mmu-miR-142a-3p.1	0.1051	0.5402	1.4655	-0.32	-0.45	< 0.1	2005, '07, '11
Btbd7	ENSMUST00000045652.6	BTB (POZ) domain containing 7 	1023	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.1133	0.5085	1.1405	-0.32	-0.35	0.63	2005, '07
Kif5b	ENSMUST00000025083.8	kinesin family member 5B 	685	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0797	0.4226	1.2074	-0.32	-0.32	0.58	2009, '11
Elf2	ENSMUST00000108053.3	E74-like factor 2 	1686	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0129	0.0917	0.5492	-0.32	-0.32	0.81	2005, '07, '09, '11
Kat7	ENSMUST00000092766.6	K(lysine) acetyltransferase 7 	170	1	0	1	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0346	0.2114	0.7008	-0.31	-0.33	0.77	2007, '09, '11
Fam208b	ENSMUST00000096069.3	family with sequence similarity 208, member B 	86	1	1	0	0	1	0	0	1	0	mmu-miR-142a-3p.1	0.0795	0.3503	0.8787	-0.31	-0.69	0.71	2009, '11
Pik3r6	ENSMUST00000102613.2	phosphoinositide-3-kinase, regulatory subunit 6 	78	1	0	1	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0502	0.2856	0.8153	-0.31	-0.31	0.58	2007, '09, '11
Sh2b1	ENSMUST00000032978.6	SH2B adaptor protein 1 	402	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0383	0.2272	0.6829	-0.31	-0.31	0.13	2007, '09, '11
Tbc1d2b	ENSMUST00000041767.8	TBC1 domain family, member 2B 	229	1	0	0	1	1	0	1	0	0	mmu-miR-142a-3p.1	0.0490	0.3143	1.2246	-0.31	-0.35	0.68	2007, '09, '11
Foxm1	ENSMUST00000073316.7	forkhead box M1 	1345	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0517	0.2869	0.7452	-0.30	-0.31	0.70	2005, '07, '09, '11
Irak1	ENSMUST00000114354.4	interleukin-1 receptor-associated kinase 1 	1923	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0244	0.1591	0.6512	-0.30	-0.30	0.79	2005, '07, '09, '11
Atg16l1	ENSMUST00000027512.7	autophagy related 16-like 1 (S. cerevisiae) 	1114	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0384	0.2294	0.7100	-0.30	-0.30	0.75	2007, '09, '11
Bach1	ENSMUST00000026703.5	BTB and CNC homology 1 	993	1	0	1	0	1	0	1	0	0	mmu-miR-142a-3p.1	0.0293	0.1904	0.7893	-0.30	-0.30	0.85	2005, '07, '09, '11
Hmgb1	ENSMUST00000085546.7	high mobility group box 1 	102	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0111	0.0765	0.3796	-0.30	-0.30	0.86	2005, '07, '09, '11
Sp8	ENSMUST00000063918.2	trans-acting transcription factor 8 	33	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0502	0.2845	0.7998	-0.30	-0.30	0.30	2005, '07, '09, '11
Gas2l3	ENSMUST00000099374.3	growth arrest-specific 2 like 3 	205	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0260	0.1737	0.7984	-0.30	-0.30	0.75	2009, '11
Mbd6	ENSMUST00000026476.7	methyl-CpG binding domain protein 6 	138	1	1	0	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0320	0.1908	0.5875	-0.29	-0.35	0.52	2005, '07, '09, '11
Itgb8	ENSMUST00000026360.8	integrin beta 8 	333	2	0	1	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0800	0.4390	1.3782	-0.29	-0.34	0.68	2007
Trp53inp2	ENSMUST00000043237.8	transformation related protein 53 inducible nuclear protein 2 	1059	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0526	0.2961	0.8645	-0.29	-0.32	0.55	2009, '11
Sypl	ENSMUST00000076698.6	synaptophysin-like protein 	1404	1	0	1	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0403	0.2383	0.7449	-0.29	-0.34	0.84	2009, '11
Hoxa6	ENSMUST00000062829.8	homeobox A6 	20	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0534	0.2705	0.6016	-0.29	-0.40	0.21	NULL
Nudt11	ENSMUST00000103007.3	nudix (nucleoside diphosphate linked moiety X)-type motif 11 	949	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0219	0.1420	0.5501	-0.29	-0.29	0.49	2007, '09, '11
Kctd2	ENSMUST00000106533.2	potassium channel tetramerisation domain containing 2 	83	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0326	0.2015	0.6908	-0.28	-0.28	< 0.1	NULL
Mob4	ENSMUST00000162364.2	MOB family member 4, phocein 	2413	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0306	0.1713	0.4666	-0.28	-0.52	0.85	2007, '09, '11
Adamts3	ENSMUST00000163159.2	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3 	17	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0306	0.1924	0.6993	-0.28	-0.28	0.85	2005, '07, '11
Gtf2a1	ENSMUST00000021345.7	general transcription factor II A, 1 	109	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0321	0.1968	0.6442	-0.28	-0.28	0.82	2005, '07, '09, '11
Brwd3	ENSMUST00000150434.2	bromodomain and WD repeat domain containing 3 	489	1	1	0	0	1	0	0	1	0	mmu-miR-142a-3p.1	0.0858	0.4837	1.4574	-0.28	-0.29	0.71	2005, '07, '09, '11
Bach2	ENSMUST00000171600.1	BTB and CNC homology 2 	72	1	1	0	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0297	0.1990	0.9205	-0.28	-0.28	0.83	2005, '07, '09, '11
Mllt1	ENSMUST00000025053.8	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1 	93	1	1	0	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0813	0.3972	0.8487	-0.28	-0.28	< 0.1	2007, '09, '11
Lima1	ENSMUST00000109024.3	LIM domain and actin binding 1 	4230	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0427	0.2531	0.7924	-0.28	-0.28	< 0.1	2007, '09, '11
Gfi1	ENSMUST00000031205.10	growth factor independent 1 	12	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0536	0.2952	0.7558	-0.27	-0.27	0.56	2005, '07, '09, '11
Zcchc14	ENSMUST00000046386.4	zinc finger, CCHC domain containing 14 	162	1	1	0	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.1378	0.5765	1.1718	-0.27	-0.27	0.42	2005, '07, '09, '11
Zbtb41	ENSMUST00000039867.7	zinc finger and BTB domain containing 41 homolog 	806	1	1	0	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0870	0.3971	0.9481	-0.27	-0.39	0.63	2007, '09, '11
Il6st	ENSMUST00000183663.2	interleukin 6 signal transducer 	9719	2	1	0	1	1	0	1	0	3	mmu-miR-142a-3p.1	0.0619	0.3781	1.2678	-0.27	-0.38	0.39	2005, '09, '11
Erlin2	ENSMUST00000033873.7	ER lipid raft associated 2 	512	1	0	1	0	1	0	1	0	0	mmu-miR-142a-3p.1	0.0445	0.2763	1.0105	-0.27	-0.30	0.20	2007, '09, '11
Ccnt2	ENSMUST00000112570.1	cyclin T2 	793	1	1	0	0	1	0	0	1	1	mmu-miR-142a-3p.1	0.0411	0.2513	0.8823	-0.27	-0.32	0.69	2005, '07, '09, '11
Mmgt1	ENSMUST00000059899.2	membrane magnesium transporter 1 	227	1	0	0	1	1	0	0	1	0	mmu-miR-142a-3p.1	0.0314	0.2051	0.8685	-0.27	-0.27	0.62	2007, '09, '11
Bclaf1	ENSMUST00000092678.4	BCL2-associated transcription factor 1 	3600	1	0	1	0	1	0	0	1	0	mmu-miR-142a-3p.1	0.0406	0.2430	0.8385	-0.26	-0.34	0.82	2005, '07, '09, '11
Mocs1	ENSMUST00000024797.10	molybdenum cofactor synthesis 1 	2100	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0318	0.1953	0.6421	-0.26	-0.26	< 0.1	2005
Arrdc3	ENSMUST00000099356.3	arrestin domain containing 3 	456	1	0	0	1	1	0	0	1	1	mmu-miR-142a-3p.1	0.0124	0.0865	0.4641	-0.26	-0.36	0.81	2005, '07, '09, '11
Braf	ENSMUST00000002487.9	Braf transforming gene 	393	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0681	0.3515	0.8157	-0.26	-0.26	0.36	2009, '11
Mrfap1	ENSMUST00000068795.3	Morf4 family associated protein 1 	113	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0200	0.1329	0.5704	-0.26	-0.26	0.47	2005, '07, '09, '11
Picalm	ENSMUST00000049537.7	phosphatidylinositol binding clathrin assembly protein 	4004	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0310	0.1912	0.6389	-0.25	-0.25	0.62	2005, '07, '09, '11
Slc20a2	ENSMUST00000067786.7	solute carrier family 20, member 2 	129	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0406	0.2265	0.6075	-0.25	-0.34	< 0.1	2007, '09, '11
Asb7	ENSMUST00000124899.2	ankyrin repeat and SOCS box-containing 7 	35	1	0	1	0	1	0	1	0	0	mmu-miR-142a-3p.1	0.0301	0.1974	0.8325	-0.25	-0.27	0.30	2005, '07, '09, '11
Acbd5	ENSMUST00000028121.8	acyl-Coenzyme A binding domain containing 5 	174	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0246	0.1586	0.6092	-0.25	-0.25	0.62	2005, '07, '09, '11
Ap3m1	ENSMUST00000154460.2	adaptor-related protein complex 3, mu 1 subunit 	543	1	0	1	0	1	0	0	1	0	mmu-miR-142a-3p.1	0.0502	0.3068	1.1174	-0.25	-0.25	0.31	2005, '07, '09, '11
Wnk3	ENSMUST00000096285.4	WNK lysine deficient protein kinase 3 	74	1	1	0	0	1	1	0	0	0	mmu-miR-142a-3p.1	0.1878	0.8748	1.8833	-0.25	-0.26	0.21	NULL
Arid5b	ENSMUST00000020106.7	AT rich interactive domain 5B (MRF1-like) 	1309	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0487	0.2917	1.0195	-0.25	-0.27	0.72	2007
Fntb	ENSMUST00000041008.9	farnesyltransferase, CAAX box, beta 	283	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0382	0.2189	0.6322	-0.24	-0.32	0.60	2005, '07, '09, '11
Anln	ENSMUST00000040912.7	anillin, actin binding protein 	2424	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0185	0.1281	0.6667	-0.24	-0.24	0.60	2005, '07, '09, '11
Zcchc24	ENSMUST00000069180.7	zinc finger, CCHC domain containing 24 	6383	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0165	0.1165	0.6573	-0.24	-0.24	0.57	2007, '09, '11
Josd1	ENSMUST00000023061.5	Josephin domain containing 1 	597	1	0	0	1	0	0	0	0	1	mmu-miR-142a-3p.1	0.0279	0.1886	0.8635	-0.24	-0.24	0.40	2007, '09, '11
Chmp3	ENSMUST00000059462.6	charged multivesicular body protein 3 	983	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0119	0.0820	0.3975	-0.24	-0.24	0.51	2007, '09, '11
Mark3	ENSMUST00000084953.6	MAP/microtubule affinity-regulating kinase 3 	1326	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0208	0.1342	0.5113	-0.24	-0.27	0.84	2005, '07, '09, '11
Fnbp1l	ENSMUST00000162409.2	formin binding protein 1-like 	34	1	0	1	0	1	0	0	1	0	mmu-miR-142a-3p.1	0.0280	0.1767	0.6416	-0.23	-0.23	0.38	2007, '09, '11
Ppfia1	ENSMUST00000168134.4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1 	980	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0179	0.1200	0.5329	-0.23	-0.23	0.20	2005, '07, '09, '11
Sik1	ENSMUST00000024839.4	salt inducible kinase 1 	269	2	0	2	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0242	0.1547	0.5750	-0.23	-0.57	0.92	2007, '09, '11
Morf4l1	ENSMUST00000085248.6	mortality factor 4 like 1 	24	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0200	0.1314	0.5357	-0.23	-0.23	0.59	2005, '07, '09, '11
Myh10	ENSMUST00000102611.4	myosin, heavy polypeptide 10, non-muscle 	407	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0380	0.2264	0.7331	-0.23	-0.26	0.66	2005, '07, '09, '11
Usp6nl	ENSMUST00000114937.2	USP6 N-terminal like 	666	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0323	0.2095	0.8754	-0.23	-0.24	0.80	2007, '09, '11
Pgrmc2	ENSMUST00000058578.7	progesterone receptor membrane component 2 	2661	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0080	0.0562	0.3045	-0.22	-0.22	0.77	2005, '07, '11
Zfyve20	ENSMUST00000014694.8	zinc finger, FYVE domain containing 20 	111	1	0	0	1	1	0	0	1	0	mmu-miR-142a-3p.1	0.0255	0.1740	0.8357	-0.22	-0.23	0.65	2007, '09, '11
Ptbp3	ENSMUST00000030076.6	polypyrimidine tract binding protein 3 	2804	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0570	0.3043	0.8623	-0.22	-0.30	< 0.1	2007, '11
Ipo7	ENSMUST00000084731.3	importin 7 	920	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0365	0.2380	1.0051	-0.22	-0.22	0.84	NULL
Tmem110	ENSMUST00000006701.5	transmembrane protein 110 	856	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0155	0.1044	0.4628	-0.21	-0.21	0.82	2007, '09, '11
Pafah1b2	ENSMUST00000172450.1	platelet-activating factor acetylhydrolase, isoform 1b, subunit 2 	1528	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0047	0.0338	0.2127	-0.21	-0.21	0.72	2005, '07, '09, '11
Gab1	ENSMUST00000034150.8	growth factor receptor bound protein 2-associated protein 1 	699	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0111	0.0780	0.4200	-0.21	-0.21	0.60	2005, '07, '09, '11
Atf2	ENSMUST00000112010.3	activating transcription factor 2 	919	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0128	0.0890	0.4706	-0.21	-0.28	0.84	2009, '11
Ccdc6	ENSMUST00000147545.2	coiled-coil domain containing 6 	920	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0237	0.1565	0.6703	-0.21	-0.21	0.73	2005, '07, '09, '11
Acvr2a	ENSMUST00000063886.3	activin receptor IIA 	293	1	1	0	0	1	0	0	1	0	mmu-miR-142a-3p.1	0.0423	0.2532	0.8969	-0.21	-0.47	0.48	2007, '09, '11
Jmjd1c	ENSMUST00000051446.10	jumonji domain containing 1C 	1060	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0201	0.1336	0.5919	-0.21	-0.23	0.67	2005, '07, '11
Tirap	ENSMUST00000175765.2	toll-interleukin 1 receptor (TIR) domain-containing adaptor protein 	257	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0206	0.1354	0.5580	-0.21	-0.21	0.24	2005, '07, '09, '11
Zfp654	ENSMUST00000052588.4	zinc finger protein 654 	465	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0198	0.1335	0.6172	-0.21	-0.21	0.36	2009, '11
Egr2	ENSMUST00000048289.8	early growth response 2 	23	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0292	0.1820	0.6218	-0.21	-0.21	0.28	2005, '07, '09, '11
Sik2	ENSMUST00000176824.2	salt inducible kinase 2 	96	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0279	0.1765	0.6685	-0.20	-0.28	0.79	2007, '09, '11
Lmo3	ENSMUST00000162772.2	LIM domain only 3 	6	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0226	0.1457	0.5575	-0.20	-0.20	0.47	2005, '07, '09, '11
Fbxo45	ENSMUST00000042732.5	F-box protein 45 	111	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0318	0.1925	0.6156	-0.20	-0.22	0.59	2009, '11
Pmaip1	ENSMUST00000025399.7	phorbol-12-myristate-13-acetate-induced protein 1 	1268	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0074	0.0536	0.3537	-0.20	-0.20	0.43	2005, '07, '09, '11
Rbms1	ENSMUST00000028347.7	RNA binding motif, single stranded interacting protein 1 	13703	1	0	0	1	0	0	0	0	1	mmu-miR-142a-3p.1	0.0229	0.1581	0.8166	-0.20	-0.20	0.65	NULL
Wiz	ENSMUST00000087703.6	widely-interspaced zinc finger motifs 	184	1	1	0	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0134	0.0914	0.4277	-0.20	-0.22	0.76	2009, '11
Zdhhc9	ENSMUST00000037960.5	zinc finger, DHHC domain containing 9 	123	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0403	0.2351	0.6946	-0.20	-0.22	0.22	2005, '07, '09, '11
Foxo1	ENSMUST00000053764.5	forkhead box O1 	835	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0067	0.0476	0.2775	-0.20	-0.20	0.43	2007, '09, '11
Lats1	ENSMUST00000165952.2	large tumor suppressor 	1908	1	0	1	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0257	0.1727	0.8100	-0.20	-0.21	0.75	2009, '11
Edem3	ENSMUST00000059498.6	ER degradation enhancer, mannosidase alpha-like 3 	1130	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0544	0.3014	0.8041	-0.19	-0.19	0.70	2007, '09, '11
Tesk2	ENSMUST00000045542.7	testis-specific kinase 2 	239	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0115	0.0791	0.3884	-0.19	-0.19	0.60	2005, '07, '09, '11
Slc25a22	ENSMUST00000106007.4	solute carrier family 25 (mitochondrial carrier, glutamate), member 22 	334	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0205	0.1319	0.4978	-0.19	-0.22	0.57	2007, '09, '11
Zfp91	ENSMUST00000038627.8	zinc finger protein 91 	823	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0441	0.2622	0.8568	-0.19	-0.20	0.53	2005, '07, '09, '11
Spred1	ENSMUST00000028829.7	sprouty protein with EVH-1 domain 1, related sequence 	1322	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0142	0.0984	0.5049	-0.19	-0.21	0.31	2005, '07
Nfib	ENSMUST00000107245.3	nuclear factor I/B 	2888	1	0	0	1	0	0	0	0	1	mmu-miR-142a-3p.1	0.0433	0.2895	1.2854	-0.18	-0.18	0.52	2007, '09, '11
Adcy9	ENSMUST00000117801.2	adenylate cyclase 9 	694	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0273	0.1750	0.6826	-0.18	-0.19	0.71	2005, '07
Ccdc120	ENSMUST00000033490.7	coiled-coil domain containing 120 	22	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0286	0.1794	0.6602	-0.18	-0.22	0.31	2007, '09, '11
Dusp16	ENSMUST00000100857.4	dual specificity phosphatase 16 	227	1	1	0	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0599	0.3172	0.8187	-0.18	-0.21	< 0.1	2009, '11
Otp	ENSMUST00000022195.11	orthopedia homolog (Drosophila) 	6	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0259	0.1662	0.6395	-0.18	-0.18	< 0.1	2005, '07
Clock	ENSMUST00000075159.1	circadian locomotor output cycles kaput 	748	1	1	0	0	1	0	0	1	1	mmu-miR-142a-3p.1	0.0377	0.2465	1.1251	-0.18	-0.25	0.83	NULL
Slc6a11	ENSMUST00000032451.7	solute carrier family 6 (neurotransmitter transporter, GABA), member 11 	5	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0672	0.3487	0.8171	-0.18	-0.18	0.14	2009, '11
Traf3	ENSMUST00000117269.2	TNF receptor-associated factor 3 	465	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0168	0.1103	0.4496	-0.17	-0.20	0.78	2009, '11
Clcn5	ENSMUST00000004428.8	chloride channel 5 	504	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0268	0.1741	0.7134	-0.17	-0.18	0.64	2005, '07, '09, '11
Golga1	ENSMUST00000112850.3	golgi autoantigen, golgin subfamily a, 1 	215	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0357	0.2244	0.8899	-0.17	-0.25	0.42	2007, '09, '11
Akirin2	ENSMUST00000084299.5	akirin 2 	4770	1	0	0	1	0	0	0	0	1	mmu-miR-142a-3p.1	0.0097	0.0655	0.3000	-0.16	-0.28	0.84	2009, '11
Ppp3ca	ENSMUST00000070198.8	protein phosphatase 3, catalytic subunit, alpha isoform 	3228	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0171	0.1173	0.5749	-0.16	-0.16	0.55	2005, '07
Slc30a7	ENSMUST00000067485.3	solute carrier family 30 (zinc transporter), member 7 	257	1	0	0	1	1	0	0	1	0	mmu-miR-142a-3p.1	0.0119	0.0838	0.4649	-0.16	-0.22	0.48	2007, '09, '11
Zbtb37	ENSMUST00000171748.2	zinc finger and BTB domain containing 37 	40	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0394	0.1803	0.3987	-0.16	-0.48	0.17	2009, '11
Plxnd1	ENSMUST00000015511.9	plexin D1 	87	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0218	0.1407	0.5556	-0.16	-0.18	0.44	2005, '07, '09, '11
Zeb1	ENSMUST00000025081.6	zinc finger E-box binding homeobox 1 	954	1	0	0	1	0	0	0	0	1	mmu-miR-142a-3p.1	0.0185	0.1296	0.7172	-0.16	-0.16	0.65	2007, '09, '11
Zfr	ENSMUST00000122941.2	zinc finger RNA binding protein 	2038	1	0	0	1	1	0	0	1	0	mmu-miR-142a-3p.1	0.0142	0.0987	0.5239	-0.15	-0.27	0.83	2005, '07, '09, '11
Acbd3	ENSMUST00000027780.4	acyl-Coenzyme A binding domain containing 3 	1131	1	0	0	1	1	0	0	1	0	mmu-miR-142a-3p.1	0.0037	0.0268	0.1730	-0.15	-0.16	0.53	2005, '07, '09, '11
Rreb1	ENSMUST00000128570.2	ras responsive element binding protein 1 	109	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0297	0.1858	0.6845	-0.15	-0.18	0.53	2011
Nol4l	ENSMUST00000035346.8	nucleolar protein 4-like 	84	1	0	0	1	1	0	0	1	0	mmu-miR-142a-3p.1	0.0279	0.1866	0.8313	-0.15	-0.19	0.28	2007, '09, '11
Tbl1xr1	ENSMUST00000063988.8	transducin (beta)-like 1X-linked receptor 1 	1196	1	0	0	1	0	0	0	0	1	mmu-miR-142a-3p.1	0.0303	0.2025	0.9397	-0.15	-0.16	0.42	2005, '07, '09, '11
Lrp1b	ENSMUST00000052550.7	low density lipoprotein-related protein 1B (deleted in tumors) 	5	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0166	0.1131	0.5417	-0.15	-0.15	0.55	2005, '07
Zfp827	ENSMUST00000119254.2	zinc finger protein 827 	119	1	0	0	1	2	1	0	1	0	mmu-miR-142a-3p.1	0.0718	0.4033	1.3609	-0.15	-0.17	< 0.1	2009, '11
Nr3c1	ENSMUST00000115567.2	nuclear receptor subfamily 3, group C, member 1 	3767	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0124	0.0888	0.5300	-0.14	-0.14	0.64	2005, '07, '09, '11
Zbtb10	ENSMUST00000155203.1	zinc finger and BTB domain containing 10 	220	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0239	0.1585	0.7131	-0.14	-0.19	0.75	2011
Tead1	ENSMUST00000059768.11	TEA domain family member 1 	731	1	1	0	0	2	0	1	1	0	mmu-miR-142a-3p.1	0.0689	0.4160	1.4577	-0.14	-0.15	< 0.1	2005, '07, '11
