Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Snap25	ENSMUST00000028727.5	synaptosomal-associated protein 25 	27	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0180	0.1195	0.5027	-0.35	-0.35	0.84	2005, '07, '09, '11
Trim2	ENSMUST00000107692.2	tripartite motif-containing 2 	601	2	1	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0568	0.3592	1.3913	-0.35	-0.39	0.94	2005, '07, '09, '11
Ppp4r2	ENSMUST00000063854.4	protein phosphatase 4, regulatory subunit 2 	1441	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0277	0.1756	0.6481	-0.35	-0.36	0.85	2009, '11
Kalrn	ENSMUST00000114963.2	kalirin, RhoGEF kinase 	167	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0230	0.1506	0.6208	-0.35	-0.36	0.87	2005, '07, '11
Mgat4a	ENSMUST00000151952.2	mannoside acetylglucosaminyltransferase 4, isoenzyme A 	164	1	0	1	0	1	0	0	1	3	mmu-miR-1a-3p	0.0576	0.3465	1.2537	-0.35	-0.36	0.87	2005, '07, '09, '11
Glcci1	ENSMUST00000064285.9	glucocorticoid induced transcript 1 	423	2	0	1	1	0	0	0	0	0	mmu-miR-1a-3p	0.0369	0.2430	1.0000	-0.35	-0.35	0.87	2005, '07, '09, '11
Xpo6	ENSMUST00000168189.2	exportin 6 	194	2	0	0	2	0	0	0	0	0	mmu-miR-1a-3p	0.0280	0.1896	0.8658	-0.35	-0.35	0.93	2005, '07, '09, '11
Hs3st3b1	ENSMUST00000094103.3	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 	907	1	1	0	0	1	0	1	0	0	mmu-miR-206-3p	0.0431	0.2638	0.9334	-0.35	-0.35	0.93	2005, '07, '09, '11
Cltc	ENSMUST00000103186.5	clathrin, heavy polypeptide (Hc) 	5689	2	0	1	1	1	0	1	0	0	mmu-miR-1a-3p	0.0238	0.1610	0.7578	-0.35	-0.45	0.97	2005, '07, '09, '11
Wdr48	ENSMUST00000036561.6	WD repeat domain 48 	1058	1	1	0	0	0	0	0	0	0	mmu-miR-206-3p	0.0454	0.2616	0.7486	-0.34	-0.34	0.66	2005, '07, '09, '11
Otx2	ENSMUST00000118578.2	orthodenticle homolog 2 	244	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0254	0.1615	0.5911	-0.34	-0.34	0.51	2005, '07, '09, '11
Gpd2	ENSMUST00000169687.2	glycerol phosphate dehydrogenase 2, mitochondrial 	6529	1	1	0	0	0	0	0	0	1	mmu-miR-206-3p	0.0525	0.2992	0.8854	-0.34	-0.34	0.79	2005, '07, '11
Fam155a	ENSMUST00000110969.3	family with sequence similarity 155, member A 	5	1	0	1	0	0	0	0	0	0	mmu-miR-206-3p	0.0235	0.1533	0.6284	-0.34	-0.34	0.82	2007, '09, '11
Bag4	ENSMUST00000038498.8	BCL2-associated athanogene 4 	862	1	1	0	0	1	0	0	1	1	mmu-miR-1a-3p	0.0256	0.1725	0.7864	-0.34	-0.36	< 0.1	2005, '07, '09, '11
Cap1	ENSMUST00000106255.2	CAP, adenylate cyclase-associated protein 1 (yeast) 	2283	1	0	0	1	2	0	0	2	1	mmu-miR-206-3p	0.0299	0.2094	1.1180	-0.34	-0.34	0.73	2005, '07, '09, '11
Rasa1	ENSMUST00000109552.2	RAS p21 protein activator 1 	2160	1	1	0	0	0	0	0	0	0	mmu-miR-206-3p	0.0342	0.2136	0.7746	-0.34	-0.34	0.80	2005, '07, '09, '11
Fam84a	ENSMUST00000020926.6	family with sequence similarity 84, member A 	107	1	1	0	0	1	0	0	1	6	mmu-miR-1a-3p	0.0573	0.3484	1.2555	-0.34	-0.39	0.89	2005, '07, '09, '11
Zfp597	ENSMUST00000090522.4	zinc finger protein 597 	513	1	1	0	0	1	1	0	0	0	mmu-miR-206-3p	0.0575	0.3588	1.3020	-0.34	-0.35	0.30	2009, '11
Fbp1	ENSMUST00000092888.5	fructose bisphosphatase 1 	32319	1	0	1	0	1	0	1	0	3	mmu-miR-1a-3p	0.0248	0.1579	0.5809	-0.33	-0.37	< 0.1	2005, '07, '09, '11
Hoxb4	ENSMUST00000049241.8	homeobox B4 	163	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0328	0.1947	0.5882	-0.33	-0.40	0.76	2005, '07, '09, '11
D3Bwg0562e	ENSMUST00000061071.8	DNA segment, Chr 3, Brigham & Women's Genetics 0562 expressed 	21	1	1	0	0	1*	0	0	0	0	mmu-miR-1a-3p	0.0497	0.2900	0.9197	-0.33	-0.33	0.76	2007, '09, '11
H3f3b	ENSMUST00000106454.2	H3 histone, family 3B 	1229	1	0	0	1	1	0	0	1	0	mmu-miR-1a-3p	0.0145	0.0998	0.5015	-0.33	-0.37	0.74	2005, '07, '09, '11
Abcb7	ENSMUST00000033695.5	ATP-binding cassette, sub-family B (MDR/TAP), member 7 	2175	1	0	1	0	0	0	0	0	2	mmu-miR-206-3p	0.0627	0.3738	1.3195	-0.33	-0.33	0.72	2005, '07, '09, '11
Hsp90b1	ENSMUST00000020238.8	heat shock protein 90, beta (Grp94), member 1 	181	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0129	0.0874	0.3990	-0.33	-0.37	0.87	2007, '09, '11
Hmgn1	ENSMUST00000050884.8	high mobility group nucleosomal binding domain 1 	405	1	0	1	0	0	0	0	0	0	mmu-miR-206-3p	0.0216	0.1402	0.5471	-0.33	-0.33	0.83	2005, '07, '09, '11
Slc25a23	ENSMUST00000040280.8	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 	107	1	1	0	0	2	0	2	0	0	mmu-miR-206-3p	0.0501	0.3179	1.2745	-0.33	-0.36	< 0.1	2005, '07, '09, '11
Ap1s1	ENSMUST00000111080.2	adaptor protein complex AP-1, sigma 1 	1285	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0229	0.1476	0.5605	-0.32	-0.33	0.48	2009, '11
Slc10a7	ENSMUST00000034111.8	solute carrier family 10 (sodium/bile acid cotransporter family), member 7 	233	1	1	0	0	2	0	1	1	3	mmu-miR-206-3p	0.0606	0.4111	1.9456	-0.32	-0.36	0.41	2007, '09, '11
Fam73b	ENSMUST00000077977.8	family with sequence similarity 73, member B 	1070	2	1	1	0	1	1	0	0	0	mmu-miR-1a-3p	0.0504	0.3013	1.0065	-0.32	-0.35	0.17	2005, '07, '09, '11
Mrpl35	ENSMUST00000065103.2	mitochondrial ribosomal protein L35 	3806	1	0	1	0	1	0	0	1	0	mmu-miR-1a-3p	0.0190	0.1252	0.5155	-0.32	-0.33	0.21	2005, '09, '11
Meox2	ENSMUST00000041183.6	mesenchyme homeobox 2 	16	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0551	0.3025	0.7801	-0.32	-0.40	0.51	2005, '07, '09, '11
Vkorc1l1	ENSMUST00000073945.4	vitamin K epoxide reductase complex, subunit 1-like 1 	1759	1	0	1	0	1	0	1	0	0	mmu-miR-1a-3p	0.0425	0.2740	1.0937	-0.32	-0.37	0.85	NULL
Wdr61	ENSMUST00000130368.2	WD repeat domain 61 	3199	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0091	0.0635	0.3336	-0.32	-0.32	0.16	2005, '07, '09, '11
Slc37a3	ENSMUST00000090243.4	solute carrier family 37 (glycerol-3-phosphate transporter), member 3 	452	1	1	0	0	0	0	0	0	1	mmu-miR-1a-3p	0.0313	0.1946	0.6726	-0.32	-0.32	0.78	2005, '07, '09, '11
Tnks2	ENSMUST00000025729.6	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2 	2827	2	1	0	1	0	0	0	0	0	mmu-miR-206-3p	0.0331	0.2087	0.7990	-0.32	-0.35	0.95	2005, '07, '11
Helz2	ENSMUST00000108831.2	helicase with zinc finger 2, transcriptional coactivator 	746	1	1	0	0	1	0	1	0	0	mmu-miR-206-3p	0.0956	0.4985	1.4187	-0.32	-0.32	0.28	2007, '09, '11
Usp33	ENSMUST00000026507.7	ubiquitin specific peptidase 33 	711	1	0	1	0	0	0	0	0	0	mmu-miR-206-3p	0.0572	0.3097	0.7682	-0.32	-0.32	0.50	2005, '07, '09, '11
Klhl5	ENSMUST00000101192.3	kelch-like 5 	2328	1	0	1	0	3	0	0	3	0	mmu-miR-1a-3p	0.0183	0.1279	0.6899	-0.32	-0.36	0.52	2005, '07, '09, '11
Ninj1	ENSMUST00000049022.9	ninjurin 1 	3644	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0080	0.0566	0.3069	-0.32	-0.32	< 0.1	2007, '09, '11
Sec22b	ENSMUST00000029476.3	SEC22 vesicle trafficking protein homolog B (S. cerevisiae) 	1403	1	0	1	0	0	0	0	0	1	mmu-miR-206-3p	0.0125	0.0870	0.4561	-0.32	-0.34	0.86	2007, '09, '11
Smap1	ENSMUST00000027339.8	small ArfGAP 1 	246	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0187	0.1236	0.5103	-0.32	-0.32	0.69	2005, '07, '09, '11
Mxd1	ENSMUST00000001184.7	MAX dimerization protein 1 	98	1	1	0	0	0	0	0	0	1	mmu-miR-1a-3p	0.0217	0.1471	0.6942	-0.31	-0.32	0.90	2007, '09, '11
Pik3c2a	ENSMUST00000170430.1	phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide 	863	2	0	0	2	0	0	0	0	0	mmu-miR-1a-3p	0.0567	0.3491	1.2807	-0.31	-0.32	0.69	2009, '11
Zfp580	ENSMUST00000069324.5	zinc finger protein 580 	110	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0376	0.2190	0.6299	-0.31	-0.35	0.31	2011
Gas2l1	ENSMUST00000056649.7	growth arrest-specific 2 like 1 	1070	1	0	1	0	1	0	0	1	0	mmu-miR-206-3p	0.0123	0.0876	0.5053	-0.31	-0.31	0.48	2005, '07, '09, '11
D15Ertd621e	ENSMUST00000037270.3	DNA segment, Chr 15, ERATO Doi 621, expressed 	2211	1	0	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0465	0.3106	1.4068	-0.31	-0.34	0.79	2009, '11
Yipf5	ENSMUST00000025364.4	Yip1 domain family, member 5 	128	1	0	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0240	0.1584	0.6814	-0.31	-0.31	0.37	2005, '07, '09, '11
Fubp1	ENSMUST00000166984.2	far upstream element (FUSE) binding protein 1 	4018	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0166	0.1114	0.4951	-0.31	-0.31	0.90	2005, '07, '09, '11
Atp6v1a	ENSMUST00000114666.3	ATPase, H+ transporting, lysosomal V1 subunit A 	293	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0385	0.2321	0.7551	-0.31	-0.31	0.85	2005, '07, '09, '11
Galr1	ENSMUST00000065224.6	galanin receptor 1 	5	1	1	0	0	0	0	0	0	0	mmu-miR-206-3p	0.0425	0.2513	0.7802	-0.31	-0.31	< 0.1	2005, '07, '09, '11
Azin1	ENSMUST00000110328.2	antizyme inhibitor 1 	8613	1	1	0	0	0	0	0	0	1	mmu-miR-1a-3p	0.0307	0.1968	0.7728	-0.30	-0.30	0.81	2005, '07, '09, '11
Zfp280d	ENSMUST00000183410.2	zinc finger protein 280D 	2049	1	1	0	0	0	0	0	0	1	mmu-miR-1a-3p	0.0714	0.3827	1.0335	-0.30	-0.30	0.12	2009, '11
Fbxo33	ENSMUST00000043204.7	F-box protein 33 	40	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0418	0.2514	0.8485	-0.30	-0.34	0.89	2005, '07, '09, '11
Uhrf1bp1l	ENSMUST00000020112.5	UHRF1 (ICBP90) binding protein 1-like 	1527	1	1	0	0	1	0	1	0	2	mmu-miR-206-3p	0.0632	0.3759	1.2581	-0.30	-0.38	< 0.1	2011
Fndc3b	ENSMUST00000046157.4	fibronectin type III domain containing 3B 	367	1	1	0	0	0	0	0	0	1	mmu-miR-206-3p	0.0482	0.2930	1.0686	-0.30	-0.32	0.89	2005, '07, '09, '11
Syt1	ENSMUST00000105276.2	synaptotagmin I 	88	2	0	0	2	1	0	1	0	2	mmu-miR-206-3p	0.0396	0.2774	1.4993	-0.30	-0.30	0.85	2005, '07, '09, '11
Dcaf12l1	ENSMUST00000115056.1	DDB1 and CUL4 associated factor 12-like 1 	268	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0481	0.2730	0.7547	-0.30	-0.30	0.13	2007, '09, '11
Avl9	ENSMUST00000031805.8	AVL9 homolog (S. cerevisiase) 	569	1	1	0	0	1	0	0	1	2	mmu-miR-206-3p	0.0829	0.5160	1.9346	-0.30	-0.32	0.60	2011
Cdk14	ENSMUST00000115451.2	cyclin-dependent kinase 14 	1436	2	1	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0563	0.3505	1.2264	-0.30	-0.30	0.57	2007, '09, '11
Thbs1	ENSMUST00000039559.8	thrombospondin 1 	8506	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0713	0.3821	1.0586	-0.30	-0.30	0.63	2005, '07, '09, '11
Zfp36	ENSMUST00000051241.5	zinc finger protein 36 	247	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0080	0.0565	0.3069	-0.30	-0.30	< 0.1	2005, '07, '09, '11
Calm2	ENSMUST00000040440.6	calmodulin 2 	2119	1	0	0	1	0	0	0	0	1	mmu-miR-1a-3p	0.0149	0.1052	0.5950	-0.30	-0.30	0.65	2005, '07, '09, '11
Fgf4	ENSMUST00000060336.4	fibroblast growth factor 4 	108	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0161	0.1080	0.4698	-0.30	-0.30	0.87	2009, '11
Igf1	ENSMUST00000105300.3	insulin-like growth factor 1 	5701	1	1	0	0	0	0	0	0	2	mmu-miR-1a-3p	0.0655	0.3539	0.9629	-0.29	-0.56	0.92	2005, '07, '09, '11
Picalm	ENSMUST00000049537.7	phosphatidylinositol binding clathrin assembly protein 	4004	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0182	0.1216	0.5386	-0.29	-0.29	0.85	2005, '07, '09, '11
Zfp800	ENSMUST00000115320.2	zinc finger protein 800 	257	1	0	1	0	1	0	0	1	0	mmu-miR-1a-3p	0.0165	0.1120	0.5252	-0.29	-0.29	0.72	2009, '11
Dnajc6	ENSMUST00000106930.2	DnaJ (Hsp40) homolog, subfamily C, member 6 	55	1	1	0	0	1	0	0	1	0	mmu-miR-1a-3p	0.0250	0.1745	0.9390	-0.29	-0.30	0.59	2005, '07, '09, '11
Srsf1	ENSMUST00000079866.5	serine/arginine-rich splicing factor 1 	3442	1	0	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0190	0.1311	0.6718	-0.29	-0.29	0.86	2007, '09, '11
Gm7964	ENSMUST00000051522.9	predicted gene 7964 	31	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0149	0.1008	0.4530	-0.29	-0.29	0.53	NULL
Mtpn	ENSMUST00000031866.5	myotrophin 	7888	1	0	0	1	1	0	0	1	1	mmu-miR-1a-3p	0.0375	0.2468	1.0687	-0.29	-0.30	0.44	2005, '07, '09, '11
Arhgap21	ENSMUST00000114594.2	Rho GTPase activating protein 21 	2173	1	0	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0257	0.1790	0.9430	-0.29	-0.29	0.74	2005, '07, '09, '11
Lmbr1	ENSMUST00000055195.5	limb region 1 	352	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0113	0.0787	0.4113	-0.28	-0.28	0.87	2007, '09, '11
Nrp1	ENSMUST00000026917.8	neuropilin 1 	2108	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0359	0.2109	0.6251	-0.28	-0.33	0.93	2005, '07, '11
Sfxn5	ENSMUST00000045846.6	sideroflexin 5 	131	1	0	1	0	1	1	0	0	1	mmu-miR-1a-3p	0.0450	0.2975	1.3158	-0.28	-0.28	0.51	2005, '07, '09, '11
Trhde	ENSMUST00000061632.7	TRH-degrading enzyme 	58	1	0	1	0	1	1	0	0	1	mmu-miR-1a-3p	0.0545	0.3327	1.1352	-0.28	-0.31	0.34	2005, '07, '09, '11
Dlg4	ENSMUST00000108589.3	discs, large homolog 4 (Drosophila) 	106	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0321	0.2007	0.7263	-0.28	-0.28	0.88	2005, '07, '09, '11
Grk6	ENSMUST00000001115.9	G protein-coupled receptor kinase 6 	8007	1	1	0	0	0	0	0	0	1	mmu-miR-1a-3p	0.0447	0.2619	0.8042	-0.28	-0.28	< 0.1	2005, '07, '09, '11
Nck2	ENSMUST00000086421.5	non-catalytic region of tyrosine kinase adaptor protein 2 	252	1	0	1	0	1*	0	0	0	0	mmu-miR-1a-3p	0.0079	0.0558	0.3035	-0.28	-0.28	0.85	2005, '07, '09, '11
Jund	ENSMUST00000095267.4	jun D proto-oncogene 	2415	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0078	0.0549	0.2987	-0.28	-0.28	0.78	2005, '07, '09, '11
Knop1	ENSMUST00000106550.4	lysine rich nucleolar protein 1 	1067	1	1	0	0	3	1	0	2	0	mmu-miR-206-3p	0.0450	0.2852	1.0960	-0.28	-0.44	< 0.1	2007, '09, '11
Kdsr	ENSMUST00000010049.5	3-ketodihydrosphingosine reductase 	732	1	1	0	0	2	0	1	1	1	mmu-miR-1a-3p	0.0439	0.2825	1.1251	-0.28	-0.41	< 0.1	2007, '09, '11
Sox17	ENSMUST00000027035.4	SRY (sex determining region Y)-box 17 	343	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0317	0.1801	0.5125	-0.28	-0.47	< 0.1	2007, '09, '11
Rab43	ENSMUST00000078647.5	RAB43, member RAS oncogene family 	1244	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0205	0.1338	0.5331	-0.28	-0.28	0.62	2007, '09, '11
Hnrnpk	ENSMUST00000116403.3	heterogeneous nuclear ribonucleoprotein K 	14906	1	0	1	0	1	0	1	0	1	mmu-miR-1a-3p	0.0150	0.1013	0.4546	-0.27	-0.37	0.84	2007, '09, '11
Hspe1	ENSMUST00000075242.6	heat shock protein 1 (chaperonin 10) 	9027	1	0	0	1	0	0	0	0	0	mmu-miR-206-3p	0.0044	0.0314	0.1939	-0.27	-0.27	0.73	2005, '07, '09, '11
Vegfa	ENSMUST00000024747.8	vascular endothelial growth factor A 	3158	1	0	1	0	0	0	0	0	2	mmu-miR-206-3p	0.0243	0.1574	0.6452	-0.27	-0.32	0.57	2007, '09, '11
Rsbn1	ENSMUST00000106806.1	rosbin, round spermatid basic protein 1 	1150	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0181	0.1203	0.5191	-0.27	-0.27	0.87	2005, '07, '09, '11
Pde7a	ENSMUST00000099195.4	phosphodiesterase 7A 	1238	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0429	0.2362	0.6304	-0.27	-0.37	0.87	2009, '11
Slc25a22	ENSMUST00000106007.4	solute carrier family 25 (mitochondrial carrier, glutamate), member 22 	334	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0159	0.1069	0.4687	-0.27	-0.27	0.79	2005, '07, '09, '11
Slc35f1	ENSMUST00000105473.2	solute carrier family 35, member F1 	37	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0254	0.1611	0.5902	-0.27	-0.29	0.73	2007, '09, '11
Glis2	ENSMUST00000014447.7	GLIS family zinc finger 2 	406	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0167	0.1116	0.4873	-0.27	-0.27	0.92	2007, '09, '11
Slc29a3	ENSMUST00000119595.2	solute carrier family 29 (nucleoside transporters), member 3 	72	2	2	0	0	0	0	0	0	1	mmu-miR-206-3p	0.0670	0.4224	1.5590	-0.27	-0.28	0.23	2007, '09, '11
Gata6	ENSMUST00000047762.7	GATA binding protein 6 	407	1	0	1	0	0	0	0	0	2	mmu-miR-1a-3p	0.0294	0.1856	0.6773	-0.27	-0.27	0.47	2005, '07, '09, '11
Stard7	ENSMUST00000110375.3	START domain containing 7 	3996	1	1	0	0	0	0	0	0	0	mmu-miR-206-3p	0.0298	0.1848	0.6262	-0.27	-0.27	0.40	2005, '07, '09, '11
Arid2	ENSMUST00000096250.4	AT rich interactive domain 2 (ARID, RFX-like) 	2256	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0247	0.1697	0.8268	-0.27	-0.27	0.87	2005, '07, '09, '11
Coro1b	ENSMUST00000008893.8	coronin, actin binding protein 1B 	281	1	0	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0246	0.1562	0.5636	-0.27	-0.29	0.49	2005, '07, '09, '11
Nfatc3	ENSMUST00000109308.1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 	217	2	1	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0594	0.3152	0.8445	-0.27	-0.35	0.97	2009, '11
Ankib1	ENSMUST00000043551.6	ankyrin repeat and IBR domain containing 1 	1535	1	0	1	0	1	0	1	0	0	mmu-miR-1a-3p	0.0449	0.2759	0.9993	-0.27	-0.30	0.85	2009, '11
Vamp2	ENSMUST00000117780.1	vesicle-associated membrane protein 2 	828	2	0	2	0	0	0	0	0	0	mmu-miR-206-3p	0.0263	0.1760	0.7752	-0.27	-0.33	0.59	2005, '07, '09, '11
Cdk9	ENSMUST00000009699.10	cyclin-dependent kinase 9 (CDC2-related kinase) 	801	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0121	0.0832	0.4013	-0.27	-0.27	0.41	2005, '07, '09, '11
Atf2	ENSMUST00000112010.3	activating transcription factor 2 	919	1	1	0	0	0	0	0	0	1	mmu-miR-1a-3p	0.0492	0.2670	0.6899	-0.27	-0.33	0.93	2009, '11
Hdgfrp3	ENSMUST00000107305.2	hepatoma-derived growth factor, related protein 3 	251	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0090	0.0632	0.3532	-0.27	-0.27	0.86	2005, '07, '09, '11
Lrrfip1	ENSMUST00000097649.4	leucine rich repeat (in FLII) interacting protein 1 	2679	1	1	0	0	1	0	0	1	0	mmu-miR-206-3p	0.0499	0.2938	0.9376	-0.27	-0.27	< 0.1	2005, '07, '09, '11
Kank4	ENSMUST00000102790.3	KN motif and ankyrin repeat domains 4 	15	1	0	1	0	0	0	0	0	2	mmu-miR-1a-3p	0.0290	0.1888	0.7928	-0.27	-0.27	0.80	2007, '09, '11
Tacr1	ENSMUST00000032122.8	tachykinin receptor 1 	8	1	1	0	0	1	0	1	0	2	mmu-miR-206-3p	0.0547	0.3535	1.4311	-0.27	-0.27	0.24	2005, '07, '09, '11
Pank3	ENSMUST00000018990.7	pantothenate kinase 3 	3244	1	0	1	0	0	0	0	0	3	mmu-miR-1a-3p	0.0436	0.2934	1.3864	-0.26	-0.28	0.81	2009, '11
Spred1	ENSMUST00000028829.7	sprouty protein with EVH-1 domain 1, related sequence 	1322	1	1	0	0	1	0	1	0	0	mmu-miR-1a-3p	0.0214	0.1479	0.7468	-0.26	-0.27	0.76	2005, '07, '09, '11
Utrn	ENSMUST00000076817.4	utrophin 	3257	1	0	1	0	1	0	1	0	0	mmu-miR-206-3p	0.0342	0.2087	0.6863	-0.26	-0.35	0.72	2007, '09, '11
Slc25a36	ENSMUST00000085206.5	solute carrier family 25, member 36 	885	1	0	1	0	0	0	0	0	2	mmu-miR-206-3p	0.0479	0.3030	1.2068	-0.26	-0.39	0.87	NULL
Blcap	ENSMUST00000109528.3	bladder cancer associated protein homolog (human) 	22	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0078	0.0549	0.3004	-0.26	-0.26	0.76	2005, '07, '09, '11
Mecom	ENSMUST00000166001.2	MDS1 and EVI1 complex locus 	41	1	0	1	0	1*	0	0	0	2	mmu-miR-1a-3p	0.0358	0.2275	0.9195	-0.26	-0.30	0.87	2011
Lcor	ENSMUST00000067795.6	ligand dependent nuclear receptor corepressor 	127	2	0	2	0	0	0	0	0	0	mmu-miR-1a-3p	0.0374	0.2314	0.8654	-0.26	-0.37	0.96	NULL
Ubr5	ENSMUST00000110336.2	ubiquitin protein ligase E3 component n-recognin 5 	901	1	0	1	0	2	1	0	1	1	mmu-miR-1a-3p	0.0327	0.2140	0.9364	-0.26	-0.34	0.87	2007, '09, '11
Plekho2	ENSMUST00000068944.7	pleckstrin homology domain containing, family O member 2 	49	1	0	1	0	1	0	1	0	0	mmu-miR-1a-3p	0.0325	0.2157	0.9278	-0.26	-0.26	0.85	2007, '09, '11
Pde4b	ENSMUST00000106908.3	phosphodiesterase 4B, cAMP specific 	2029	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0173	0.1150	0.4935	-0.26	-0.26	0.49	2005, '07, '09, '11
Rnf111	ENSMUST00000034739.6	ring finger 111 	253	1	0	1	0	0	0	0	0	1	mmu-miR-206-3p	0.0164	0.1147	0.6061	-0.26	-0.27	0.81	2007, '09, '11
Hspd1	ENSMUST00000027123.9	heat shock protein 1 (chaperonin) 	44	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0182	0.1162	0.4280	-0.26	-0.37	0.85	2005, '07, '09, '11
Fbln2	ENSMUST00000041544.7	fibulin 2 	4477	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0443	0.2551	0.7203	-0.26	-0.26	< 0.1	2005, '07, '09, '11
Smek2	ENSMUST00000020755.6	SMEK homolog 2, suppressor of mek1 (Dictyostelium) 	1618	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0172	0.1173	0.5730	-0.26	-0.26	0.92	2005, '11
Ttc7b	ENSMUST00000062957.6	tetratricopeptide repeat domain 7B 	133	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0132	0.0900	0.4217	-0.26	-0.29	0.76	2005, '07, '11
Prlr	ENSMUST00000124470.2	prolactin receptor 	195	1	1	0	0	3	1	1	1	1	mmu-miR-1a-3p	0.1128	0.6703	2.2902	-0.26	-0.26	< 0.1	2005, '07, '11
Arfip1	ENSMUST00000098990.4	ADP-ribosylation factor interacting protein 1 	2628	1	0	1	0	1	0	1	0	1	mmu-miR-1a-3p	0.0164	0.1147	0.6069	-0.26	-0.30	0.87	2007, '09, '11
Bach2	ENSMUST00000171600.1	BTB and CNC homology 2 	72	2	1	1	0	2	0	1	1	0	mmu-miR-206-3p	0.0525	0.3524	1.5881	-0.25	-0.27	0.85	2005, '07, '09, '11
Mex3c	ENSMUST00000091852.4	mex3 homolog C (C. elegans) 	152	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0326	0.1976	0.6286	-0.25	-0.27	0.87	2007, '09, '11
Zbtb6	ENSMUST00000053098.5	zinc finger and BTB domain containing 6 	405	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0400	0.2467	0.9188	-0.25	-0.29	0.79	2007, '11
Lyve1	ENSMUST00000033050.3	lymphatic vessel endothelial hyaluronan receptor 1 	309	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0302	0.1929	0.7540	-0.25	-0.26	< 0.1	2007, '09, '11
