Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Tshz3	ENSMUST00000021641.7	teashirt zinc finger family member 3 	148	1	0	1	0	0	mmu-miR-574-5p	0.0249	0.1588	0.5991	-0.17	-0.20	< 0.1
Pde5a	ENSMUST00000066728.5	phosphodiesterase 5A, cGMP-specific 	1263	3	0	2	1	1	mmu-miR-574-5p	0.0350	0.2466	1.3693	-0.17	-0.18	< 0.1
Speer4a	ENSMUST00000079447.2	spermatogenesis associated glutamate (E)-rich protein 4a 	5	1	0	0	1	0	mmu-miR-574-5p	0.0072	0.0513	0.3095	-0.17	-0.17	< 0.1
Arpp21	ENSMUST00000111872.3	cyclic AMP-regulated phosphoprotein, 21 	14	1	0	0	1	0	mmu-miR-574-5p	0.0117	0.0811	0.4053	-0.17	-0.17	< 0.1
Lrrn4cl	ENSMUST00000096257.2	LRRN4 C-terminal like 	110	3*	0	0	1	0	mmu-miR-574-5p	0.0081	0.0570	0.3088	-0.17	-0.17	< 0.1
2900026A02Rik	ENSMUST00000050125.8	RIKEN cDNA 2900026A02 gene 	671	2	0	1	1	0	mmu-miR-574-5p	0.0241	0.1596	0.7169	-0.17	-0.23	< 0.1
Ddx6	ENSMUST00000170489.1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6 	585	1	0	1	0	0	mmu-miR-574-5p	0.0201	0.1348	0.6145	-0.17	-0.18	< 0.1
Mex3d	ENSMUST00000105350.1	mex3 homolog D (C. elegans) 	290	1	0	1	0	0	mmu-miR-574-5p	0.0110	0.0758	0.3770	-0.17	-0.18	< 0.1
D030025P21Rik	ENSMUST00000171853.1	RIKEN cDNA D030025P21 gene 	19	1	0	1	0	0	mmu-miR-574-5p	0.0156	0.1051	0.4726	-0.17	-0.17	< 0.1
Fstl4	ENSMUST00000036796.7	follistatin-like 4 	9	4*	0	1	0	1	mmu-miR-574-5p	0.0310	0.2055	0.9366	-0.17	-0.17	< 0.1
Vmn2r30	ENSMUST00000174368.2	vomeronasal 2, receptor 30 	5	1	0	1	0	1	mmu-miR-574-5p	0.0247	0.1737	0.9699	-0.17	-0.17	< 0.1
Serp1	ENSMUST00000029385.7	stress-associated endoplasmic reticulum protein 1 	4897	1	0	1	0	0	mmu-miR-574-5p	0.0056	0.0398	0.2296	-0.17	-0.19	< 0.1
Sesn3	ENSMUST00000034507.7	sestrin 3 	3314	3*	0	1	0	0	mmu-miR-574-5p	0.0155	0.1104	0.6439	-0.17	-0.18	< 0.1
Tceb1	ENSMUST00000188641.1	transcription elongation factor B (SIII), polypeptide 1 	2260	6*	1	0	0	0	mmu-miR-574-5p	0.0184	0.1082	0.3242	-0.17	-0.42	< 0.1
A830018L16Rik	ENSMUST00000135014.2	RIKEN cDNA A830018L16 gene 	49	2	1	0	1	0	mmu-miR-574-5p	0.0240	0.1643	0.8353	-0.17	-0.26	< 0.1
E130309D14Rik	ENSMUST00000100866.2	RIKEN cDNA E130309D14 gene 	39	2	0	1	1	0	mmu-miR-574-5p	0.0163	0.1138	0.6222	-0.17	-0.20	< 0.1
Znrf1	ENSMUST00000171182.2	zinc and ring finger 1 	212	1	1	0	0	0	mmu-miR-574-5p	0.0248	0.1596	0.6155	-0.17	-0.17	< 0.1
Avil	ENSMUST00000026500.6	advillin 	74	1	0	1	0	0	mmu-miR-574-5p	0.0100	0.0693	0.3561	-0.17	-0.17	< 0.1
Tgfbr2	ENSMUST00000061101.5	transforming growth factor, beta receptor II 	1676	1	0	0	1	0	mmu-miR-574-5p	0.0192	0.1310	0.6445	-0.17	-0.18	< 0.1
Rsrc1	ENSMUST00000161726.1	arginine/serine-rich coiled-coil 1 	545	2	0	0	2	0	mmu-miR-574-5p	0.0126	0.0875	0.4703	-0.17	-0.26	< 0.1
Timm23	ENSMUST00000170331.2	translocase of inner mitochondrial membrane 23 	1320	1	0	0	1	1	mmu-miR-574-5p	0.0029	0.0215	0.1480	-0.17	-0.23	< 0.1
Pde4a	ENSMUST00000039413.9	phosphodiesterase 4A, cAMP specific 	988	1	0	1	0	1	mmu-miR-574-5p	0.0151	0.1058	0.5816	-0.17	-0.17	< 0.1
Alx4	ENSMUST00000111254.1	aristaless-like homeobox 4 	37	1	0	1	0	2	mmu-miR-574-5p	0.0269	0.1788	0.8124	-0.17	-0.17	< 0.1
Slc38a6	ENSMUST00000140523.2	solute carrier family 38, member 6 	165	5*	0	0	1	0	mmu-miR-574-5p	0.0166	0.1118	0.5058	-0.17	-0.17	< 0.1
C5ar2	ENSMUST00000098792.4	complement component 5a receptor 2 	10	4*	0	1	0	0	mmu-miR-574-5p	0.0258	0.1698	0.7180	-0.17	-0.17	< 0.1
Ttc24	ENSMUST00000050258.3	tetratricopeptide repeat domain 24 	5	1	0	1	0	0	mmu-miR-574-5p	0.0083	0.0580	0.3126	-0.17	-0.17	< 0.1
Cdk16	ENSMUST00000115364.2	cyclin-dependent kinase 16 	1518	2	0	2	0	1	mmu-miR-574-5p	0.0078	0.0539	0.2907	-0.17	-0.44	< 0.1
Znrf2	ENSMUST00000079869.7	zinc and ring finger 2 	2629	2	0	1	1	0	mmu-miR-574-5p	0.0175	0.1244	0.7299	-0.17	-0.22	< 0.1
Casd1	ENSMUST00000015333.6	CAS1 domain containing 1 	631	1	0	0	1	0	mmu-miR-574-5p	0.0066	0.0468	0.2781	-0.17	-0.19	< 0.1
Ccdc94	ENSMUST00000086869.4	coiled-coil domain containing 94 	655	1	0	1	0	0	mmu-miR-574-5p	0.0097	0.0669	0.3345	-0.17	-0.19	< 0.1
Opalin	ENSMUST00000087176.6	oligodendrocytic myelin paranodal and inner loop protein 	5	1	0	1	0	0	mmu-miR-574-5p	0.0094	0.0670	0.3920	-0.17	-0.17	< 0.1
Lrit1	ENSMUST00000120052.1	leucine-rich repeat, immunoglobulin-like and transmembrane domains 1 	5	1	1	0	0	0	mmu-miR-574-5p	0.0333	0.2086	0.7638	-0.17	-0.17	< 0.1
Irf2	ENSMUST00000034041.7	interferon regulatory factor 2 	780	1	0	1	0	0	mmu-miR-574-5p	0.0168	0.1124	0.4894	-0.17	-0.17	< 0.1
Fgf3	ENSMUST00000105898.1	fibroblast growth factor 3 	7	1	0	1	0	0	mmu-miR-574-5p	0.0197	0.1245	0.4489	-0.17	-0.24	< 0.1
Parm1	ENSMUST00000040576.9	prostate androgen-regulated mucin-like protein 1 	1145	1	0	1	0	0	mmu-miR-574-5p	0.0190	0.1241	0.5076	-0.17	-0.22	< 0.1
Kdm1b	ENSMUST00000037025.9	lysine (K)-specific demethylase 1B 	1094	2	0	0	2	1	mmu-miR-574-5p	0.0156	0.1096	0.6027	-0.17	-0.25	< 0.1
Pkia	ENSMUST00000028999.6	protein kinase inhibitor, alpha 	10819	1	0	0	1	0	mmu-miR-574-5p	0.0128	0.0889	0.4687	-0.17	-0.17	< 0.1
Coro1c	ENSMUST00000004646.7	coronin, actin binding protein 1C 	1410	1	0	0	1	1	mmu-miR-574-5p	0.0092	0.0673	0.4522	-0.17	-0.17	< 0.1
Rad21	ENSMUST00000022927.9	RAD21 homolog (S. pombe) 	396	1	0	1	0	0	mmu-miR-574-5p	0.0088	0.0627	0.3669	-0.17	-0.18	< 0.1
Gucy2e	ENSMUST00000021259.3	guanylate cyclase 2e 	5	2*	0	0	1	1	mmu-miR-574-5p	0.0327	0.2188	1.0290	-0.17	-0.17	< 0.1
4930426L09Rik	ENSMUST00000028069.1	RIKEN cDNA 4930426L09 gene 	15	1	0	0	1	0	mmu-miR-574-5p	0.0120	0.0837	0.4416	-0.17	-0.17	< 0.1
Crat	ENSMUST00000102855.2	carnitine acetyltransferase 	4833	1	0	1	0	1	mmu-miR-574-5p	0.0154	0.1040	0.4652	-0.17	-0.17	< 0.1
Adamts17	ENSMUST00000107478.2	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17 	23	4*	0	1	1	0	mmu-miR-574-5p	0.0198	0.1377	0.7233	-0.17	-0.18	< 0.1
Aaed1	ENSMUST00000021938.9	AhpC/TSA antioxidant enzyme domain containing 1 	1234	4*	1	0	1	0	mmu-miR-574-5p	0.0100	0.0689	0.3668	-0.17	-0.39	< 0.1
Agbl2	ENSMUST00000170320.2	ATP/GTP binding protein-like 2 	78	1	0	0	1	0	mmu-miR-574-5p	0.0156	0.1104	0.6278	-0.17	-0.17	< 0.1
Foxo6	ENSMUST00000102656.3	forkhead box O6 	14	1	0	1	0	0	mmu-miR-574-5p	0.0097	0.0676	0.3547	-0.17	-0.17	< 0.1
Sparc	ENSMUST00000018737.7	secreted acidic cysteine rich glycoprotein 	4861	3*	1	0	1	1	mmu-miR-574-5p	0.0079	0.0572	0.3589	-0.17	-0.53	< 0.1
Tgfbrap1	ENSMUST00000095014.2	transforming growth factor, beta receptor associated protein 1 	163	3*	0	1	0	1	mmu-miR-574-5p	0.0151	0.1047	0.5443	-0.17	-0.24	< 0.1
Zc3h13	ENSMUST00000022577.5	zinc finger CCCH type containing 13 	429	1	0	0	1	0	mmu-miR-574-5p	0.0069	0.0495	0.3063	-0.17	-0.17	< 0.1
1700055N04Rik	ENSMUST00000179433.2	RIKEN cDNA 1700055N04 gene 	21	4*	1	1	0	0	mmu-miR-574-5p	0.0200	0.1347	0.6099	-0.17	-0.27	< 0.1
4930415F15Rik	ENSMUST00000109678.1	RIKEN cDNA 4930415F15 gene 	15	1	0	0	1	1	mmu-miR-574-5p	0.0129	0.0884	0.4365	-0.17	-0.29	< 0.1
Suv420h1	ENSMUST00000113977.3	suppressor of variegation 4-20 homolog 1 (Drosophila) 	632	5*	0	1	2	0	mmu-miR-574-5p	0.0194	0.1367	0.7602	-0.17	-0.19	< 0.1
Calcrl	ENSMUST00000074262.3	calcitonin receptor-like 	2526	2	0	1	1	0	mmu-miR-574-5p	0.0234	0.1668	0.9886	-0.17	-0.39	< 0.1
Ufd1l	ENSMUST00000005394.7	ubiquitin fusion degradation 1 like 	2712	1	0	1	0	0	mmu-miR-574-5p	0.0137	0.0897	0.3594	-0.17	-0.26	< 0.1
Fmod	ENSMUST00000048183.7	fibromodulin 	160	1	0	1	0	0	mmu-miR-574-5p	0.0103	0.0737	0.4386	-0.17	-0.17	< 0.1
1700026D08Rik	ENSMUST00000119134.2	RIKEN cDNA 1700026D08 gene 	14	2	0	1	1	0	mmu-miR-574-5p	0.0106	0.0728	0.3495	-0.17	-0.41	< 0.1
Slc9a1	ENSMUST00000030669.7	solute carrier family 9 (sodium/hydrogen exchanger), member 1 	451	2	0	1	1	0	mmu-miR-574-5p	0.0115	0.0794	0.3901	-0.17	-0.27	< 0.1
Lrrc20	ENSMUST00000049242.7	leucine rich repeat containing 20 	4168	1	0	1	0	0	mmu-miR-574-5p	0.0125	0.0873	0.4691	-0.17	-0.17	< 0.1
Sost	ENSMUST00000001534.6	sclerostin 	12	1	0	1	0	0	mmu-miR-574-5p	0.0124	0.0852	0.4076	-0.17	-0.17	< 0.1
Mdm1	ENSMUST00000163238.2	transformed mouse 3T3 cell double minute 1 	94	1	0	1	0	0	mmu-miR-574-5p	0.0168	0.1153	0.5714	-0.17	-0.17	< 0.1
Ppp2r2c	ENSMUST00000031003.7	protein phosphatase 2, regulatory subunit B, gamma 	7	3*	1	0	0	1	mmu-miR-574-5p	0.0156	0.1059	0.4892	-0.17	-0.17	< 0.1
Gna11	ENSMUST00000043604.5	guanine nucleotide binding protein, alpha 11 	507	1	0	0	1	0	mmu-miR-574-5p	0.0090	0.0647	0.4129	-0.17	-0.19	< 0.1
Etl4	ENSMUST00000114606.2	enhancer trap locus 4 	1857	1	0	1	0	0	mmu-miR-574-5p	0.0358	0.2286	0.9132	-0.17	-0.17	< 0.1
Kctd16	ENSMUST00000091927.4	potassium channel tetramerisation domain containing 16 	23	20*	1	0	6	1	mmu-miR-574-5p	0.0262	0.1723	0.8879	-0.17	-0.56	< 0.1
1700001C19Rik	ENSMUST00000061885.8	RIKEN cDNA 1700001C19 gene 	15	1	0	1	0	0	mmu-miR-574-5p	0.0060	0.0425	0.2365	-0.17	-0.23	< 0.1
Tmem229a	ENSMUST00000127247.3	transmembrane protein 229A 	683	1	1	0	0	1	mmu-miR-574-5p	0.0282	0.1682	0.5949	-0.17	-0.37	< 0.1
Wdr82	ENSMUST00000020490.6	WD repeat domain containing 82 	2078	1	0	1	0	0	mmu-miR-574-5p	0.0196	0.1269	0.4984	-0.17	-0.21	< 0.1
Uros	ENSMUST00000106146.2	uroporphyrinogen III synthase 	171	1	1	0	0	1	mmu-miR-574-5p	0.0100	0.0664	0.2889	-0.17	-0.39	< 0.1
Il12b	ENSMUST00000102796.4	interleukin 12b 	8	2	1	1	0	0	mmu-miR-574-5p	0.0273	0.1544	0.5127	-0.17	-0.55	< 0.1
Erbb4	ENSMUST00000119142.2	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian) 	27	2	0	2	0	0	mmu-miR-574-5p	0.0358	0.2385	1.0735	-0.17	-0.18	< 0.1
Cldn8	ENSMUST00000049697.4	claudin 8 	26	1	0	0	1	0	mmu-miR-574-5p	0.0126	0.0905	0.5497	-0.17	-0.17	< 0.1
Hs6st2	ENSMUST00000088172.6	heparan sulfate 6-O-sulfotransferase 2 	73	1	0	0	1	0	mmu-miR-574-5p	0.0086	0.0618	0.3741	-0.17	-0.17	< 0.1
Xirp1	ENSMUST00000111635.2	xin actin-binding repeat containing 1 	534	1	1	0	0	0	mmu-miR-574-5p	0.0256	0.1689	0.7422	-0.17	-0.17	< 0.1
CK137956	ENSMUST00000030614.2	cDNA sequence CK137956 	5	1	0	0	1	0	mmu-miR-574-5p	0.0034	0.0245	0.1565	-0.17	-0.17	< 0.1
Nkain2	ENSMUST00000191234.1	Na+/K+ transporting ATPase interacting 2 	9	2*	0	0	1	0	mmu-miR-574-5p	0.0058	0.0421	0.2725	-0.17	-0.17	< 0.1
Cdc37l1	ENSMUST00000050148.3	cell division cycle 37-like 1 	586	3*	0	1	1	0	mmu-miR-574-5p	0.0150	0.0986	0.4052	-0.17	-0.32	< 0.1
Kdelr3	ENSMUST00000010974.7	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3 	100	1	0	0	1	0	mmu-miR-574-5p	0.0074	0.0527	0.2980	-0.17	-0.18	< 0.1
Ncdn	ENSMUST00000030637.8	neurochondrin 	383	1	0	0	1	0	mmu-miR-574-5p	0.0033	0.0244	0.1634	-0.17	-0.17	< 0.1
Vmn1r180	ENSMUST00000173816.3	vomeronasal 1 receptor 180 	14	1	1	0	0	0	mmu-miR-574-5p	0.0314	0.1945	0.7392	-0.17	-0.26	< 0.1
Sfrp1	ENSMUST00000033952.7	secreted frizzled-related protein 1 	472	6*	1	0	0	0	mmu-miR-574-5p	0.0256	0.1650	0.6531	-0.17	-0.18	< 0.1
Skida1	ENSMUST00000091420.5	SKI/DACH domain containing 1 	61	1	0	0	1	0	mmu-miR-574-5p	0.0136	0.0968	0.5569	-0.17	-0.17	< 0.1
Zfp758	ENSMUST00000149699.2	zinc finger protein 758 	245	3*	0	0	1	0	mmu-miR-574-5p	0.0078	0.0554	0.3322	-0.17	-0.17	< 0.1
Pygo1	ENSMUST00000038489.5	pygopus 1 	359	1	0	0	1	1	mmu-miR-574-5p	0.0178	0.1269	0.7541	-0.17	-0.17	< 0.1
Nr3c2	ENSMUST00000109913.3	nuclear receptor subfamily 3, group C, member 2 	405	1	0	1	0	0	mmu-miR-574-5p	0.0278	0.1824	0.7935	-0.17	-0.17	< 0.1
4933440M02Rik	ENSMUST00000061823.1	RIKEN cDNA 4933440M02 gene 	5	1	0	0	1	1	mmu-miR-574-5p	0.0041	0.0300	0.2038	-0.17	-0.17	< 0.1
Slc28a3	ENSMUST00000022036.8	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3 	5	2	0	1	1	1	mmu-miR-574-5p	0.0171	0.1238	0.7995	-0.17	-0.17	< 0.1
Gm4981	ENSMUST00000099726.3	predicted gene 4981 	5	1	0	1	0	0	mmu-miR-574-5p	0.0080	0.0565	0.3186	-0.17	-0.17	< 0.1
Rnf169	ENSMUST00000080817.4	ring finger protein 169 	779	1	1	0	0	0	mmu-miR-574-5p	0.0359	0.2272	0.9097	-0.16	-0.18	< 0.1
Zyx	ENSMUST00000164375.1	zyxin 	252	1	0	1	0	1	mmu-miR-574-5p	0.0153	0.1073	0.5866	-0.16	-0.18	< 0.1
Tnfrsf1b	ENSMUST00000030336.5	tumor necrosis factor receptor superfamily, member 1b 	113	2	1	0	1	0	mmu-miR-574-5p	0.0237	0.1390	0.4269	-0.16	-0.48	< 0.1
Nkain1	ENSMUST00000105993.3	Na+/K+ transporting ATPase interacting 1 	202	2	1	0	1	0	mmu-miR-574-5p	0.0176	0.1098	0.4062	-0.16	-0.45	< 0.1
Gnpda1	ENSMUST00000063814.9	glucosamine-6-phosphate deaminase 1 	25	1	0	1	0	0	mmu-miR-574-5p	0.0069	0.0488	0.2672	-0.16	-0.18	< 0.1
Limd1	ENSMUST00000026269.2	LIM domains containing 1 	1947	2	0	2	0	0	mmu-miR-574-5p	0.0201	0.1396	0.7414	-0.16	-0.18	< 0.1
Gdpd4	ENSMUST00000041860.7	glycerophosphodiester phosphodiesterase domain containing 4 	5	1	0	1	0	0	mmu-miR-574-5p	0.0074	0.0524	0.2962	-0.16	-0.16	< 0.1
Csnk1g1	ENSMUST00000034949.4	casein kinase 1, gamma 1 	405	2	0	1	1	2	mmu-miR-574-5p	0.0409	0.2712	1.2475	-0.16	-0.17	< 0.1
Ccnyl1	ENSMUST00000114077.2	cyclin Y-like 1 	20	1	0	0	1	2	mmu-miR-574-5p	0.0110	0.0784	0.4685	-0.16	-0.16	< 0.1
Kdelc2	ENSMUST00000037853.3	KDEL (Lys-Asp-Glu-Leu) containing 2 	463	1	0	1	0	1	mmu-miR-574-5p	0.0250	0.1685	0.7693	-0.16	-0.16	< 0.1
Galnt13	ENSMUST00000112636.2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 	109	5*	0	0	2	1	mmu-miR-574-5p	0.0134	0.0966	0.6010	-0.16	-0.21	< 0.1
Orai3	ENSMUST00000121504.1	ORAI calcium release-activated calcium modulator 3 	1468	1	0	1	0	1	mmu-miR-574-5p	0.0077	0.0554	0.3414	-0.16	-0.16	< 0.1
Ppm1k	ENSMUST00000042766.3	protein phosphatase 1K (PP2C domain containing) 	643	2	0	1	1	0	mmu-miR-574-5p	0.0118	0.0833	0.4638	-0.16	-0.18	< 0.1
Tcam1	ENSMUST00000044462.3	testicular cell adhesion molecule 1 	10	2	1	1	0	0	mmu-miR-574-5p	0.0307	0.1777	0.5835	-0.16	-0.31	< 0.1
Rnf6	ENSMUST00000161859.2	ring finger protein (C3H2C3 type) 6 	286	1	0	1	0	0	mmu-miR-574-5p	0.0078	0.0548	0.3015	-0.16	-0.17	< 0.1
Bloc1s5	ENSMUST00000035899.6	biogenesis of lysosomal organelles complex-1, subunit 5, muted 	221	2	1	0	1	0	mmu-miR-574-5p	0.0158	0.1111	0.6137	-0.16	-0.48	< 0.1
Galnt9	ENSMUST00000040001.8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9 	5	1	1	0	0	0	mmu-miR-574-5p	0.0121	0.0849	0.4544	-0.16	-0.16	< 0.1
Gtdc1	ENSMUST00000112810.2	glycosyltransferase-like domain containing 1 	191	1	0	0	1	0	mmu-miR-574-5p	0.0079	0.0571	0.3632	-0.16	-0.16	< 0.1
Lmo3	ENSMUST00000162772.2	LIM domain only 3 	6	1	0	1	0	0	mmu-miR-574-5p	0.0181	0.1184	0.4803	-0.16	-0.21	< 0.1
Cd200r2	ENSMUST00000102805.3	Cd200 receptor 2 	5	1	0	0	1	0	mmu-miR-574-5p	0.0024	0.0173	0.1152	-0.16	-0.16	< 0.1
Brd7	ENSMUST00000034085.7	bromodomain containing 7 	233	2	1	1	0	1	mmu-miR-574-5p	0.0230	0.1457	0.5391	-0.16	-0.43	< 0.1
Ptpn1	ENSMUST00000029053.7	protein tyrosine phosphatase, non-receptor type 1 	181	1	1	0	0	0	mmu-miR-574-5p	0.0353	0.2079	0.6355	-0.16	-0.20	< 0.1
Wwc2	ENSMUST00000057561.7	WW, C2 and coiled-coil domain containing 2 	914	3	1	1	1	0	mmu-miR-574-5p	0.0302	0.2003	0.8986	-0.16	-0.22	< 0.1
Il12a	ENSMUST00000029345.6	interleukin 12a 	67	1	0	0	1	0	mmu-miR-574-5p	0.0047	0.0335	0.2041	-0.16	-0.16	< 0.1
Foxred2	ENSMUST00000016696.7	FAD-dependent oxidoreductase domain containing 2 	28	1	0	1	0	0	mmu-miR-574-5p	0.0202	0.1410	0.7401	-0.16	-0.16	< 0.1
Olfr60	ENSMUST00000075470.1	olfactory receptor 60 	1	1	0	0	1	0	mmu-miR-574-5p	0.0125	0.0894	0.5436	-0.16	-0.16	< 0.1
Zfp35	ENSMUST00000074941.7	zinc finger protein 35 	964	1	0	0	1	0	mmu-miR-574-5p	0.0098	0.0699	0.4235	-0.16	-0.16	< 0.1
Nusap1	ENSMUST00000028771.7	nucleolar and spindle associated protein 1 	212	1	0	1	0	1	mmu-miR-574-5p	0.0110	0.0747	0.3505	-0.16	-0.25	< 0.1
Zfhx3	ENSMUST00000043896.9	zinc finger homeobox 3 	295	4*	0	1	0	0	mmu-miR-574-5p	0.0418	0.2551	0.9245	-0.16	-0.17	< 0.1
Wnt10b	ENSMUST00000023732.6	wingless related MMTV integration site 10b 	134	2	0	2	0	2	mmu-miR-574-5p	0.0247	0.1704	0.8771	-0.16	-0.17	< 0.1
Tmem132b	ENSMUST00000031446.6	transmembrane protein 132B 	47	2	0	0	2	0	mmu-miR-574-5p	0.0163	0.1168	0.7113	-0.16	-0.17	< 0.1
Fibin	ENSMUST00000099626.4	fin bud initiation factor homolog (zebrafish) 	189	2*	0	0	1	0	mmu-miR-574-5p	0.0057	0.0410	0.2483	-0.16	-0.20	< 0.1
Cand2	ENSMUST00000075995.5	cullin-associated and neddylation-dissociated 2 (putative) 	632	1	1	0	0	0	mmu-miR-574-5p	0.0260	0.1653	0.6784	-0.16	-0.27	< 0.1
Mnt	ENSMUST00000000291.3	max binding protein 	262	3*	0	0	2	0	mmu-miR-574-5p	0.0088	0.0639	0.4142	-0.16	-0.16	< 0.1
Slc9a4	ENSMUST00000027233.7	solute carrier family 9 (sodium/hydrogen exchanger), member 4 	82	1	0	1	0	0	mmu-miR-574-5p	0.0173	0.1207	0.6516	-0.16	-0.16	< 0.1
Ppard	ENSMUST00000002320.9	peroxisome proliferator activator receptor delta 	404	1	0	1	0	1	mmu-miR-574-5p	0.0138	0.0981	0.5791	-0.16	-0.16	< 0.1
Gm11733	ENSMUST00000092394.3	predicted gene 11733 	5	1	0	0	1	1	mmu-miR-574-5p	0.0142	0.1017	0.6265	-0.16	-0.16	< 0.1
Fam102a	ENSMUST00000048375.5	family with sequence similarity 102, member A 	206	1	0	1	0	0	mmu-miR-574-5p	0.0314	0.2034	0.8397	-0.16	-0.16	< 0.1
Ppif	ENSMUST00000022419.6	peptidylprolyl isomerase F (cyclophilin F) 	2388	2	0	0	2	1	mmu-miR-574-5p	0.0068	0.0494	0.3338	-0.16	-0.16	< 0.1
Apoa5	ENSMUST00000121598.2	apolipoprotein A-V 	9834	1	0	0	1	0	mmu-miR-574-5p	0.0093	0.0655	0.3526	-0.16	-0.16	< 0.1
Chrm1	ENSMUST00000163785.1	cholinergic receptor, muscarinic 1, CNS 	8	2	1	1	0	1	mmu-miR-574-5p	0.0261	0.1671	0.6934	-0.16	-0.24	< 0.1
Tlx2	ENSMUST00000174674.2	T cell leukemia, homeobox 2 	5	1	0	1	0	0	mmu-miR-574-5p	0.0142	0.0960	0.4392	-0.16	-0.16	< 0.1
Gm10676	ENSMUST00000098778.2	predicted gene 10676 	27	1	0	0	1	0	mmu-miR-574-5p	0.0092	0.0653	0.3777	-0.16	-0.20	< 0.1
Pctp	ENSMUST00000020864.8	phosphatidylcholine transfer protein 	913	1	0	0	1	0	mmu-miR-574-5p	0.0027	0.0194	0.1273	-0.16	-0.16	< 0.1
Fgd1	ENSMUST00000112685.2	FYVE, RhoGEF and PH domain containing 1 	163	1	0	1	0	0	mmu-miR-574-5p	0.0096	0.0677	0.3701	-0.16	-0.16	< 0.1
Dclk1	ENSMUST00000167204.2	doublecortin-like kinase 1 	166	1	0	1	0	0	mmu-miR-574-5p	0.0291	0.1888	0.7812	-0.16	-0.16	< 0.1
Zfp882	ENSMUST00000110002.2	zinc finger protein 882 	89	1	0	0	1	0	mmu-miR-574-5p	0.0114	0.0805	0.4646	-0.16	-0.16	< 0.1
Slc10a5	ENSMUST00000078748.3	solute carrier family 10 (sodium/bile acid cotransporter family), member 5 	5	1	1	0	0	0	mmu-miR-574-5p	0.0310	0.2006	0.8249	-0.16	-0.16	< 0.1
Rnf34	ENSMUST00000031434.6	ring finger protein 34 	501	1	0	0	1	0	mmu-miR-574-5p	0.0035	0.0257	0.1765	-0.16	-0.16	< 0.1
Fam171a1	ENSMUST00000091505.5	family with sequence similarity 171, member A1 	134	4*	0	0	2	0	mmu-miR-574-5p	0.0096	0.0675	0.3690	-0.16	-0.27	< 0.1
Add2	ENSMUST00000032069.5	adducin 2 (beta) 	13	5*	2	1	0	0	mmu-miR-574-5p	0.0347	0.2218	0.8737	-0.16	-0.24	< 0.1
Neil1	ENSMUST00000190245.1	nei endonuclease VIII-like 1 (E. coli) 	311	1	0	1	0	0	mmu-miR-574-5p	0.0057	0.0404	0.2284	-0.16	-0.19	< 0.1
Elp4	ENSMUST00000122965.2	elongation protein 4 homolog (S. cerevisiae) 	344	8*	1	0	0	2	mmu-miR-574-5p	0.0159	0.1044	0.4493	-0.16	-0.26	< 0.1
Ssh3	ENSMUST00000037992.9	slingshot homolog 3 (Drosophila) 	186	1	0	0	1	0	mmu-miR-574-5p	0.0089	0.0620	0.3294	-0.16	-0.16	< 0.1
Adra1d	ENSMUST00000103184.3	adrenergic receptor, alpha 1d 	153	2	0	2	0	0	mmu-miR-574-5p	0.0109	0.0754	0.3783	-0.16	-0.36	< 0.1
1110002L01Rik	ENSMUST00000180149.1	RIKEN cDNA 1110002L01 gene 	43	1	0	0	1	0	mmu-miR-574-5p	0.0163	0.1126	0.5765	-0.16	-0.18	< 0.1
2810403A07Rik	ENSMUST00000029696.6	RIKEN cDNA 2810403A07 gene 	1070	1	0	0	1	0	mmu-miR-574-5p	0.0075	0.0531	0.2963	-0.16	-0.17	< 0.1
Fam177a	ENSMUST00000177768.1	family with sequence similarity 177, member A 	5	1	0	0	1	1	mmu-miR-574-5p	0.0141	0.0995	0.5695	-0.16	-0.16	< 0.1
BC017643	ENSMUST00000106115.2	cDNA sequence BC017643 	83	1	0	1	0	1	mmu-miR-574-5p	0.0091	0.0647	0.3865	-0.16	-0.16	< 0.1
4731417B20Rik	ENSMUST00000053319.2	RIKEN cDNA 4731417B20 gene 	5	1	0	1	0	0	mmu-miR-574-5p	0.0126	0.0866	0.4295	-0.16	-0.16	< 0.1
Impg1	ENSMUST00000085289.6	interphotoreceptor matrix proteoglycan 1 	5	1	0	0	1	0	mmu-miR-574-5p	0.0079	0.0561	0.3315	-0.16	-0.16	< 0.1
Gcsam	ENSMUST00000023339.4	germinal center associated, signaling and motility 	15	1	1	0	0	0	mmu-miR-574-5p	0.0248	0.1421	0.4023	-0.16	-0.32	< 0.1
