Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Yes1	ENSMUST00000072311.7	Yamaguchi sarcoma viral (v-yes) oncogene homolog 1 	1118	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0135	0.0927	0.4566	-0.43	-0.43	0.88	2009, '11
Cyb561	ENSMUST00000184086.2	cytochrome b-561 	101	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0114	0.0784	0.3803	-0.42	-0.47	< 0.1	2009, '11
Pex5l	ENSMUST00000108225.4	peroxisomal biogenesis factor 5-like 	9	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0122	0.0859	0.4777	-0.42	-0.42	0.93	2011
Lhx5	ENSMUST00000031591.8	LIM homeobox protein 5 	5	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0037	0.0264	0.1686	-0.42	-0.42	0.72	2009, '11
Dusp1	ENSMUST00000025025.6	dual specificity phosphatase 1 	409	1	0	1	0	0	0	0	0	1	mmu-miR-133c	0.0053	0.0385	0.2467	-0.42	-0.42	0.84	2009, '11
Sox4	ENSMUST00000067230.5	SRY (sex determining region Y)-box 4 	1640	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0098	0.0685	0.3624	-0.42	-0.42	0.90	NULL
Arfip2	ENSMUST00000131446.2	ADP-ribosylation factor interacting protein 2 	499	1	1	0	0	2	0	1	1	0	mmu-miR-133a-3p.2	0.0083	0.0599	0.3723	-0.41	-0.41	0.88	2009, '11
Stx5a	ENSMUST00000176381.2	syntaxin 5A 	5050	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0057	0.0409	0.2395	-0.41	-0.41	0.86	2009, '11
Wasf2	ENSMUST00000084241.6	WAS protein family, member 2 	4077	1	1	0	0	1	0	0	1	0	mmu-miR-133a-3p.2	0.0197	0.1364	0.6978	-0.41	-0.41	0.78	2009, '11
Foxc1	ENSMUST00000062292.3	forkhead box C1 	87	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0035	0.0251	0.1557	-0.41	-0.50	0.90	2009, '11
Mecom	ENSMUST00000166001.2	MDS1 and EVI1 complex locus 	41	2	0	2	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0041	0.0298	0.1986	-0.41	-0.47	0.99	2011
Tmem170b	ENSMUST00000129449.1	transmembrane protein 170B 	158	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0112	0.0781	0.4215	-0.40	-0.46	0.77	2011
Tram2	ENSMUST00000037998.5	translocating chain-associating membrane protein 2 	195	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0174	0.1167	0.5383	-0.40	-0.51	0.94	NULL
Fbln1	ENSMUST00000057410.8	fibulin 1 	405	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0118	0.0815	0.4165	-0.40	-0.40	0.22	2009, '11
Wdfy2	ENSMUST00000014691.8	WD repeat and FYVE domain containing 2 	1409	1	1	0	0	0	0	0	0	2	mmu-miR-133a-3p.2	0.0139	0.0978	0.5449	-0.40	-0.41	0.88	NULL
Sfxn3	ENSMUST00000062213.6	sideroflexin 3 	439	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0060	0.0431	0.2638	-0.40	-0.51	< 0.1	2009, '11
Ctbp2	ENSMUST00000169570.2	C-terminal binding protein 2 	721	1	0	1	0	0	0	0	0	1	mmu-miR-133c	0.0047	0.0339	0.2253	-0.39	-0.39	0.88	2009, '11
Hpcal4	ENSMUST00000059667.3	hippocalcin-like 4 	5	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0148	0.1002	0.4537	-0.39	-0.39	0.49	2009, '11
Atp6v0d1	ENSMUST00000013304.7	ATPase, H+ transporting, lysosomal V0 subunit D1 	1154	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0045	0.0324	0.1985	-0.39	-0.40	0.63	2009, '11
Foxp2	ENSMUST00000115477.2	forkhead box P2 	105	2	1	0	1	0	0	0	0	0	mmu-miR-133c	0.0156	0.1078	0.5699	-0.39	-0.53	0.98	2009, '11
Thrap3	ENSMUST00000080919.6	thyroid hormone receptor associated protein 3 	34	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0097	0.0682	0.3737	-0.39	-0.40	0.69	2009, '11
Garnl3	ENSMUST00000102810.4	GTPase activating RANGAP domain-like 3 	344	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0062	0.0444	0.2723	-0.39	-0.39	0.34	2009, '11
Nup153	ENSMUST00000021803.9	nucleoporin 153 	627	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0062	0.0442	0.2593	-0.39	-0.42	0.95	2009, '11
Crk	ENSMUST00000108425.2	v-crk sarcoma virus CT10 oncogene homolog (avian) 	2790	1	0	1	0	0	0	0	0	2	mmu-miR-133c	0.0130	0.0929	0.5536	-0.39	-0.39	0.89	2009, '11
Foxc2	ENSMUST00000054691.7	forkhead box C2 	254	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0091	0.0637	0.3455	-0.39	-0.39	0.16	2009, '11
Fam118a	ENSMUST00000023069.7	family with sequence similarity 118, member A 	125	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0137	0.0930	0.4327	-0.39	-0.39	< 0.1	2009, '11
Arhgap12	ENSMUST00000182066.2	Rho GTPase activating protein 12 	645	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0041	0.0295	0.1927	-0.38	-0.39	0.85	2009, '11
Dpysl4	ENSMUST00000026551.9	dihydropyrimidinase-like 4 	9	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0167	0.1117	0.4867	-0.38	-0.38	0.45	2009, '11
Tmem128	ENSMUST00000087511.4	transmembrane protein 128 	1138	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0026	0.0185	0.1171	-0.38	-0.57	0.10	2009, '11
Fosl2	ENSMUST00000031017.9	fos-like antigen 2 	2026	1	0	1	0	1	0	0	1	0	mmu-miR-133c	0.0067	0.0485	0.3161	-0.38	-0.40	0.61	2009, '11
Edem1	ENSMUST00000089162.3	ER degradation enhancer, mannosidase alpha-like 1 	2504	1	1	0	0	2	0	1	1	2	mmu-miR-133a-3p.2	0.0163	0.1146	0.6478	-0.37	-0.63	0.94	2009, '11
Letmd1	ENSMUST00000037001.8	LETM1 domain containing 1 	2438	2	0	1	1	0	0	0	0	0	mmu-miR-133c	0.0040	0.0295	0.2014	-0.37	-0.38	0.74	2009, '11
Casc3	ENSMUST00000017384.8	cancer susceptibility candidate 3 	1184	1	0	1	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0088	0.0637	0.4148	-0.37	-0.38	0.30	2009, '11
Ldoc1	ENSMUST00000075983.5	leucine zipper, down-regulated in cancer 1 	13	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0071	0.0505	0.2889	-0.37	-0.37	0.23	2009, '11
Cdk13	ENSMUST00000042365.7	cyclin-dependent kinase 13 	532	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0047	0.0340	0.2171	-0.37	-0.37	0.90	2009, '11
Hapln1	ENSMUST00000022108.7	hyaluronan and proteoglycan link protein 1 	31	1	0	1	0	1	0	0	1	0	mmu-miR-133c	0.0109	0.0787	0.5036	-0.37	-0.43	0.74	2009, '11
Rgl1	ENSMUST00000111859.2	ral guanine nucleotide dissociation stimulator,-like 1 	1044	1	1	0	0	2	0	1	1	0	mmu-miR-133a-3p.2	0.0129	0.0925	0.5592	-0.37	-0.48	0.27	2009, '11
Sox8	ENSMUST00000025003.4	SRY (sex determining region Y)-box 8 	7	1	0	1	0	1	0	1	0	0	mmu-miR-133c	0.0098	0.0695	0.4091	-0.37	-0.37	0.44	2009, '11
Vapb	ENSMUST00000067530.4	vesicle-associated membrane protein, associated protein B and C 	2183	1	0	1	0	1	0	0	1	1	mmu-miR-133c	0.0041	0.0292	0.1839	-0.37	-0.42	0.88	2009, '11
4930402H24Rik	ENSMUST00000044766.9	RIKEN cDNA 4930402H24 gene 	2877	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0107	0.0751	0.4213	-0.37	-0.37	0.70	NULL
Kctd20	ENSMUST00000118762.2	potassium channel tetramerisation domain containing 20 	395	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0089	0.0619	0.3278	-0.37	-0.37	< 0.1	2009, '11
Nnat	ENSMUST00000173041.2	neuronatin 	3599	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0026	0.0191	0.1340	-0.37	-0.37	0.33	2009, '11
Xirp1	ENSMUST00000111635.2	xin actin-binding repeat containing 1 	534	1	0	1	0	1	0	1	0	0	mmu-miR-133a-3p.2	0.0118	0.0845	0.5000	-0.36	-0.36	0.25	2011
Lrrfip1	ENSMUST00000097649.4	leucine rich repeat (in FLII) interacting protein 1 	2679	1	0	0	1	1	0	0	1	0	mmu-miR-133a-3p.2	0.0210	0.1432	0.7087	-0.36	-0.36	0.76	2009, '11
Gxylt1	ENSMUST00000057896.4	glucoside xylosyltransferase 1 	1508	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0072	0.0520	0.3213	-0.36	-0.37	0.91	2009, '11
Soga1	ENSMUST00000069098.6	suppressor of glucose, autophagy associated 1 	473	1	0	1	0	3	0	2	1	0	mmu-miR-133a-3p.2	0.0106	0.0773	0.5138	-0.36	-0.44	0.83	2011
Cpne3	ENSMUST00000029885.4	copine III 	318	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0119	0.0830	0.4457	-0.36	-0.39	0.62	2009, '11
Purb	ENSMUST00000179343.2	purine rich element binding protein B 	1875	2	0	1	1	1	1	0	0	1	mmu-miR-133a-3p.2	0.0117	0.0838	0.5137	-0.36	-0.39	0.78	NULL
Msn	ENSMUST00000117399.1	moesin 	7837	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0073	0.0518	0.2917	-0.35	-0.35	0.89	2009, '11
Sgpp1	ENSMUST00000021450.4	sphingosine-1-phosphate phosphatase 1 	225	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0059	0.0427	0.2611	-0.35	-0.35	0.71	2009, '11
Elf2	ENSMUST00000108053.3	E74-like factor 2 	1686	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0037	0.0268	0.1725	-0.35	-0.35	0.90	2009, '11
Ccnc	ENSMUST00000065928.5	cyclin C 	446	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0064	0.0457	0.2652	-0.35	-0.39	0.12	2009, '11
Col8a1	ENSMUST00000089332.4	collagen, type VIII, alpha 1 	277	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0144	0.1007	0.5443	-0.35	-0.36	0.26	2009, '11
Sacm1l	ENSMUST00000026270.7	SAC1 (suppressor of actin mutations 1, homolog)-like (S. cerevisiae) 	2478	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0109	0.0767	0.4296	-0.35	-0.36	0.75	2009, '11
Dnajb1	ENSMUST00000005620.8	DnaJ (Hsp40) homolog, subfamily B, member 1 	4591	1	0	0	1	0	0	0	0	1	mmu-miR-133c	0.0081	0.0591	0.3893	-0.35	-0.38	0.81	2009, '11
Mmgt1	ENSMUST00000059899.2	membrane magnesium transporter 1 	227	1	0	0	1	1	0	0	1	1	mmu-miR-133a-3p.2	0.0067	0.0490	0.3221	-0.35	-0.35	0.77	2009, '11
Pou3f3	ENSMUST00000054883.3	POU domain, class 3, transcription factor 3 	71	1	1	0	0	1	0	1	0	0	mmu-miR-133a-3p.2	0.0097	0.0684	0.3707	-0.35	-0.41	< 0.1	2009, '11
Slc7a8	ENSMUST00000022787.6	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 	33	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0077	0.0550	0.3164	-0.34	-0.34	0.84	2009, '11
Slc6a6	ENSMUST00000032185.7	solute carrier family 6 (neurotransmitter transporter, taurine), member 6 	4087	2	1	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0102	0.0729	0.4308	-0.34	-0.35	0.90	2009, '11
Col25a1	ENSMUST00000080335.5	collagen, type XXV, alpha 1 	21	2	0	0	2	0	0	0	0	2	mmu-miR-133c	0.0106	0.0769	0.5123	-0.34	-0.47	0.98	NULL
Col5a3	ENSMUST00000004201.7	collagen, type V, alpha 3 	1478	1	0	1	0	1	0	1	0	0	mmu-miR-133c	0.0054	0.0392	0.2670	-0.34	-0.52	0.63	2009, '11
Arhgdia	ENSMUST00000106197.4	Rho GDP dissociation inhibitor (GDI) alpha 	42422	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0033	0.0237	0.1557	-0.34	-0.34	0.89	2009, '11
1810055G02Rik	ENSMUST00000039048.1	RIKEN cDNA 1810055G02 gene 	3443	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0035	0.0256	0.1699	-0.34	-0.34	0.66	2009, '11
Efemp1	ENSMUST00000020759.6	epidermal growth factor-containing fibulin-like extracellular matrix protein 1 	345	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0041	0.0295	0.1927	-0.34	-0.34	0.34	2009, '11
Mfsd9	ENSMUST00000039672.5	major facilitator superfamily domain containing 9 	32	1	1	0	0	0	0	0	0	1	mmu-miR-133c	0.0160	0.1076	0.4948	-0.34	-0.41	< 0.1	2009, '11
Nrip3	ENSMUST00000041460.7	nuclear receptor interacting protein 3 	7	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0053	0.0389	0.2653	-0.34	-0.34	0.86	2009, '11
Rab34	ENSMUST00000002128.8	RAB34, member RAS oncogene family 	2771	1	0	0	1	0	0	0	0	0	mmu-miR-133c	0.0018	0.0129	0.0903	-0.33	-0.33	0.88	2009, '11
Vamp2	ENSMUST00000117780.1	vesicle-associated membrane protein 2 	828	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0071	0.0497	0.2698	-0.33	-0.41	0.64	2009, '11
Akap9	ENSMUST00000044492.8	A kinase (PRKA) anchor protein (yotiao) 9 	1806	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0080	0.0567	0.3352	-0.33	-0.36	0.75	2009, '11
Mmp15	ENSMUST00000034243.5	matrix metallopeptidase 15 	499	1	1	0	0	1	1	0	0	2	mmu-miR-133a-3p.2	0.0072	0.0514	0.2993	-0.33	-0.37	0.91	2009, '11
Ptprd	ENSMUST00000107289.3	protein tyrosine phosphatase, receptor type, D 	575	2	0	1	1	0	0	0	0	0	mmu-miR-133c	0.0053	0.0383	0.2527	-0.33	-0.39	0.94	2009, '11
Myrf	ENSMUST00000088013.6	myelin regulatory factor 	859	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0091	0.0639	0.3482	-0.33	-0.33	0.86	2011
Arl3	ENSMUST00000026009.8	ADP-ribosylation factor-like 3 	360	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0033	0.0239	0.1541	-0.33	-0.33	0.87	2009, '11
Meis2	ENSMUST00000110907.2	Meis homeobox 2 	161	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0033	0.0236	0.1513	-0.33	-0.33	0.82	2009, '11
Ankrd12	ENSMUST00000038116.6	ankyrin repeat domain 12 	320	1	1	0	0	1	0	0	1	1	mmu-miR-133a-3p.2	0.0112	0.0790	0.4505	-0.33	-0.33	0.95	2009, '11
Pik3c2a	ENSMUST00000170430.1	phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide 	863	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0066	0.0481	0.3164	-0.33	-0.33	0.84	2009, '11
Zfp740	ENSMUST00000119800.2	zinc finger protein 740 	857	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0016	0.0120	0.0841	-0.33	-0.33	0.83	2009, '11
Aftph	ENSMUST00000177543.2	aftiphilin 	93	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0125	0.0835	0.3683	-0.32	-0.52	0.84	2009, '11
Pcgf2	ENSMUST00000179765.2	polycomb group ring finger 2 	323	1	0	1	0	1	0	1	0	0	mmu-miR-133a-3p.2	0.0073	0.0528	0.3285	-0.32	-0.45	0.36	2011
Cdip1	ENSMUST00000004173.6	cell death inducing Trp53 target 1 	2796	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0034	0.0248	0.1620	-0.32	-0.32	0.48	2009, '11
Lrrc7	ENSMUST00000106044.1	leucine rich repeat containing 7 	0	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0037	0.0272	0.1842	-0.32	-0.32	0.81	NULL
Sesn1	ENSMUST00000099931.4	sestrin 1 	1963	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0026	0.0188	0.1300	-0.32	-0.32	0.68	2009, '11
Crtam	ENSMUST00000180872.2	cytotoxic and regulatory T cell molecule 	19	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0027	0.0198	0.1297	-0.32	-0.32	0.52	2009, '11
Egfr	ENSMUST00000020329.7	epidermal growth factor receptor 	2580	1	0	1	0	2	0	1	1	0	mmu-miR-133a-3p.2	0.0094	0.0685	0.4478	-0.32	-0.39	0.61	2009, '11
Hmgcll1	ENSMUST00000008052.7	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1 	77	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0027	0.0198	0.1396	-0.32	-0.32	0.73	2009, '11
Synpo2l	ENSMUST00000057090.6	synaptopodin 2-like 	2664	1	0	1	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0030	0.0220	0.1529	-0.32	-0.32	0.66	2009, '11
Sptssa	ENSMUST00000056228.6	serine palmitoyltransferase, small subunit A 	982	1	0	0	1	0	0	0	0	1	mmu-miR-133a-3p.2	0.0051	0.0369	0.2460	-0.32	-0.32	0.85	2009, '11
Btbd3	ENSMUST00000091556.6	BTB (POZ) domain containing 3 	72	1	1	0	0	1	0	0	1	0	mmu-miR-133a-3p.2	0.0061	0.0438	0.2838	-0.31	-0.33	0.71	2009, '11
Unkl	ENSMUST00000039734.6	unkempt-like (Drosophila) 	42	1	0	0	1	1	1	0	0	0	mmu-miR-133a-3p.2	0.0120	0.0861	0.5121	-0.31	-0.31	0.75	2009, '11
Ppfia3	ENSMUST00000107779.2	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3 	22	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0047	0.0341	0.2171	-0.31	-0.31	0.51	2009, '11
Ppfia2	ENSMUST00000029404.10	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2 	18	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0047	0.0344	0.2289	-0.31	-0.31	0.77	2009, '11
Afap1	ENSMUST00000064571.5	actin filament associated protein 1 	1521	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0092	0.0667	0.4326	-0.31	-0.31	0.84	2009, '11
Fbxl2	ENSMUST00000035090.8	F-box and leucine-rich repeat protein 2 	95	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0061	0.0433	0.2554	-0.31	-0.38	0.59	2009, '11
Bcl2l2	ENSMUST00000133397.2	BCL2-like 2 	238	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0109	0.0754	0.3906	-0.31	-0.36	0.66	2009, '11
Zbtb20	ENSMUST00000114694.3	zinc finger and BTB domain containing 20 	293	1	0	0	1	5	0	3	2	2	mmu-miR-133c	0.0339	0.2441	1.5424	-0.31	-0.36	0.91	NULL
Prdm16	ENSMUST00000070313.8	PR domain containing 16 	45	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0235	0.1542	0.6442	-0.31	-0.32	0.94	2009, '11
Rgs8	ENSMUST00000041776.6	regulator of G-protein signaling 8 	5	1	0	1	0	1	0	1	0	1	mmu-miR-133a-3p.2	0.0123	0.0873	0.5059	-0.31	-0.31	0.55	2009, '11
Sfxn5	ENSMUST00000045846.6	sideroflexin 5 	131	1	1	0	0	1	0	0	1	0	mmu-miR-133a-3p.2	0.0116	0.0812	0.4461	-0.31	-0.31	0.63	2009, '11
Rap2c	ENSMUST00000053593.7	RAP2C, member of RAS oncogene family 	1539	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0052	0.0372	0.2187	-0.31	-0.53	0.85	2009, '11
Slc25a39	ENSMUST00000107098.2	solute carrier family 25, member 39 	12446	1	0	0	1	0	0	0	0	0	mmu-miR-133c	0.0045	0.0331	0.2222	-0.30	-0.30	0.81	2009, '11
Tjp2	ENSMUST00000099558.4	tight junction protein 2 	180	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0026	0.0194	0.1360	-0.30	-0.31	0.87	2009, '11
Tpd52	ENSMUST00000120143.2	tumor protein D52 	1951	1	0	0	1	0	0	0	0	0	mmu-miR-133c	0.0051	0.0365	0.2299	-0.30	-0.30	0.69	2009, '11
Arpc5	ENSMUST00000077755.6	actin related protein 2/3 complex, subunit 5 	240	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0065	0.0461	0.2753	-0.30	-0.30	0.69	2009, '11
Creb5	ENSMUST00000047450.7	cAMP responsive element binding protein 5 	82	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0101	0.0698	0.3474	-0.30	-0.39	0.81	NULL
Opcml	ENSMUST00000115243.3	opioid binding protein/cell adhesion molecule-like 	73	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0135	0.0920	0.4376	-0.30	-0.30	0.35	2009, '11
Sephs2	ENSMUST00000082428.3	selenophosphate synthetase 2 	67	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0052	0.0367	0.2053	-0.30	-0.47	0.23	2009, '11
Cdyl2	ENSMUST00000109102.2	chromodomain protein, Y chromosome-like 2 	62	2	2	0	0	0	0	0	0	2	mmu-miR-133c	0.0131	0.0917	0.5066	-0.30	-0.67	0.99	NULL
Gdi2	ENSMUST00000059515.6	guanosine diphosphate (GDP) dissociation inhibitor 2 	409	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0016	0.0121	0.0858	-0.30	-0.31	0.89	2009, '11
Crlf3	ENSMUST00000103233.4	cytokine receptor-like factor 3 	39	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0023	0.0171	0.1202	-0.30	-0.30	0.23	2009, '11
C1ql1	ENSMUST00000057849.5	complement component 1, q subcomponent-like 1 	15	1	0	0	1	1	0	1	0	1	mmu-miR-133a-3p.2	0.0030	0.0222	0.1497	-0.30	-0.56	0.84	2011
Irf2	ENSMUST00000034041.7	interferon regulatory factor 2 	780	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0065	0.0464	0.2676	-0.30	-0.30	0.24	2009, '11
Tead1	ENSMUST00000059768.11	TEA domain family member 1 	731	2	0	0	2	0	0	0	0	1	mmu-miR-133c	0.0174	0.1244	0.7516	-0.30	-0.31	0.99	2011
Rbpj	ENSMUST00000087360.3	recombination signal binding protein for immunoglobulin kappa J region 	894	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0038	0.0277	0.1926	-0.30	-0.30	0.84	2009, '11
Aqp1	ENSMUST00000004774.3	aquaporin 1 	12466	1	0	1	0	1	0	0	1	0	mmu-miR-133c	0.0031	0.0224	0.1545	-0.30	-0.30	0.20	2009, '11
Per1	ENSMUST00000021271.8	period circadian clock 1 	365	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0034	0.0249	0.1700	-0.29	-0.29	0.72	2009, '11
Cplx2	ENSMUST00000026985.8	complexin 2 	77	1	0	0	1	0	0	0	0	2	mmu-miR-133c	0.0044	0.0324	0.2196	-0.29	-0.33	0.69	2009, '11
9130401M01Rik	ENSMUST00000177504.3	RIKEN cDNA 9130401M01 gene 	1775	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0068	0.0487	0.3061	-0.29	-0.31	0.78	NULL
Fam19a5	ENSMUST00000068088.6	family with sequence similarity 19, member A5 	60	1	0	0	1	0	0	0	0	1	mmu-miR-133c	0.0060	0.0436	0.2756	-0.29	-0.29	0.87	2009, '11
Grasp	ENSMUST00000000543.4	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein 	440	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0044	0.0317	0.2042	-0.29	-0.29	< 0.1	2009, '11
Ypel2	ENSMUST00000018571.4	yippee-like 2 (Drosophila) 	27	1	0	1	0	1	1	0	0	0	mmu-miR-133a-3p.2	0.0062	0.0447	0.2882	-0.29	-0.53	0.81	2009, '11
Taf8	ENSMUST00000067103.2	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factorq 	146	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0031	0.0224	0.1527	-0.29	-0.29	< 0.1	2009, '11
Tfe3	ENSMUST00000077680.4	transcription factor E3 	2705	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0084	0.0586	0.3150	-0.29	-0.29	0.55	2009, '11
Nelfa	ENSMUST00000030993.6	negative elongation factor complex member A, Whsc2 	487	1	1	0	0	1	0	0	1	0	mmu-miR-133a-3p.2	0.0048	0.0345	0.2179	-0.29	-0.46	0.50	2009, '11
Cecr6	ENSMUST00000178687.1	cat eye syndrome chromosome region, candidate 6 	13	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0152	0.1023	0.4570	-0.29	-0.29	0.84	2009, '11
Ppfia1	ENSMUST00000168134.4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1 	980	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0136	0.0953	0.5145	-0.28	-0.28	0.39	2009, '11
Nell2	ENSMUST00000166170.2	NEL-like 2 	7	1	0	0	1	1	0	1	0	0	mmu-miR-133a-3p.2	0.0092	0.0641	0.3423	-0.28	-0.43	0.88	2009, '11
Slc8a2	ENSMUST00000168693.1	solute carrier family 8 (sodium/calcium exchanger), member 2 	31	1	0	1	0	2	0	2	0	1	mmu-miR-133a-3p.2	0.0036	0.0260	0.1649	-0.28	-0.37	0.85	2009, '11
Rcl1	ENSMUST00000064393.5	RNA terminal phosphate cyclase-like 1 	667	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0025	0.0181	0.1262	-0.28	-0.28	0.56	2009, '11
Ip6k1	ENSMUST00000035214.5	inositol hexaphosphate kinase 1 	3550	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0088	0.0615	0.3244	-0.28	-0.32	0.75	2009, '11
Prkcb	ENSMUST00000064989.6	protein kinase C, beta 	114	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0150	0.1058	0.6120	-0.28	-0.29	< 0.1	2009, '11
Rtn4rl1	ENSMUST00000102514.3	reticulon 4 receptor-like 1 	160	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0050	0.0362	0.2361	-0.28	-0.30	0.89	2009, '11
