Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Rab35	ENSMUST00000031492.9	RAB35, member RAS oncogene family 	1528	1	0	0	1	0	mmu-miR-1a-1-5p				-0.13	-0.13	< 0.1
Tlr4	ENSMUST00000048096.6	toll-like receptor 4 	521	3	0	3	0	0	mmu-miR-1a-1-5p				-0.13	-0.21	< 0.1
Gata3	ENSMUST00000102976.3	GATA binding protein 3 	24	1	0	1	0	0	mmu-miR-1a-1-5p				-0.13	-0.13	< 0.1
Farsa	ENSMUST00000003906.7	phenylalanyl-tRNA synthetase, alpha subunit 	667	1	0	1	0	0	mmu-miR-1a-1-5p				-0.13	-0.13	< 0.1
Cphx1	ENSMUST00000184016.2	cytoplasmic polyadenylated homeobox 1 	5	1	0	0	1	0	mmu-miR-1a-1-5p				-0.13	-0.13	< 0.1
Gm1968	ENSMUST00000100016.3	predicted gene 1968 	2	1	0	1	0	0	mmu-miR-1a-1-5p				-0.13	-0.13	< 0.1
Lrrc8c	ENSMUST00000067924.7	leucine rich repeat containing 8 family, member C 	439	1	0	0	1	1	mmu-miR-1a-2-5p				-0.13	-0.13	< 0.1
Zfp141	ENSMUST00000174407.1	zinc finger protein 141 	243	2	0	2	0	0	mmu-miR-1a-2-5p				-0.13	-0.13	< 0.1
Spaca6	ENSMUST00000172097.3	sperm acrosome associated 6 	271	2	0	1	1	0	mmu-miR-1a-1-5p				-0.13	-0.28	< 0.1
Foxn2	ENSMUST00000112238.3	forkhead box N2 	33	1	0	0	1	2	mmu-miR-1a-1-5p				-0.13	-0.13	< 0.1
Zfp36l2	ENSMUST00000060366.6	zinc finger protein 36, C3H type-like 2 	26	1	0	0	1	0	mmu-miR-1a-1-5p				-0.13	-0.14	< 0.1
Mgam	ENSMUST00000071535.6	maltase-glucoamylase 	369	1	0	1	0	1	mmu-miR-1a-1-5p				-0.13	-0.13	< 0.1
Arhgap6	ENSMUST00000112131.3	Rho GTPase activating protein 6 	377	1	0	1	0	0	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Adamts3	ENSMUST00000163159.2	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3 	17	1	0	1	0	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Gucy1b3	ENSMUST00000029635.8	guanylate cyclase 1, soluble, beta 3 	276	1	0	1	0	1	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Plekha3	ENSMUST00000111920.1	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3 	704	1	0	0	1	0	mmu-miR-1a-1-5p				-0.12	-0.13	< 0.1
Tmem26	ENSMUST00000080995.6	transmembrane protein 26 	77	1	0	0	1	0	mmu-miR-1a-2-5p				-0.12	-0.13	< 0.1
Zcchc24	ENSMUST00000069180.7	zinc finger, CCHC domain containing 24 	6383	1	0	1	0	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Ncam2	ENSMUST00000067602.3	neural cell adhesion molecule 2 	20	2	0	2	0	0	mmu-miR-1a-2-5p				-0.12	-0.21	< 0.1
Zfp125	ENSMUST00000079237.5	zinc finger protein 125 	8	1	0	0	1	1	mmu-miR-1a-1-5p				-0.12	-0.18	< 0.1
Hif1a	ENSMUST00000110461.2	hypoxia inducible factor 1, alpha subunit 	2538	2	0	1	1	1	mmu-miR-1a-1-5p				-0.12	-0.23	< 0.1
Stx11	ENSMUST00000163425.2	syntaxin 11 	274	1	0	0	1	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Cphx2	ENSMUST00000168149.2	cytoplasmic polyadenylated homeobox 2 	5	1	0	0	1	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Klf8	ENSMUST00000112574.3	Kruppel-like factor 8 	201	2	0	2	0	2	mmu-miR-1a-1-5p				-0.12	-0.20	< 0.1
Manea	ENSMUST00000041374.7	mannosidase, endo-alpha 	587	2	0	1	1	0	mmu-miR-1a-2-5p				-0.12	-0.13	< 0.1
Socs4	ENSMUST00000065562.4	suppressor of cytokine signaling 4 	945	2	0	1	1	0	mmu-miR-1a-1-5p				-0.12	-0.15	< 0.1
Sntb1	ENSMUST00000039769.6	syntrophin, basic 1 	2001	1	0	1	0	0	mmu-miR-1a-1-5p				-0.12	-0.13	< 0.1
Cphx3	ENSMUST00000184577.2	cytoplasmic polyadenylated homeobox 3 	5	1	0	0	1	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Tmem42	ENSMUST00000084733.5	transmembrane protein 42 	290	1	0	0	1	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Mycn	ENSMUST00000043396.8	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian) 	232	1	0	0	1	0	mmu-miR-1a-1-5p				-0.12	-0.13	< 0.1
Ndufaf4	ENSMUST00000029925.4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4 	688	1	1	0	0	1	mmu-miR-1a-1-5p				-0.12	-0.35	< 0.1
Rab3c	ENSMUST00000167824.1	RAB3C, member RAS oncogene family 	43	3	1	2	0	1	mmu-miR-1a-2-5p				-0.12	-0.23	< 0.1
Rassf4	ENSMUST00000035842.4	Ras association (RalGDS/AF-6) domain family member 4 	216	2	1	0	1	1	mmu-miR-1a-1-5p				-0.12	-0.14	< 0.1
Zfp281	ENSMUST00000047734.9	zinc finger protein 281 	1001	1	0	0	1	1	mmu-miR-1a-2-5p				-0.12	-0.13	< 0.1
Zdhhc21	ENSMUST00000030110.9	zinc finger, DHHC domain containing 21 	885	1	0	1	0	1	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Exog	ENSMUST00000035094.7	endo/exonuclease (5'-3'), endonuclease G-like 	204	1	0	1	0	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Pdp1	ENSMUST00000108297.2	pyruvate dehyrogenase phosphatase catalytic subunit 1 	480	1	0	0	1	0	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Cd244	ENSMUST00000004829.7	CD244 natural killer cell receptor 2B4 	9	4	1	1	2	1	mmu-miR-1a-1-5p				-0.12	-0.19	< 0.1
Chd9	ENSMUST00000109614.3	chromodomain helicase DNA binding protein 9 	402	1	0	1	0	1	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Zfp560	ENSMUST00000068079.8	zinc finger protein 560 	48	1	0	1	0	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Fbxo33	ENSMUST00000043204.7	F-box protein 33 	40	1	0	1	0	0	mmu-miR-1a-2-5p				-0.12	-0.14	< 0.1
Zdhhc20	ENSMUST00000089473.3	zinc finger, DHHC domain containing 20 	566	1	0	0	1	1	mmu-miR-1a-1-5p				-0.12	-0.16	< 0.1
Bcl2l11	ENSMUST00000110341.3	BCL2-like 11 (apoptosis facilitator) 	219	1	0	1	0	1	mmu-miR-1a-1-5p				-0.12	-0.20	< 0.1
D130040H23Rik	ENSMUST00000078257.6	RIKEN cDNA D130040H23 gene 	83	4	0	2	2	2	mmu-miR-1a-1-5p				-0.12	-0.14	< 0.1
Pkd2l2	ENSMUST00000014647.7	polycystic kidney disease 2-like 2 	38	1	0	0	1	0	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Zak	ENSMUST00000135469.2	sterile alpha motif and leucine zipper containing kinase AZK 	4241	3	1	2	0	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Zfp612	ENSMUST00000058804.8	zinc finger protein 612 	161	1	0	1	0	0	mmu-miR-1a-2-5p				-0.12	-0.15	< 0.1
Ppapdc2	ENSMUST00000045674.3	phosphatidic acid phosphatase type 2 domain containing 2 	189	1	1	0	0	0	mmu-miR-1a-2-5p				-0.12	-0.23	< 0.1
Ago3	ENSMUST00000069097.7	argonaute RISC catalytic subunit 3 	292	1	1	0	0	0	mmu-miR-1a-1-5p				-0.12	-0.16	< 0.1
A130010J15Rik	ENSMUST00000178744.1	RIKEN cDNA A130010J15 gene 	318	2	0	1	1	1	mmu-miR-1a-1-5p				-0.12	-0.14	< 0.1
Rab39b	ENSMUST00000033545.5	RAB39B, member RAS oncogene family 	51	1	0	0	1	0	mmu-miR-1a-1-5p				-0.12	-0.15	< 0.1
Tmeff1	ENSMUST00000030032.7	transmembrane protein with EGF-like and two follistatin-like domains 1 	13	1	0	1	0	0	mmu-miR-1a-2-5p				-0.12	-0.17	< 0.1
Mcmdc2	ENSMUST00000140948.3	minichromosome maintenance domain containing 2 	7	1	0	0	1	0	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Kcne2	ENSMUST00000047383.4	potassium voltage-gated channel, Isk-related subfamily, gene 2 	57	1	0	1	0	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Nkx1-2	ENSMUST00000054562.3	NK1 transcription factor related, locus 2 (Drosophila) 	5	2	0	0	2	0	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Hcrtr2	ENSMUST00000063140.9	hypocretin (orexin) receptor 2 	28	1	0	0	1	0	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Gm10083	ENSMUST00000074466.5	predicted gene 10083 	11	2	1	0	1	1	mmu-miR-1a-1-5p				-0.12	-0.27	< 0.1
Lin54	ENSMUST00000149714.2	lin-54 homolog (C. elegans) 	106	2	0	2	0	0	mmu-miR-1a-2-5p				-0.12	-0.21	< 0.1
9830147E19Rik	ENSMUST00000098503.3	RIKEN cDNA 9830147E19 gene 	2	1	1	0	0	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Zfp300	ENSMUST00000040667.7	zinc finger protein 300 	31	1	0	1	0	1	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Ptch1	ENSMUST00000021921.5	patched homolog 1 	4095	1	0	1	0	1	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Add3	ENSMUST00000111741.3	adducin 3 (gamma) 	2312	1	0	0	1	1	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Klhl24	ENSMUST00000023509.3	kelch-like 24 	2795	1	0	0	1	1	mmu-miR-1a-1-5p				-0.12	-0.17	< 0.1
1810037I17Rik	ENSMUST00000106429.4	RIKEN cDNA 1810037I17 gene 	123	2	0	1	1	0	mmu-miR-1a-1-5p				-0.12	-0.22	< 0.1
Pwwp2a	ENSMUST00000094294.4	PWWP domain containing 2A 	171	1	0	0	1	0	mmu-miR-1a-2-5p				-0.12	-0.13	< 0.1
Kdm7a	ENSMUST00000002305.8	lysine (K)-specific demethylase 7A 	770	3	1	0	2	0	mmu-miR-1a-1-5p				-0.12	-0.13	< 0.1
Fgd4	ENSMUST00000161861.2	FYVE, RhoGEF and PH domain containing 4 	46	2	1	0	1	1	mmu-miR-1a-1-5p				-0.12	-0.33	< 0.1
Gm4631	ENSMUST00000121393.3	predicted gene 4631 	5	3	1	1	1	1	mmu-miR-1a-2-5p				-0.12	-0.23	< 0.1
Gm853	ENSMUST00000023884.6	predicted gene 853 	33	1	0	0	1	0	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Tmem129	ENSMUST00000019439.7	transmembrane protein 129 	360	1	1	0	0	0	mmu-miR-1a-1-5p				-0.12	-0.13	< 0.1
Lcp1	ENSMUST00000145303.2	lymphocyte cytosolic protein 1 	333	1	0	0	1	1	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
St8sia4	ENSMUST00000043336.5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 	19	1	0	1	0	1	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Ell	ENSMUST00000093454.6	elongation factor RNA polymerase II 	552	1	0	0	1	0	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
St18	ENSMUST00000131494.2	suppression of tumorigenicity 18 	5	1	0	1	0	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Spn	ENSMUST00000049931.5	sialophorin 	68	2	0	2	0	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Slc35e1	ENSMUST00000152080.2	solute carrier family 35, member E1 	2692	1	1	0	0	0	mmu-miR-1a-2-5p				-0.12	-0.15	< 0.1
Man2a1	ENSMUST00000086723.4	mannosidase 2, alpha 1 	10291	1	0	0	1	0	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Etnk1	ENSMUST00000032413.4	ethanolamine kinase 1 	4276	1	0	1	0	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Ctbs	ENSMUST00000061937.7	chitobiase, di-N-acetyl- 	484	1	0	0	1	0	mmu-miR-1a-2-5p				-0.12	-0.14	< 0.1
Cdc5l	ENSMUST00000024727.8	cell division cycle 5-like (S. pombe) 	54	1	1	0	0	0	mmu-miR-1a-1-5p				-0.12	-0.15	< 0.1
Kctd6	ENSMUST00000022272.7	potassium channel tetramerisation domain containing 6 	104	2	0	2	0	0	mmu-miR-1a-2-5p				-0.12	-0.25	< 0.1
Zfp641	ENSMUST00000023722.6	zinc finger protein 641 	114	1	0	1	0	0	mmu-miR-1a-1-5p				-0.12	-0.12	< 0.1
Tmem175	ENSMUST00000063272.7	transmembrane protein 175 	281	1	0	0	1	0	mmu-miR-1a-1-5p				-0.12	-0.15	< 0.1
Trp53inp1	ENSMUST00000029865.3	transformation related protein 53 inducible nuclear protein 1 	2791	1	0	1	0	0	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Thbs2	ENSMUST00000170872.1	thrombospondin 2 	440	1	0	1	0	0	mmu-miR-1a-2-5p				-0.12	-0.16	< 0.1
BC049635	ENSMUST00000055944.5	cDNA sequence BC049635 	8	1	0	1	0	0	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
2210418O10Rik	ENSMUST00000099009.3	RIKEN cDNA 2210418O10 gene 	5	1	0	0	1	0	mmu-miR-1a-2-5p				-0.12	-0.12	< 0.1
Zfp619	ENSMUST00000108015.2	zinc finger protein 619 	26	2	0	2	0	0	mmu-miR-1a-2-5p				-0.11	-0.13	< 0.1
Gm14296	ENSMUST00000099007.2	predicted gene 14296 	5	1	0	0	1	0	mmu-miR-1a-2-5p				-0.11	-0.12	< 0.1
Zfp773	ENSMUST00000032622.7	zinc finger protein 773 	8	1	0	1	0	1	mmu-miR-1a-1-5p				-0.11	-0.19	< 0.1
Rgs7bp	ENSMUST00000063551.5	regulator of G-protein signalling 7 binding protein 	26	1	0	0	1	1	mmu-miR-1a-1-5p				-0.11	-0.30	< 0.1
Tmem215	ENSMUST00000049655.2	transmembrane protein 215 	10	1	1	0	0	0	mmu-miR-1a-1-5p				-0.11	-0.25	< 0.1
Zfp936	ENSMUST00000072829.3	zinc finger protein 936 	2	1	0	0	1	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Acp2	ENSMUST00000002172.8	acid phosphatase 2, lysosomal 	1172	2	1	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.28	< 0.1
Tbx20	ENSMUST00000052946.5	T-box 20 	145	1	0	0	1	0	mmu-miR-1a-1-5p				-0.11	-0.12	< 0.1
Ugt2b34	ENSMUST00000113333.1	UDP glucuronosyltransferase 2 family, polypeptide B34 	760	2	0	0	2	0	mmu-miR-1a-1-5p				-0.11	-0.22	< 0.1
Sgpp2	ENSMUST00000036172.9	sphingosine-1-phosphate phosphotase 2 	21	1	0	0	1	1	mmu-miR-1a-1-5p				-0.11	-0.12	< 0.1
Iws1	ENSMUST00000025243.3	IWS1 homolog (S. cerevisiae) 	1334	3	1	1	1	0	mmu-miR-1a-1-5p				-0.11	-0.25	< 0.1
Zbtb44	ENSMUST00000115222.3	zinc finger and BTB domain containing 44 	1220	2	0	1	1	1	mmu-miR-1a-1-5p				-0.11	-0.20	< 0.1
Rfx3	ENSMUST00000165566.2	regulatory factor X, 3 (influences HLA class II expression) 	75	1	1	0	0	1	mmu-miR-1a-2-5p				-0.11	-0.13	< 0.1
Trp53inp2	ENSMUST00000043237.8	transformation related protein 53 inducible nuclear protein 2 	1059	2	1	1	0	1	mmu-miR-1a-1-5p				-0.11	-0.28	< 0.1
Apba1	ENSMUST00000025830.7	amyloid beta (A4) precursor protein binding, family  A, member 1 	90	1	0	0	1	1	mmu-miR-1a-1-5p				-0.11	-0.12	< 0.1
Myt1	ENSMUST00000081125.5	myelin transcription factor 1 	5	1	0	1	0	0	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Btbd11	ENSMUST00000105307.2	BTB (POZ) domain containing 11 	120	2	0	0	2	0	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Ceacam15	ENSMUST00000108498.2	carcinoembryonic antigen-related cell adhesion molecule 15 	5	1	0	0	1	0	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Zfp445	ENSMUST00000056467.7	zinc finger protein 445 	216	3	1	1	1	1	mmu-miR-1a-1-5p				-0.11	-0.14	< 0.1
Cebpg	ENSMUST00000130491.1	CCAAT/enhancer binding protein (C/EBP), gamma 	1167	3	2	0	1	2	mmu-miR-1a-2-5p				-0.11	-0.50	< 0.1
Slc25a32	ENSMUST00000022908.8	solute carrier family 25, member 32 	249	3	0	2	1	1	mmu-miR-1a-1-5p				-0.11	-0.30	< 0.1
Hist1h2ah	ENSMUST00000091742.5	histone cluster 1, H2ah 	15	2	0	2	0	0	mmu-miR-1a-1-5p				-0.11	-0.23	< 0.1
Ppcdc	ENSMUST00000085709.4	phosphopantothenoylcysteine decarboxylase 	351	1	0	0	1	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Gm14326	ENSMUST00000108930.3	predicted gene 14326 	0	1	0	0	1	0	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Rnf180	ENSMUST00000069686.6	ring finger protein 180 	0	1	0	0	1	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Scn11a	ENSMUST00000070617.7	sodium channel, voltage-gated, type XI, alpha 	5	1	0	1	0	0	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Pear1	ENSMUST00000079083.6	platelet endothelial aggregation receptor 1 	109	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.19	< 0.1
Rhot2	ENSMUST00000043897.10	ras homolog gene family, member T2 	4888	1	0	1	0	1	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Dhx36	ENSMUST00000029336.4	DEAH (Asp-Glu-Ala-His) box polypeptide 36 	2840	1	0	0	1	1	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Vcpip1	ENSMUST00000057438.6	valosin containing protein (p97)/p47 complex interacting protein 1 	1069	1	0	0	1	3	mmu-miR-1a-1-5p				-0.11	-0.14	< 0.1
Ppp1r3d	ENSMUST00000058678.4	protein phosphatase 1, regulatory subunit 3D 	17	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Pmp2	ENSMUST00000029034.7	peripheral myelin protein 2 	9	1	0	0	1	0	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Olfr456	ENSMUST00000057251.6	olfactory receptor 456 	2	1	0	1	0	1	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Trim23	ENSMUST00000069187.6	tripartite motif-containing 23 	992	1	0	1	0	2	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Nphs2	ENSMUST00000027896.4	nephrosis 2, podocin 	154	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.12	< 0.1
1300002K09Rik	ENSMUST00000107783.2	RIKEN cDNA 1300002K09 gene 	616	1	0	0	1	0	mmu-miR-1a-1-5p				-0.11	-0.12	< 0.1
Exoc2	ENSMUST00000102946.2	exocyst complex component 2 	298	1	0	1	0	0	mmu-miR-1a-2-5p				-0.11	-0.12	< 0.1
Akt3	ENSMUST00000111160.3	thymoma viral proto-oncogene 3 	344	1	0	1	0	0	mmu-miR-1a-2-5p				-0.11	-0.15	< 0.1
Gldn	ENSMUST00000056740.5	gliomedin 	12	1	0	0	1	0	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Pex12	ENSMUST00000018877.3	peroxisomal biogenesis factor 12 	654	1	0	0	1	1	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Cblb	ENSMUST00000114471.1	Casitas B-lineage lymphoma b 	230	1	0	0	1	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Aqp3	ENSMUST00000055327.7	aquaporin 3 	17	1	0	1	0	0	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Luzp2	ENSMUST00000082373.6	leucine zipper protein 2 	7	3	0	1	2	2	mmu-miR-1a-2-5p				-0.11	-0.13	< 0.1
Hdac3	ENSMUST00000043498.7	histone deacetylase 3 	976	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Wt1	ENSMUST00000111099.1	Wilms tumor 1 homolog 	144	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Rnf24	ENSMUST00000059372.5	ring finger protein 24 	141	1	0	1	0	1	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Sp1	ENSMUST00000001326.6	trans-acting transcription factor 1 	1975	4	0	2	2	1	mmu-miR-1a-1-5p				-0.11	-0.12	< 0.1
Ints2	ENSMUST00000018212.7	integrator complex subunit 2 	115	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.13	< 0.1
Pcf11	ENSMUST00000119954.2	cleavage and polyadenylation factor subunit homolog (S. cerevisiae) 	1951	1	0	1	0	0	mmu-miR-1a-2-5p				-0.11	-0.12	< 0.1
Sele	ENSMUST00000027874.5	selectin, endothelial cell 	16	1	0	0	1	1	mmu-miR-1a-1-5p				-0.11	-0.13	< 0.1
Slc35a1	ENSMUST00000029970.8	solute carrier family 35 (CMP-sialic acid transporter), member 1 	202	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.18	< 0.1
Tgfbi	ENSMUST00000045173.8	transforming growth factor, beta induced 	158	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
0610030E20Rik	ENSMUST00000077783.3	RIKEN cDNA 0610030E20 gene 	1246	1	1	0	0	0	mmu-miR-1a-1-5p				-0.11	-0.12	< 0.1
Mmgt1	ENSMUST00000059899.2	membrane magnesium transporter 1 	227	2	0	1	1	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Vmac	ENSMUST00000164907.1	vimentin-type intermediate filament associated coiled-coil protein 	43	1	0	0	1	0	mmu-miR-1a-1-5p				-0.11	-0.12	< 0.1
Eif4e	ENSMUST00000029803.7	eukaryotic translation initiation factor 4E 	1238	3	2	0	1	2	mmu-miR-1a-2-5p				-0.11	-0.61	< 0.1
Rab27b	ENSMUST00000121693.2	RAB27B, member RAS oncogene family 	206	2	0	1	1	1	mmu-miR-1a-1-5p				-0.11	-0.29	< 0.1
Lyve1	ENSMUST00000033050.3	lymphatic vessel endothelial hyaluronan receptor 1 	309	1	0	1	0	0	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Galnt1	ENSMUST00000000430.8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 	1815	1	0	0	1	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Etl4	ENSMUST00000114606.2	enhancer trap locus 4 	1857	1	0	0	1	2	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Lemd3	ENSMUST00000119944.2	LEM domain containing 3 	141	1	0	0	1	1	mmu-miR-1a-1-5p				-0.11	-0.12	< 0.1
Morc4	ENSMUST00000033811.8	microrchidia 4 	489	3	1	0	2	0	mmu-miR-1a-2-5p				-0.11	-0.30	< 0.1
Smpd3	ENSMUST00000067512.7	sphingomyelin phosphodiesterase 3, neutral 	40	0	0	0	0	1	mmu-miR-1a-2-5p				-0.11	-0.21	< 0.1
Hmga2	ENSMUST00000159699.1	high mobility group AT-hook 2 	10108	1	0	1	0	0	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Npnt	ENSMUST00000042744.10	nephronectin 	4398	2	0	0	2	0	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Hnrnph2	ENSMUST00000113203.1	heterogeneous nuclear ribonucleoprotein H2 	5	1	0	0	1	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Gm14391	ENSMUST00000109056.2	predicted gene 14391 	0	1	0	0	1	0	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Hoxd12	ENSMUST00000001878.5	homeobox D12 	5	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Ccsap	ENSMUST00000034452.6	centriole, cilia and spindle associated protein 	83	2	0	0	2	0	mmu-miR-1a-2-5p				-0.11	-0.17	< 0.1
4930578C19Rik	ENSMUST00000044188.4	RIKEN cDNA 4930578C19 gene 	42	3	0	2	1	0	mmu-miR-1a-1-5p				-0.11	-0.14	< 0.1
Klhdc10	ENSMUST00000068259.6	kelch domain containing 10 	2497	1	1	0	0	0	mmu-miR-1a-1-5p				-0.11	-0.14	< 0.1
Dusp15	ENSMUST00000123121.3	dual specificity phosphatase-like 15 	10	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.13	< 0.1
Rab30	ENSMUST00000032879.8	RAB30, member RAS oncogene family 	202	3	0	0	3	3	mmu-miR-1a-1-5p				-0.11	-0.28	< 0.1
Lin28b	ENSMUST00000079390.6	lin-28 homolog B (C. elegans) 	191	2	0	2	0	1	mmu-miR-1a-2-5p				-0.11	-0.11	< 0.1
Cdh7	ENSMUST00000112701.2	cadherin 7, type 2 	5	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Ube2v1	ENSMUST00000109207.4	ubiquitin-conjugating enzyme E2 variant 1 	18	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.27	< 0.1
Lrrfip1	ENSMUST00000097649.4	leucine rich repeat (in FLII) interacting protein 1 	2679	1	0	1	0	0	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Wdr45b	ENSMUST00000026173.7	WD repeat domain 45B 	336	3	0	2	1	0	mmu-miR-1a-1-5p				-0.11	-0.25	< 0.1
Pds5b	ENSMUST00000016569.5	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) 	1914	3	0	2	1	1	mmu-miR-1a-2-5p				-0.11	-0.20	< 0.1
Rab6a	ENSMUST00000107048.2	RAB6A, member RAS oncogene family 	1165	1	0	1	0	1	mmu-miR-1a-1-5p				-0.11	-0.11	< 0.1
Tk2	ENSMUST00000050211.5	thymidine kinase 2, mitochondrial 	319	2	0	1	1	0	mmu-miR-1a-1-5p				-0.11	-0.27	< 0.1
Ppp2r5e	ENSMUST00000021447.7	protein phosphatase 2, regulatory subunit B', epsilon 	566	1	0	0	1	1	mmu-miR-1a-2-5p				-0.11	-0.13	< 0.1
Gabra1	ENSMUST00000020707.6	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1 	12	1	0	0	1	0	mmu-miR-1a-2-5p				-0.10	-0.10	< 0.1
Cped1	ENSMUST00000115383.3	cadherin-like and PC-esterase domain containing 1 	1712	1	1	0	0	0	mmu-miR-1a-1-5p				-0.10	-0.10	< 0.1
Prdm16	ENSMUST00000070313.8	PR domain containing 16 	45	1	0	1	0	0	mmu-miR-1a-1-5p				-0.10	-0.10	< 0.1
Zfp760	ENSMUST00000073312.6	zinc finger protein 760 	156	1	0	0	1	0	mmu-miR-1a-2-5p				-0.10	-0.10	< 0.1
