GeneSymbol_Plus	GENEID_Plus	Biotype_Plus	Location_Plus	Strand_Plus	GeneSymbol_Minus	GENEID_Minus	Biotype_Minus	Location_Minus	Strand_Minus
Samd8	ENSMUSG00000021770.12	protein_coding	chr14:21800616-21843370	+	Dusp13	ENSMUSG00000021768.16	protein_coding	chr14:21794942-21801249	-
Vdac2	ENSMUSG00000021771.15	protein_coding	chr14:21881337-21895947	+	Comtd1	ENSMUSG00000021773.12	protein_coding	chr14:21895923-21899045	-
A430057M04Rik	ENSMUSG00000090564.10	lncRNA	chr14:21897646-21901108	+	Comtd1	ENSMUSG00000021773.12	protein_coding	chr14:21895923-21899045	-
A430057M04Rik	ENSMUSG00000090564.10	lncRNA	chr14:21898515-21906999	+	Comtd1	ENSMUSG00000021773.12	protein_coding	chr14:21895923-21899045	-
Lrmda	ENSMUSG00000063458.14	protein_coding	chr14:22069780-23106153	+	ENSMUSG00002076409	ENSMUSG00002076409.1	miRNA	chr14:22072026-22072138	-
Lrmda	ENSMUSG00000063458.14	protein_coding	chr14:22069889-22878843	+	ENSMUSG00002076409	ENSMUSG00002076409.1	miRNA	chr14:22072026-22072138	-
Lrmda	ENSMUSG00000063458.14	protein_coding	chr14:22069916-22766478	+	ENSMUSG00002076409	ENSMUSG00002076409.1	miRNA	chr14:22072026-22072138	-
Lrmda	ENSMUSG00000063458.14	protein_coding	chr14:22069916-23106153	+	ENSMUSG00002076409	ENSMUSG00002076409.1	miRNA	chr14:22072026-22072138	-
Lrmda	ENSMUSG00000063458.14	protein_coding	chr14:22360233-22634507	+	4930405A10Rik	ENSMUSG00000114412.2	lncRNA	chr14:22581117-22592891	-
Gm46443	ENSMUSG00000114803.2	processed_pseudogene	chr14:23371212-23371575	+	Kcnma1	ENSMUSG00000063142.16	protein_coding	chr14:23339499-23853372	-
5430425E15Rik	ENSMUSG00000114751.2	TEC	chr14:23569730-23570912	+	Kcnma1	ENSMUSG00000063142.16	protein_coding	chr14:23339499-23853372	-
Gm29626	ENSMUSG00000100100.2	lncRNA	chr14:23610316-23614657	+	Kcnma1	ENSMUSG00000063142.16	protein_coding	chr14:23339499-23853372	-
Gm29626	ENSMUSG00000100100.2	lncRNA	chr14:23610333-23614655	+	Kcnma1	ENSMUSG00000063142.16	protein_coding	chr14:23339499-23853372	-
4930519K11Rik	ENSMUSG00000114953.2	lncRNA	chr14:24053912-24058403	+	Kcnma1	ENSMUSG00000063142.16	protein_coding	chr14:24052724-24054366	-
4930519K11Rik	ENSMUSG00000114953.2	lncRNA	chr14:24055059-24055905	+	Kcnma1	ENSMUSG00000063142.16	protein_coding	chr14:23486049-24064559	-
Gm6158	ENSMUSG00000090381.3	processed_pseudogene	chr14:24119802-24120705	+	Gm31392	ENSMUSG00000114722.2	lncRNA	chr14:24094411-24125976	-
Gm52992	ENSMUSG00000118519.2	lncRNA	chr14:24132189-24206278	+	Gm52991	ENSMUSG00000118498.3	unprocessed_pseudogene	chr14:24157316-24163272	-
Gm53005	ENSMUSG00000118592.2	unprocessed_pseudogene	chr14:24476901-24480676	+	Gm41109	ENSMUSG00000114207.2	TEC	chr14:24475232-24479890	-
Gm17747	ENSMUSG00000114232.2	lncRNA	chr14:25442065-25453653	+	Zmiz1os1	ENSMUSG00000087535.3	lncRNA	chr14:25257947-25458222	-
Zmiz1	ENSMUSG00000007817.16	protein_coding	chr14:25459609-25538916	+	Zmiz1os1	ENSMUSG00000087535.3	lncRNA	chr14:25456161-25461552	-
Zmiz1	ENSMUSG00000007817.16	protein_coding	chr14:25459648-25667167	+	Zmiz1os1	ENSMUSG00000087535.3	lncRNA	chr14:25456161-25461552	-
Zmiz1	ENSMUSG00000007817.16	protein_coding	chr14:25459691-25665143	+	Zmiz1os1	ENSMUSG00000087535.3	lncRNA	chr14:25456161-25461552	-
Zmiz1	ENSMUSG00000007817.16	protein_coding	chr14:25459716-25649998	+	Zmiz1os1	ENSMUSG00000087535.3	lncRNA	chr14:25456161-25461552	-
Gm47920	ENSMUSG00000114709.2	lncRNA	chr14:25460404-25462811	+	Zmiz1os1	ENSMUSG00000087535.3	lncRNA	chr14:25456161-25461552	-
Ppif	ENSMUSG00000021868.8	protein_coding	chr14:25694578-25700888	+	Ppifos	ENSMUSG00000114922.2	lncRNA	chr14:25697398-25701706	-
Ppif	ENSMUSG00000021868.8	protein_coding	chr14:25694594-25700892	+	Ppifos	ENSMUSG00000114922.2	lncRNA	chr14:25697398-25701706	-
Anxa11	ENSMUSG00000021866.16	protein_coding	chr14:25842580-25887228	+	Anxa11os	ENSMUSG00000098609.2	lncRNA	chr14:25857201-25870690	-
Anxa11	ENSMUSG00000021866.16	protein_coding	chr14:25842607-25879538	+	Anxa11os	ENSMUSG00000098609.2	lncRNA	chr14:25857201-25870690	-
Anxa11	ENSMUSG00000021866.16	protein_coding	chr14:25842607-25879931	+	Anxa11os	ENSMUSG00000098609.2	lncRNA	chr14:25857201-25870690	-
Anxa11	ENSMUSG00000021866.16	protein_coding	chr14:25842607-25887228	+	Anxa11os	ENSMUSG00000098609.2	lncRNA	chr14:25857201-25870690	-
Cphx1	ENSMUSG00000095975.4	protein_coding	chr14:25938728-25955374	+	Gm19013	ENSMUSG00000098897.2	processed_pseudogene	chr14:25939783-25941004	-
4933413J09Rik	ENSMUSG00000021874.13	lncRNA	chr14:26077729-26104404	+	Crb1-ps	ENSMUSG00000089978.2	processed_pseudogene	chr14:26096433-26097327	-
4933413J09Rik	ENSMUSG00000021874.13	lncRNA	chr14:26078702-26121611	+	Crb1-ps	ENSMUSG00000089978.2	processed_pseudogene	chr14:26096433-26097327	-
4933413J09Rik	ENSMUSG00000021874.13	lncRNA	chr14:26078735-26097955	+	Crb1-ps	ENSMUSG00000089978.2	processed_pseudogene	chr14:26096433-26097327	-
4933413J09Rik	ENSMUSG00000021874.13	lncRNA	chr14:26083786-26099073	+	Crb1-ps	ENSMUSG00000089978.2	processed_pseudogene	chr14:26096433-26097327	-
4933413J09Rik	ENSMUSG00000021874.13	lncRNA	chr14:26085543-26098971	+	Crb1-ps	ENSMUSG00000089978.2	processed_pseudogene	chr14:26096433-26097327	-
4933413J09Rik	ENSMUSG00000021874.13	lncRNA	chr14:26085543-26117774	+	Crb1-ps	ENSMUSG00000089978.2	processed_pseudogene	chr14:26096433-26097327	-
Gm24031	ENSMUSG00000065864.3	snoRNA	chr14:26218810-26218940	+	Slmap	ENSMUSG00000021870.18	protein_coding	chr14:26134323-26256086	-
Gm2178	ENSMUSG00000078128.2	processed_pseudogene	chr14:26235709-26236065	+	Slmap	ENSMUSG00000021870.18	protein_coding	chr14:26134323-26256086	-
Dennd6a	ENSMUSG00000040818.11	protein_coding	chr14:26295011-26351738	+	Arf4os	ENSMUSG00000090861.2	lncRNA	chr14:26349562-26359338	-
Dennd6a	ENSMUSG00000040818.11	protein_coding	chr14:26295013-26351601	+	Arf4os	ENSMUSG00000090861.2	lncRNA	chr14:26349562-26359338	-
Dennd6a	ENSMUSG00000040818.11	protein_coding	chr14:26295014-26351443	+	Arf4os	ENSMUSG00000090861.2	lncRNA	chr14:26349562-26359338	-
Dennd6a	ENSMUSG00000040818.11	protein_coding	chr14:26300716-26349568	+	Arf4os	ENSMUSG00000090861.2	lncRNA	chr14:26349562-26359338	-
Dennd6a	ENSMUSG00000040818.11	protein_coding	chr14:26300733-26355477	+	Arf4os	ENSMUSG00000090861.2	lncRNA	chr14:26349562-26359338	-
Arf4	ENSMUSG00000021877.13	protein_coding	chr14:26359229-26378413	+	Arf4os	ENSMUSG00000090861.2	lncRNA	chr14:26349562-26359338	-
Arf4	ENSMUSG00000021877.13	protein_coding	chr14:26374286-26386239	+	Pde12	ENSMUSG00000043702.10	protein_coding	chr14:26381113-26391038	-
Gm41115	ENSMUSG00000114785.2	processed_pseudogene	chr14:26648412-26648719	+	Appl1	ENSMUSG00000040760.12	protein_coding	chr14:26640945-26693189	-
Arhgef3	ENSMUSG00000021895.11	protein_coding	chr14:26836856-27125265	+	ENSMUSG00002076936	ENSMUSG00002076936.1	miRNA	chr14:27102689-27102807	-
4930420N18Rik	ENSMUSG00000104199.2	TEC	chr1:42690886-42691561	+	Pantr1	ENSMUSG00000060424.15	lncRNA	chr1:42687359-42706151	-
Arhgef3	ENSMUSG00000021895.11	protein_coding	chr14:26959996-27125861	+	ENSMUSG00002076936	ENSMUSG00002076936.1	miRNA	chr14:27102689-27102807	-
Arhgef3	ENSMUSG00000021895.11	protein_coding	chr14:27058023-27125868	+	ENSMUSG00002076936	ENSMUSG00002076936.1	miRNA	chr14:27102689-27102807	-
Tasor	ENSMUSG00000040651.10	protein_coding	chr14:27150791-27205512	+	Ccdc66	ENSMUSG00000046753.11	protein_coding	chr14:27204364-27205832	-
Tasor	ENSMUSG00000040651.10	protein_coding	chr14:27199127-27205512	+	Ccdc66	ENSMUSG00000046753.11	protein_coding	chr14:27204364-27205832	-
U6	ENSMUSG00002076276.1	snRNA	chr14:27211226-27211334	+	Ccdc66	ENSMUSG00000046753.11	protein_coding	chr14:27203047-27230417	-
Gm20646	ENSMUSG00000093436.7	lncRNA	chr1:42734085-42780128	+	Pantr2	ENSMUSG00000097063.4	lncRNA	chr1:42746221-42752614	-
Gm20646	ENSMUSG00000093436.7	lncRNA	chr1:42734085-42783951	+	Pantr2	ENSMUSG00000097063.4	lncRNA	chr1:42746221-42752614	-
Erc2	ENSMUSG00000040640.12	protein_coding	chr14:27344385-28200492	+	Gm45645	ENSMUSG00000109849.2	lncRNA	chr14:27560122-27598174	-
Erc2	ENSMUSG00000040640.12	protein_coding	chr14:27344399-28200494	+	Gm45645	ENSMUSG00000109849.2	lncRNA	chr14:27560122-27598174	-
Erc2	ENSMUSG00000040640.12	protein_coding	chr14:27344467-27636467	+	Gm45645	ENSMUSG00000109849.2	lncRNA	chr14:27560122-27598174	-
Erc2	ENSMUSG00000040640.12	protein_coding	chr14:27374784-28039232	+	Gm45645	ENSMUSG00000109849.2	lncRNA	chr14:27560122-27598174	-
Erc2	ENSMUSG00000040640.12	protein_coding	chr14:27446593-27733724	+	Gm45645	ENSMUSG00000109849.2	lncRNA	chr14:27560122-27598174	-
Erc2	ENSMUSG00000040640.12	protein_coding	chr14:27520515-27634859	+	Gm45645	ENSMUSG00000109849.2	lncRNA	chr14:27560122-27598174	-
Erc2	ENSMUSG00000040640.12	protein_coding	chr14:27595089-27602280	+	Gm45645	ENSMUSG00000109849.2	lncRNA	chr14:27560122-27598174	-
Erc2	ENSMUSG00000040640.12	protein_coding	chr14:27598027-27602296	+	Gm45645	ENSMUSG00000109849.2	lncRNA	chr14:27560122-27598174	-
Erc2	ENSMUSG00000040640.12	protein_coding	chr14:27598061-28200492	+	Gm45645	ENSMUSG00000109849.2	lncRNA	chr14:27560122-27598174	-
Wnt5a	ENSMUSG00000021994.16	protein_coding	chr14:28226707-28249405	+	Gm2670	ENSMUSG00000097002.2	lncRNA	chr14:28230031-28233349	-
Wnt5a	ENSMUSG00000021994.16	protein_coding	chr14:28227857-28231078	+	Gm2670	ENSMUSG00000097002.2	lncRNA	chr14:28230031-28233349	-
Wnt5a	ENSMUSG00000021994.16	protein_coding	chr14:28232575-28233882	+	Gm2670	ENSMUSG00000097002.2	lncRNA	chr14:28230031-28233349	-
Wnt5a	ENSMUSG00000021994.16	protein_coding	chr14:28233347-28245474	+	Gm2670	ENSMUSG00000097002.2	lncRNA	chr14:28230031-28233349	-
Lrtm1	ENSMUSG00000045776.4	protein_coding	chr14:28740165-28755602	+	Cacna2d3	ENSMUSG00000021991.10	protein_coding	chr14:28626900-29443821	-
Lrtm1	ENSMUSG00000045776.4	protein_coding	chr14:28740461-28751744	+	Cacna2d3	ENSMUSG00000021991.10	protein_coding	chr14:28626900-29443821	-
Lrtm1	ENSMUSG00000045776.4	protein_coding	chr14:28742829-28749711	+	Cacna2d3	ENSMUSG00000021991.10	protein_coding	chr14:28626900-29443821	-
Gm48004	ENSMUSG00000114595.2	lncRNA	chr14:28803259-28805762	+	Cacna2d3	ENSMUSG00000021991.10	protein_coding	chr14:28794613-28819860	-
Mrps9	ENSMUSG00000060679.15	protein_coding	chr1:42890393-42944842	+	Gm23126	ENSMUSG00000077448.3	snoRNA	chr1:42905845-42905978	-
Mrps9	ENSMUSG00000060679.15	protein_coding	chr1:42890436-42938839	+	Gm23126	ENSMUSG00000077448.3	snoRNA	chr1:42905845-42905978	-
Mrps9	ENSMUSG00000060679.15	protein_coding	chr1:42890436-42941173	+	Gm23126	ENSMUSG00000077448.3	snoRNA	chr1:42905845-42905978	-
Mrps9	ENSMUSG00000060679.15	protein_coding	chr1:42890445-42921091	+	Gm23126	ENSMUSG00000077448.3	snoRNA	chr1:42905845-42905978	-
Gm6043	ENSMUSG00000075245.5	processed_pseudogene	chr14:28939596-28940087	+	Cacna2d3	ENSMUSG00000021991.10	protein_coding	chr14:28786111-29082791	-
Gm48006	ENSMUSG00000114760.2	lncRNA	chr14:28957184-28979478	+	Cacna2d3	ENSMUSG00000021991.10	protein_coding	chr14:28786111-29082791	-
Gm48005	ENSMUSG00000114758.2	processed_pseudogene	chr14:28992244-28992424	+	Cacna2d3	ENSMUSG00000021991.10	protein_coding	chr14:28786111-29082791	-
Mrps9	ENSMUSG00000060679.15	protein_coding	chr1:42901674-42938288	+	Gm23126	ENSMUSG00000077448.3	snoRNA	chr1:42905845-42905978	-
Gm48003	ENSMUSG00000114704.2	lncRNA	chr14:29296654-29298815	+	Cacna2d3	ENSMUSG00000021991.10	protein_coding	chr14:28626900-29443821	-
Gm48003	ENSMUSG00000114704.2	lncRNA	chr14:29296654-29315261	+	Cacna2d3	ENSMUSG00000021991.10	protein_coding	chr14:28626900-29443821	-
Actr8	ENSMUSG00000015971.6	protein_coding	chr14:29700375-29728311	+	Il17rb	ENSMUSG00000015966.18	protein_coding	chr14:29718877-29720416	-
Chdh	ENSMUSG00000015970.20	protein_coding	chr14:29730980-29762484	+	Gm18760	ENSMUSG00000114705.2	processed_pseudogene	chr14:29749644-29750308	-
Chdh	ENSMUSG00000015970.20	protein_coding	chr14:29744590-29760204	+	Gm18760	ENSMUSG00000114705.2	processed_pseudogene	chr14:29749644-29750308	-
Gm50467	ENSMUSG00000118437.2	lncRNA	chr14:29816719-29823514	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29797784-29821094	-
Gm47570	ENSMUSG00000114650.2	processed_pseudogene	chr14:29929695-29930176	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Gm47576	ENSMUSG00000114386.2	processed_pseudogene	chr14:30119951-30120400	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Gm7621	ENSMUSG00000114397.2	processed_pseudogene	chr14:30123959-30124945	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Gm18681	ENSMUSG00000114966.2	processed_pseudogene	chr14:30145227-30145840	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Dcp1a	ENSMUSG00000021962.10	protein_coding	chr14:30201492-30232451	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Dcp1a	ENSMUSG00000021962.10	protein_coding	chr14:30201569-30249013	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Dcp1a	ENSMUSG00000021962.10	protein_coding	chr14:30201569-30249020	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Dcp1a	ENSMUSG00000021962.10	protein_coding	chr14:30201592-30208236	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Dcp1a	ENSMUSG00000021962.10	protein_coding	chr14:30201634-30241617	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Dcp1a	ENSMUSG00000021962.10	protein_coding	chr14:30201636-30241427	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Dcp1a	ENSMUSG00000021962.10	protein_coding	chr14:30207025-30245480	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Dcp1a	ENSMUSG00000021962.10	protein_coding	chr14:30207039-30245477	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Dcp1a	ENSMUSG00000021962.10	protein_coding	chr14:30207039-30245480	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Dcp1a	ENSMUSG00000021962.10	protein_coding	chr14:30207039-30245693	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Dcp1a	ENSMUSG00000021962.10	protein_coding	chr14:30207055-30245480	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Dcp1a	ENSMUSG00000021962.10	protein_coding	chr14:30207060-30245480	+	Cacna1d	ENSMUSG00000015968.19	protein_coding	chr14:29761898-30213410	-
Sfmbt1	ENSMUSG00000006527.17	protein_coding	chr14:30436806-30539920	+	1700087M22Rik	ENSMUSG00000115723.2	lncRNA	chr14:30492638-30499961	-
Sfmbt1	ENSMUSG00000006527.17	protein_coding	chr14:30437124-30537041	+	1700087M22Rik	ENSMUSG00000115723.2	lncRNA	chr14:30492638-30499961	-
Sfmbt1	ENSMUSG00000006527.17	protein_coding	chr14:30437572-30544678	+	1700087M22Rik	ENSMUSG00000115723.2	lncRNA	chr14:30492638-30499961	-
Sfmbt1	ENSMUSG00000006527.17	protein_coding	chr14:30438448-30540303	+	1700087M22Rik	ENSMUSG00000115723.2	lncRNA	chr14:30492638-30499961	-
Sfmbt1	ENSMUSG00000006527.17	protein_coding	chr14:30488031-30540302	+	1700087M22Rik	ENSMUSG00000115723.2	lncRNA	chr14:30492638-30499961	-
Glt8d1	ENSMUSG00000021916.17	protein_coding	chr14:30723357-30733947	+	Spcs1	ENSMUSG00000021917.17	protein_coding	chr14:30721783-30723566	-
Glt8d1	ENSMUSG00000021916.17	protein_coding	chr14:30723361-30730648	+	Spcs1	ENSMUSG00000021917.17	protein_coding	chr14:30721783-30723566	-
Glt8d1	ENSMUSG00000021916.17	protein_coding	chr14:30723407-30733948	+	Spcs1	ENSMUSG00000021917.17	protein_coding	chr14:30721783-30723566	-
Glt8d1	ENSMUSG00000021916.17	protein_coding	chr14:30723418-30732754	+	Spcs1	ENSMUSG00000021917.17	protein_coding	chr14:30721783-30723566	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30741095-30841998	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30741095-30843549	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30741106-30749487	+	Gnl3	ENSMUSG00000042354.8	protein_coding	chr14:30734390-30741109	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30741114-30804555	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30741127-30840924	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30741165-30841076	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30747464-30835902	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30747464-30840923	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30747467-30840904	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30747467-30840905	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30747467-30840924	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30747467-30841977	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30747468-30841998	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Pbrm1	ENSMUSG00000042323.18	protein_coding	chr14:30749435-30807001	+	Gm49094	ENSMUSG00000115412.2	processed_pseudogene	chr14:30764274-30765077	-
Nt5dc2	ENSMUSG00000071547.5	protein_coding	chr14:30853010-30861081	+	Stab1	ENSMUSG00000042286.14	protein_coding	chr14:30860970-30861805	-
Nt5dc2	ENSMUSG00000071547.5	protein_coding	chr14:30853308-30861068	+	Stab1	ENSMUSG00000042286.14	protein_coding	chr14:30860970-30861805	-
Nt5dc2	ENSMUSG00000071547.5	protein_coding	chr14:30856362-30861081	+	Stab1	ENSMUSG00000042286.14	protein_coding	chr14:30860970-30861805	-
Nt5dc2	ENSMUSG00000071547.5	protein_coding	chr14:30856810-30861078	+	Stab1	ENSMUSG00000042286.14	protein_coding	chr14:30860970-30861805	-
Nt5dc2	ENSMUSG00000071547.5	protein_coding	chr14:30859980-30861080	+	Stab1	ENSMUSG00000042286.14	protein_coding	chr14:30860970-30861805	-
Tnnc1	ENSMUSG00000091898.9	protein_coding	chr14:30930269-30933686	+	Nisch	ENSMUSG00000021910.16	protein_coding	chr14:30925263-30938903	-
Tnnc1	ENSMUSG00000091898.9	protein_coding	chr14:30930287-30933593	+	Nisch	ENSMUSG00000021910.16	protein_coding	chr14:30925263-30938903	-
Tnnc1	ENSMUSG00000091898.9	protein_coding	chr14:30930289-30932955	+	Nisch	ENSMUSG00000021910.16	protein_coding	chr14:30925263-30938903	-
Gm28782	ENSMUSG00000100269.2	lncRNA	chr1:43095427-43096294	+	Tgfbrap1	ENSMUSG00000070939.10	protein_coding	chr1:43093868-43100093	-
Gm35823	ENSMUSG00000115311.2	lncRNA	chr14:30990714-31042898	+	Dnah1	ENSMUSG00000019027.9	protein_coding	chr14:30983949-30991468	-
Gm35823	ENSMUSG00000115311.2	lncRNA	chr14:30991198-31015747	+	Dnah1	ENSMUSG00000019027.9	protein_coding	chr14:30983949-30991468	-
Gm49217	ENSMUSG00000115468.2	lncRNA	chr14:31045912-31058033	+	Gm49791	ENSMUSG00000115445.2	lncRNA	chr14:31047476-31047963	-
Capn7	ENSMUSG00000021893.15	protein_coding	chr14:31058595-31093941	+	Sh3bp5	ENSMUSG00000021892.15	protein_coding	chr14:31081837-31158035	-
Capn7	ENSMUSG00000021893.15	protein_coding	chr14:31058632-31093943	+	Sh3bp5	ENSMUSG00000021892.15	protein_coding	chr14:31081837-31158035	-
Capn7	ENSMUSG00000021893.15	protein_coding	chr14:31058664-31093941	+	Sh3bp5	ENSMUSG00000021892.15	protein_coding	chr14:31081837-31158035	-
Capn7	ENSMUSG00000021893.15	protein_coding	chr14:31087513-31091970	+	Sh3bp5	ENSMUSG00000021892.15	protein_coding	chr14:31081837-31158035	-
Eaf1	ENSMUSG00000021890.7	protein_coding	chr14:31216356-31231815	+	Mettl6	ENSMUSG00000021891.9	protein_coding	chr14:31215361-31216989	-
8430432A02Rik	ENSMUSG00000041878.4	lncRNA	chr1:43131748-43132995	+	Tgfbrap1	ENSMUSG00000070939.10	protein_coding	chr1:43086360-43137782	-
Btd	ENSMUSG00000021900.11	protein_coding	chr14:31362985-31389128	+	Hacl1	ENSMUSG00000021884.19	protein_coding	chr14:31348383-31363129	-
Btd	ENSMUSG00000021900.11	protein_coding	chr14:31363014-31390536	+	Hacl1	ENSMUSG00000021884.19	protein_coding	chr14:31348383-31363129	-
Gm49309	ENSMUSG00000115812.2	transcribed_processed_pseudogene	chr14:31523516-31525368	+	Ankrd28	ENSMUSG00000014496.9	protein_coding	chr14:31467232-31552335	-
Gm49309	ENSMUSG00000115812.2	transcribed_processed_pseudogene	chr14:31524826-31525222	+	Ankrd28	ENSMUSG00000014496.9	protein_coding	chr14:31467232-31552335	-
Galnt15	ENSMUSG00000021903.12	protein_coding	chr14:31750946-31784154	+	Gm49084	ENSMUSG00000115628.2	processed_pseudogene	chr14:31757872-31758295	-
Galnt15	ENSMUSG00000021903.12	protein_coding	chr14:31751367-31782184	+	Gm49084	ENSMUSG00000115628.2	processed_pseudogene	chr14:31757872-31758295	-
Oxnad1	ENSMUSG00000021906.15	protein_coding	chr14:31807331-31813633	+	Dph3	ENSMUSG00000021905.15	protein_coding	chr14:31802523-31807566	-
Oxnad1	ENSMUSG00000021906.15	protein_coding	chr14:31807333-31818501	+	Dph3	ENSMUSG00000021905.15	protein_coding	chr14:31802523-31807566	-
Oxnad1	ENSMUSG00000021906.15	protein_coding	chr14:31807370-31825159	+	Dph3	ENSMUSG00000021905.15	protein_coding	chr14:31802523-31807566	-
Msmb	ENSMUSG00000021907.14	protein_coding	chr14:31863980-31880324	+	Gm18909	ENSMUSG00000115760.2	processed_pseudogene	chr14:31876705-31878028	-
Msmb	ENSMUSG00000021907.14	protein_coding	chr14:31869544-31880327	+	Gm18909	ENSMUSG00000115760.2	processed_pseudogene	chr14:31876705-31878028	-
Parg	ENSMUSG00000021911.17	protein_coding	chr14:31923906-32017606	+	Gm7707	ENSMUSG00000091570.2	processed_pseudogene	chr14:31988550-31989705	-
Parg	ENSMUSG00000021911.17	protein_coding	chr14:31923906-32019507	+	Gm7707	ENSMUSG00000091570.2	processed_pseudogene	chr14:31988550-31989705	-
Parg	ENSMUSG00000021911.17	protein_coding	chr14:31923928-32019504	+	Gm7707	ENSMUSG00000091570.2	processed_pseudogene	chr14:31988550-31989705	-
Parg	ENSMUSG00000021911.17	protein_coding	chr14:31923989-32019177	+	Gm7707	ENSMUSG00000091570.2	processed_pseudogene	chr14:31988550-31989705	-
Parg	ENSMUSG00000021911.17	protein_coding	chr14:31997664-32018301	+	Gm17210	ENSMUSG00000090459.2	lncRNA	chr14:32014881-32016931	-
Gm46447	ENSMUSG00000115813.2	lncRNA	chr14:32023881-32030852	+	Gm48914	ENSMUSG00000115691.2	lncRNA	chr14:32025619-32039942	-
Gm46447	ENSMUSG00000115813.2	lncRNA	chr14:32027059-32029633	+	Gm48914	ENSMUSG00000115691.2	lncRNA	chr14:32025619-32039942	-
Gm2990	ENSMUSG00000097794.3	lncRNA	chr14:32186999-32205505	+	Chat	ENSMUSG00000021919.9	protein_coding	chr14:32130160-32187914	-
Gm2990	ENSMUSG00000097794.3	lncRNA	chr14:32187179-32198796	+	Chat	ENSMUSG00000021919.9	protein_coding	chr14:32130160-32187914	-
Gm8210	ENSMUSG00000094497.2	processed_pseudogene	chr1:43228316-43228798	+	Fhl2	ENSMUSG00000008136.15	protein_coding	chr1:43162450-43236144	-
Lrrc18	ENSMUSG00000041673.13	protein_coding	chr14:32713339-32737248	+	Wdfy4	ENSMUSG00000051506.18	protein_coding	chr14:32681504-32907023	-
Lrrc18	ENSMUSG00000041673.13	protein_coding	chr14:32713355-32731353	+	Wdfy4	ENSMUSG00000051506.18	protein_coding	chr14:32681504-32907023	-
Lrrc18	ENSMUSG00000041673.13	protein_coding	chr14:32713360-32730635	+	Wdfy4	ENSMUSG00000051506.18	protein_coding	chr14:32681504-32907023	-
Lrrc18	ENSMUSG00000041673.13	protein_coding	chr14:32713403-32730796	+	Wdfy4	ENSMUSG00000051506.18	protein_coding	chr14:32681504-32907023	-
